K12D0555_H0513:1b-0	@1b [dd] #//	[dd]_4 
K12D0555_H0513:90b-21	sangs rgyas spobs rab dgongs la phyag 'tshal lo //	sangs_0 rgya_6 spobs_12 rab_18 dgongs_22 la_29 phyag_32 'tshal_38 lo_45 
K12D0555_H0513:90b-22	sangs rgyas rnam dag zla ba'i 'od zer mtshan grags rgyal po la phyag 'tshal lo //	sangs_0 rgya_6 rnam_12 'dag_17 zla_21 ba_25 'od_30 zer_34 mtshan_38 grags_45 rgyal_51 po_57 la_60 phyag_63 'tshal_69 lo_76 
K12D0555_H0513:91a-0	sangs rgyas me tog bkod pa'i 'od la phyag @91a *//	sangs_0 rgya_6 me_12 tog_15 bkod_19 ba_24 'od_29 la_33 phyag_36 
K12D0555_H0513:91a-1	'tshal lo //	'tshal_0 lo_7 
K12D0555_H0513:91a-2	sangs rgyas snang ba'i rgyal po la phyag 'tshal lo //	sangs_0 rgya_6 snang_12 ba_18 rgyal_23 po_29 la_32 phyag_35 'tshal_41 lo_48 
K12D0555_H0513:91a-3	sangs rgyas legs 'od dri med grags pa'i rgyal po phyag 'tshal lo //	sangs_0 rgya_6 legs_12 'od_17 'dri_21 med_25 grags_29 ba_35 rgyal_40 po_46 phyag_49 'tshal_55 lo_62 
K12D0555_H0513:91a-4	sangs rgyas rtog pa 'jigs med dbang phyug la phyag 'tshal lo //	sangs_0 rgya_6 rtogs_12 ba_17 'jigs_20 med_26 dbang_30 phyug_36 la_42 phyag_45 'tshal_51 lo_58 
K12D0555_H0513:91a-5	sangs rgyas bsnyengs pa mi mnga' ba'i grags pa la phyag 'tshal lo //	sangs_0 rgya_6 snyeng_12 ba_21 mi_24 mnga'_27 ba_33 grags_38 ba_44 la_47 phyag_50 'tshal_56 lo_63 
K12D0555_H0513:91a-6	sangs rgyas mchog tu rnam par rgyal ba'i rgyal po la phyag 'tshal lo //	sangs_0 rgya_6 mchog_12 tu_18 rnam_21 ba_26 rgyal_30 ba_36 rgyal_41 po_47 la_50 phyag_53 'tshal_59 lo_66 
K12D0555_H0513:91a-7	byang chub sems dpa' sems dpa' chen po spyan ras gzigs dbang phyug la phyag 'tshal lo //	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 spyan_39 ras_45 gzigs_49 dbang_55 phyug_61 la_67 phyag_70 'tshal_76 lo_83 
K12D0555_H0513:91a-8	byang chub sems dpa' sems dpa' chen po sa'i snying po la phyag 'tshal lo //	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 sa_39 snying_44 po_51 la_54 phyag_57 'tshal_63 lo_70 
K12D0555_H0513:91a-9	byang chub sems dpa' chen po nam mkha'i snying po la phyag 'tshal lo //	byang_0 chub_6 sems_11 dpa'_16 chen_21 po_26 nam_29 mkha_33 snying_40 po_47 la_50 phyag_53 'tshal_59 lo_66 
K12D0555_H0513:91a-10	byang chub sems dpa' sems dpa' chen po 'phags pa 'jam dpal la phyag 'tshal lo //	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 'phag_39 ba_46 'jam_49 dpal_54 la_59 phyag_62 'tshal_68 lo_75 
K12D0555_H0513:91a-11	byang chub sems dpa' sems dpa' chen po lag na rdo rje la phyag 'tshal lo //	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 lag_39 na_43 rdo_46 rje_50 la_54 phyag_57 'tshal_63 lo_70 
K12D0555_H0513:91a-12	byang chub sems dpa' sems dpa' chen po kun tu bzang po la phyag 'tshal lo //	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 kun_39 tu_43 bzang_46 po_52 la_55 phyag_58 'tshal_64 lo_71 
K12D0555_H0513:91a-13	byang chub sems dpa' sems dpa' chen po blo gros mi zad pa la phyag 'tshal lo //	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 blo_39 gros_43 mi_48 zad_51 ba_55 la_58 phyag_61 'tshal_67 lo_74 
K12D0555_H0513:91a-14	byang chub sems dpa' sems dpa' chen po mthu chen po thob pa la phyag 'tshal lo //	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 mthu_39 chen_44 po_49 'thob_52 ba_57 la_60 phyag_63 'tshal_69 lo_76 
K12D0555_H0513:91a-15	byang chub sems dpa' sems dpa' chen po byams pa la phyag 'tshal lo //	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 byams_39 ba_45 la_48 phyag_51 'tshal_57 lo_64 
K12D0555_H0513:91b-0	byang chub sems dpa' sems dpa' chen po dge @91b ba'i blo gros la phyag 'tshal lo //	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 dge_39 ba_48 blo_53 gros_57 la_62 phyag_65 'tshal_71 lo_78 
K12D0555_H0513:91b-1	gzungs ni 'di lta ste /	gzungs_0 ni_7 'di_10 lta_14 ste_18 
K12D0555_H0513:91b-2	na mo ratna ta y'a ya /	na_0 mo_3 ratna_6 ta_12 y_15 ya_19 
K12D0555_H0513:91b-3	tady'a th'a /	tady_0 th_7 
K12D0555_H0513:91b-4	ku ti /	ku_0 ti_3 
K12D0555_H0513:91b-5	ku ti ni /	ku_0 ti_3 ni_6 
K12D0555_H0513:91b-6	ai mi ri to /	ai_0 mi_3 ri_6 to_9 
K12D0555_H0513:91b-7	ko sha ni ai mi ri ne /	ko_0 sha_3 ni_7 ai_10 mi_13 ri_16 ne_19 
K12D0555_H0513:91b-8	ai r'i sv'ah'a /	ai_0 r_3 sv'a_7 
K12D0555_H0513:91b-9	bcom ldan 'das kyis byang chub sems dpa' rab gnas la bka' stsal pa /	'joms_0 ldan_5 'da'_10 kyis_15 byang_20 chub_26 sems_31 dpa'_36 rab_41 gnas_45 la_50 bka'_53 stsal_58 ba_64 
K12D0555_H0513:91b-10	gzungs 'di ni dus gsum gyi sangs rgyas rnams kyi yum yin pas rigs kyi bu'am /	gzungs_0 'di_7 ni_11 dus_14 gsum_18 gyi_23 sangs_27 rgya_33 rnams_39 kyi_45 yum_49 yin_53 ba_57 rigs_61 kyi_66 bu_70 
K12D0555_H0513:91b-11	rigs kyi bu mo gang la la zhig gis gzungs 'di yongs su 'dzin par byed na /	rigs_0 kyi_5 bu_9 mo_12 gang_15 la_20 la_23 'jig_26 gis_31 gzungs_35 'di_42 yongs_46 su_52 'dzin_55 ba_61 byed_65 na_70 
K12D0555_H0513:91b-12	bsod nams kyi tshogs tshad med dpag tu med pa rab tu skye bar 'gyur te /	bsod_0 nams_5 kyi_10 tshogs_14 tshad_21 med_27 dpog_31 tu_36 med_39 ba_43 rab_46 tu_50 skye_53 ba_58 'gyur_62 te_68 
K12D0555_H0513:91b-13	'di nyid sangs rgyas grangs med pa snyed la mchod cing rim gro byed pa dang /	'di_0 nyid_4 sangs_9 rgya_15 grangs_21 med_28 ba_32 snyed_35 la_41 mchod_44 cing_50 rim_55 gro_59 byed_63 ba_68 dang_71 
K12D0555_H0513:91b-14	gus pas bla mar byed pa dang /	gus_0 ba_4 bla_8 mar_12 byed_16 ba_21 dang_24 
K12D0555_H0513:91b-15	bsngags pa brjod par byed pa yin pas /	bsngags_0 ba_8 rjod_11 ba_17 byed_21 ba_26 yin_29 ba_33 
K12D0555_H0513:91b-16	'di ltar sangs rgyas mang po rnams kyis kyang gang	'di_0 ltar_4 sangs_9 rgya_15 mang_21 po_26 rnams_29 kyis_35 kyang_40 gang_46 
K12D0555_H0513:91b-17	zag de la bla na med pa yang dag par	zag_0 de_4 la_7 bla_10 na_14 med_17 ba_21 yang_24 'dag_29 ba_33 
K12D0555_H0513:91b-18	rdzogs pa'i byang chub tu lung ston par 'gyur ro	rdzogs_0 ba_7 byang_12 chub_18 tu_23 lung_26 ston_31 ba_36 'gyur_40 ro_46 
K12D0555_H0513:91b-19	// rab gnas /	rab_3 gnas_7 
K12D0555_H0513:91b-20	gang la la zhig gis gzungs 'di yongs su 'dzin par byed na /	gang_0 la_5 la_8 'jig_11 gis_16 gzungs_20 'di_27 yongs_31 su_37 'dzin_40 ba_46 byed_50 na_55 
K12D0555_H0513:91b-21	ji ltar 'dod pa bzhin du gos dang /	ji_0 ltar_3 'dod_8 ba_13 bzhin_16 du_22 gos_25 dang_29 
K12D0555_H0513:91b-22	zas dang /	zas_0 dang_4 
K12D0555_H0513:91b-23	nor dang /	nor_0 dang_4 
K12D0555_H0513:91b-24	rin po che dang /	rin_0 po_4 che_7 dang_11 
K12D0555_H0513:91b-25	mang du thos pa dang /	mang_0 du_5 thos_8 ba_13 dang_16 
K12D0555_H0513:91b-26	shes rab rno ba dang /	shes_0 rab_5 rno_9 ba_13 dang_16 
K12D0555_H0513:91b-27	nad med cing tshe ring ba dang /	nad_0 med_4 cing_8 tshe_13 ring_18 ba_23 dang_26 
K12D0555_H0513:91b-28	bsod nams mang po thob par 'gyur bas ji ltar	bsod_0 nams_5 mang_10 po_15 'thob_18 ba_23 'gyur_27 ba_33 ji_37 ltar_40 
K12D0555_H0513:91b-29	mos pa rnams yid bzhin du mi 'grub pa gang	mos_0 ba_4 rnams_7 yid_13 bzhin_17 du_23 mi_26 'grub_29 ba_35 gang_38 
K12D0555_H0513:91b-30	yang med par 'gyur ro //	yang_0 med_5 ba_9 'gyur_13 ro_19 
K12D0555_H0513:91b-31	rab gnas /	rab_0 gnas_4 
K12D0555_H0513:91b-32	gzungs 'di yongs su 'dzin par byed pa gang yin	gzungs_0 'di_7 yongs_11 su_17 'dzin_20 ba_26 byed_30 ba_35 gang_38 yin_43 
K12D0555_H0513:91b-33	pa de ni bla na med pa'i byang chub ma	ba_0 de_3 ni_6 bla_9 na_13 med_16 ba_20 byang_25 chub_31 ma_36 
K12D0555_H0513:92a-0	thob kyi bar du rtag par @92a *//	'thob_0 kyi_5 ba_9 du_13 rtag_16 ba_21 
K12D0555_H0513:92a-1	byang chub sems dpa' gser gyi grong khyer kyi ri dang /	byang_0 chub_6 sems_11 dpa'_16 gser_21 gyi_26 grong_30 'khyer_36 kyi_42 ri_46 dang_49 
K12D0555_H0513:92a-2	byang chub sems dpa' byams pa dang /	byang_0 chub_6 sems_11 dpa'_16 byams_21 ba_27 dang_30 
K12D0555_H0513:92a-3	byang chub sems dpa' rgya mtsho dang /	byang_0 chub_6 sems_11 dpa'_16 rgya_21 mtsho_26 dang_32 
K12D0555_H0513:92a-4	byang chub sems dpa' spyan ras gzigs dbang phyug dang /	byang_0 chub_6 sems_11 dpa'_16 spyan_21 ras_27 gzigs_31 dbang_37 phyug_43 dang_49 
K12D0555_H0513:92a-5	byang chub sems dpa' 'jam dpal dang /	byang_0 chub_6 sems_11 dpa'_16 'jam_21 dpal_26 dang_31 
K12D0555_H0513:92a-6	byang chub sems dpa' ma h'a bing ga la la	byang_0 chub_6 sems_11 dpa'_16 ma_21 h_24 bing_28 ga_33 la_36 la_39 
K12D0555_H0513:92a-7	sogs pa dang lhan cig gnas par 'gyur bas byang	sogs_0 ba_5 dang_8 lhan_13 cig_18 gnas_22 ba_27 'gyur_31 ba_37 byang_41 
K12D0555_H0513:92a-8	chub sems dpa' rnams kyis yongs su srung zhing yongs	chub_0 sems_5 dpa'_10 rnams_15 kyis_21 yongs_26 su_32 srung_35 zhing_41 yongs_47 
K12D0555_H0513:92a-9	su bsrung bar 'gyur ro //	su_0 bsrung_3 ba_10 'gyur_14 ro_20 
K12D0555_H0513:92a-10	rab gnas /	rab_0 gnas_4 
K12D0555_H0513:92a-11	'di ltar rig par bya ste /	'di_0 ltar_4 rig_9 ba_13 byed_17 ste_21 
K12D0555_H0513:92a-12	sngags 'di yongs su 'dzin pa'i tshe cho ga 'di ltar bsgrub par bya'o //	sngags_0 'di_7 yongs_11 su_17 'dzin_20 ba_26 tshe_31 cho_36 ga_40 'di_43 ltar_47 sgrub_52 ba_59 byed_63 
K12D0555_H0513:92a-13	sngags lan khri rtsa brgyad tshang bar bzlas te bsnyen pa'i cho ga bya'o //	sngags_0 lan_7 khri_11 rtsa_16 brgyad_21 tshang_28 ba_35 bzlas_39 te_45 snyen_48 ba_55 cho_60 ga_64 byed_67 
K12D0555_H0513:92a-14	de nas khang pa dben pa'i nang du dkyil 'khor	de_0 nas_3 khang_7 ba_13 dben_16 ba_21 nang_26 du_31 dkyil_34 'khor_40 
K12D0555_H0513:92a-15	brgyan nas zla ba yar gyi ngo'i tshes gcig la	rgyan_0 nas_7 zla_11 ba_15 yar_18 gyi_22 ngo_26 tshes_32 gcig_38 la_43 
K12D0555_H0513:92a-16	khrus yongs su dag par byas te gos sar pa	'khru_0 yongs_6 su_12 'dag_15 ba_19 byed_23 te_28 gos_31 sar_35 ba_39 
K12D0555_H0513:92a-17	bgos nas spos bsregs me tog gtor te bza' ba	bgod_0 nas_5 spros_9 bsregs_14 me_21 tog_24 'thor_28 te_33 bza'_36 ba_41 
K12D0555_H0513:92a-18	dang / btung ba rnam pa sna tshogs kyis mchod	dang_0 'thung_7 ba_13 rnam_16 ba_21 sna_24 tshogs_28 kyis_35 mchod_40 
K12D0555_H0513:92a-19	pa byas nas dkyil 'khor gyi nang du zhugs te	ba_0 byed_3 nas_8 dkyil_12 'khor_18 gyi_24 nang_28 du_33 'jug_36 te_42 
K12D0555_H0513:92a-20	thog ma kho nar sngar gong du bstan pa'i sangs	thogs_0 ma_5 kho_8 nar_12 sngar_16 gong_22 du_27 ston_30 ba_36 sangs_41 
K12D0555_H0513:92a-21	dang / rgyas dang / byang chub sems dpa' rnams	dang_0 rgya_7 dang_13 byang_20 chub_26 sems_31 dpa'_36 rnams_41 
K12D0555_H0513:92a-22	kyi mtshan nas brjod de sems rtse gcig tu gus	kyi_0 mtshan_4 nas_11 rjod_15 de_21 sems_24 rtse_29 gcig_34 tu_39 gus_42 
K12D0555_H0513:92a-23	pas phyag byas nas sngar byas pa'i sdig pa rnams	ba_0 phyag_4 byed_10 nas_15 sngar_19 byed_25 ba_30 sdig_35 ba_40 rnams_43 
K12D0555_H0513:92a-24	bshags te pus mo g-yas pa'i lha nga [?] la	'chags_0 te_7 pus_10 mo_14 g-yas_17 ba_23 lha_28 nga_32 la_40 
K12D0555_H0513:92a-25	btsugs nas sngar bstan pa'i gzungs sngags lan stong rtsa	btsugs_0 nas_7 sngar_11 ston_17 ba_23 gzungs_28 sngags_35 lan_42 stong_46 rtsa_52 
K12D0555_H0513:92b-0	brgyad @92b bzlas te lus drang por bsrang nas /	brgyad_0 bzlas_12 te_18 lus_21 'dren_25 por_31 bsrang_35 nas_42 
K12D0555_H0513:92b-1	yid la bya zhing smon lam rjes su dran par bya'o //	yid_0 la_4 byed_7 zhing_11 smon_17 lam_22 rjes_26 su_31 dran_34 ba_39 byed_43 
K12D0555_H0513:92b-2	nyi ma shar ba dang dkyil 'khor gyi nang du	nyi_0 ma_4 'char_7 ba_12 dang_15 dkyil_20 'khor_26 gyi_32 nang_36 du_41 
K12D0555_H0513:92b-3	zas gtsang ma gcig tu bza' bar bya zhing nyin	zas_0 gtsang_4 ma_11 gcig_14 tu_19 bza'_22 ba_27 byed_31 zhing_35 nyin_41 
K12D0555_H0513:92b-4	gcig la zas gcig bza' bar bya'o //	gcig_0 la_5 zas_8 gcig_12 bza'_17 ba_22 byed_26 
K12D0555_H0513:92b-5	zhag bco lnga tshang nas dkyil 'khor nas 'byung bar byed na gang zag de bsod [?] nams dang /	zhag_0 'chos_5 lnga_9 tshang_14 nas_21 dkyil_25 'khor_31 nas_37 'byung_41 ba_48 byed_52 na_57 gang_60 zag_65 de_69 bsod_72 nams_81 dang_86 
K12D0555_H0513:92b-6	gzi byin mthu stobs bsam gyis mi khyab pa dang ldan par 'gyur bas ci dang /	gzi_0 byin_4 mthu_9 stobs_14 bsam_20 gyis_25 mi_30 khyab_33 ba_39 dang_42 ldan_47 ba_52 'gyur_56 ba_62 ci_66 dang_69 
K12D0555_H0513:92b-7	ci smon pa mi 'grub pa gang yang med par 'gyur ro //	ci_0 smon_3 ba_8 mi_11 'grub_14 ba_20 gang_23 yang_28 med_33 ba_37 'gyur_41 ro_47 
K12D0555_H0513:92b-8	gal te yid bzhin du 'grub par ma gyur na'ang	gal_0 te_4 yid_7 bzhin_11 du_17 'grub_20 ba_26 ma_30 gyur_33 na_38 
K12D0555_H0513:92b-9	dkyil 'khor gyi nang du 'jug par bya zhing bsam	dkyil_0 'khor_6 gyi_12 nang_16 du_21 'jug_24 ba_29 byed_33 zhing_37 bsam_43 
K12D0555_H0513:92b-10	pa bzhin du 'grub nas kyang rtag par yid la	ba_0 bzhin_3 du_9 'grub_12 nas_18 kyang_22 rtag_28 ba_33 yid_37 la_41 
K12D0555_H0513:92b-11	bya zhing brjed par mi bya'o //	byed_0 zhing_4 brjed_10 ba_16 mi_20 byed_23 
K12D0555_H0513:92b-12	gser 'od dam pa mchog tu rnam par rgyal ba mdo sde'i rgyal po las /	gser_0 'od_5 dam_9 ba_13 mchog_16 tu_22 rnam_25 ba_30 rgyal_34 ba_40 mdo_43 sde_47 rgyal_53 po_59 las_62 
K12D0555_H0513:92b-13	gser rgyal gyi gzungs kyi le'u ste brgyad pa'o ////	gser_0 rgyal_5 gyi_11 gzungs_15 kyi_22 le_26 ste_31 brgyad_35 ba_42 
K12D0555_H0513:92b-14	de nas bcom ldan 'das kyis gzungs sngags de bka' stsal nas /	de_0 nas_3 'joms_7 ldan_12 'da'_17 kyis_22 gzungs_27 sngags_34 de_41 bka'_44 stsal_49 nas_55 
K12D0555_H0513:92b-15	byang chub sems dpa' sems dpa' chen po rnams dang /	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 rnams_39 dang_45 
K12D0555_H0513:92b-16	lha dang /	lha_0 dang_4 
K12D0555_H0513:92b-17	mi dang /	mi_0 dang_3 
K12D0555_H0513:92b-18	'khor mang po rnams la phan gdags shing /	'khor_0 mang_6 po_11 rnams_14 la_20 phan_23 'dogs_28 shing_34 
K12D0555_H0513:92b-19	de kho na nyid kyi don dam pa shin tu	de_0 kho_3 na_7 nyid_10 kyi_15 don_19 dam_23 ba_27 shin_30 tu_35 
K12D0555_H0513:92b-20	zab pa khong du chud par mdzad par bzhad pa'i	zab_0 ba_4 khong_7 du_13 chud_16 ba_21 mdzad_25 ba_31 bzhad_35 ba_41 
K12D0555_H0513:92b-21	phyir stong pa nyid kyi rang bzhin yang bstan pa'i	phyir_0 stong_6 ba_12 nyid_15 kyi_20 rang_24 bzhin_29 yang_35 ston_40 ba_46 
K12D0555_H0513:92b-22	ched du tshigs su bcad de bka' stsal pa /	ched_0 du_5 tshigs_8 su_15 gcod_18 de_23 bka'_26 stsal_31 ba_37 
K12D0555_H0513:92b-23	nga yis mdo sde zab mo gzhan dag las //	nga_0 yis_4 mdo_8 sde_12 zab_16 mo_20 gzhan_23 'dag_29 las_33 
K12D0555_H0513:92b-24	yang dag stong pa nyid dag chos bshad pa //	yang_0 'dag_5 stong_9 ba_15 nyid_18 'dag_23 chos_27 'chad_32 ba_38 
K12D0555_H0513:93a-0	deng 'dir mdo sde'i rgyal po @93a *//	deng_0 'dir_5 mdo_10 sde_14 rgyal_20 po_26 
K12D0555_H0513:93a-1	'di las kyang //	'di_0 las_4 kyang_8 
K12D0555_H0513:93a-2	stong nyid bsam gyis mi khyab mdo tsam bshad //	stong_0 nyid_6 bsam_11 gyis_16 mi_21 khyab_24 mdo_30 tsam_34 'chad_39 
K12D0555_H0513:93a-3	zab mo'i chos ni rgya chen mang po la //	zab_0 mo_4 chos_9 ni_14 rgya_17 chen_22 mang_27 po_32 la_35 
K12D0555_H0513:93a-4	sems can shes med rig par mi nus pas /	sems_0 can_5 shes_9 med_14 rig_18 ba_22 mi_26 nus_29 ba_33 
K12D0555_H0513:93a-5	de'i phyir ngas 'dir bzlas te bstan pas na //	de_0 phyir_5 ngas_11 'dir_16 bzlas_21 te_27 ston_30 ba_36 na_40 
K12D0555_H0513:93a-6	stong pa'i chos ni rab tu rtogs par 'gyur //	stong_0 ba_6 chos_11 ni_16 rab_19 tu_23 rtogs_26 ba_32 'gyur_36 
K12D0555_H0513:93a-7	thugs rje chen pos sems can brtse ba'i phyir //	thugs_0 rje_6 chen_10 pos_15 sems_19 can_24 brtse_28 ba_34 phyir_39 
K12D0555_H0513:93a-8	shin tu thabs mkhas rgyu rkyen mchog /	shin_0 tu_5 thabs_8 mkhas_14 rgyu_20 rkyen_25 mchog_31 
K12D0555_H0513:93a-9	dag gis //	'dag_0 gis_4 
K12D0555_H0513:93a-10	ngas [?] deng 'khor 'dus chen po 'di nang du //	ngas_0 deng_9 'khor_14 'du_20 chen_25 po_30 'di_33 nang_37 du_42 
K12D0555_H0513:93a-11	bstan pas de dag stong don gsal rtogs 'gyur //	ston_0 ba_6 de_10 'dag_13 stong_17 don_23 gsal_27 rtogs_32 'gyur_38 
K12D0555_H0513:93a-12	lus 'di grong stong 'dra bar shes byas te //	lus_0 'di_4 grong_8 stong_14 'dra_20 ba_25 shes_29 byed_34 te_39 
K12D0555_H0513:93a-13	rkun po drug gnas phan tshun yong mi shes //	rkun_0 po_5 drug_8 gnas_13 phan_18 tshun_23 yong_29 mi_34 shes_37 
K12D0555_H0513:93a-14	yul drug rkun po tha dad dbang po gnas //	yul_0 drug_4 rkun_9 po_14 tha_17 dad_21 dbang_25 po_31 gnas_34 
K12D0555_H0513:93a-15	so sor phan tshun mi shes de bzhin no //	so_0 sor_3 phan_7 tshun_12 mi_18 shes_21 de_26 bzhin_29 no_35 
K12D0555_H0513:93a-16	mig gi dbang po rtag par gzugs la blta //	mig_0 gi_4 dbang_7 po_13 rtag_16 ba_21 gzugs_25 la_31 lta_34 
K12D0555_H0513:93a-17	rna ba'i dbang po sgra nyan rgyun mi 'chad //	rna_0 ba_4 dbang_9 po_15 sgra_18 nyan_23 rgyun_28 mi_34 'chad_37 
K12D0555_H0513:93a-18	sna yi dbang pos rgyun tu dri yul snom //	sna_0 yi_4 dbang_7 pos_13 rgyun_17 tu_23 'dri_26 yul_30 snom_34 
K12D0555_H0513:93a-19	lce yi dbang pos rtag par ro zhim myong //	lce_0 yi_4 dbang_7 pos_13 rtag_17 ba_22 ro_26 zhim_29 myong_34 
K12D0555_H0513:93a-20	lus kyi dbang pos yang 'jam reg bya len //	lus_0 kyi_4 dbang_8 pos_14 yang_18 'jam_23 reg_28 byed_32 len_36 
K12D0555_H0513:93a-21	yid kyi dbang pos chos rig skyo mi shes //	yid_0 kyi_4 dbang_8 pos_14 chos_18 rig_23 skyo_27 mi_32 shes_35 
K12D0555_H0513:93a-22	dbang po 'di drug dngos po'i rjes 'brang bas //	dbang_0 po_6 'di_9 drug_13 dngos_18 po_24 rjes_29 'brang_34 ba_41 
K12D0555_H0513:93a-23	so so'i rang yul dag la rtog pa skyed //	so_0 so_3 rang_8 yul_13 'dag_17 la_21 rtogs_24 ba_29 skyed_32 
K12D0555_H0513:93a-24	rnam shes sgyu sprul 'dra bas yang dag min //	rnam_0 shes_5 sgyu_10 sprul_15 'dra_21 ba_26 yang_30 'dag_35 min_39 
K12D0555_H0513:93a-25	dbang po gnas nas mi dben 'dod pas tshol //	dbang_0 po_6 gnas_9 nas_14 mi_18 dben_21 'dod_26 ba_31 tshol_35 
K12D0555_H0513:93a-26	dper na mi zhig grong stong rgyug pa ltar //	dper_0 na_5 mi_8 'jig_11 grong_16 stong_22 rgyug_28 ba_34 ltar_37 
K12D0555_H0513:93a-27	rnam shes drug po dbang gnas de bzhin no //	rnam_0 shes_5 drug_10 po_15 dbang_18 gnas_24 de_29 bzhin_32 no_38 
K12D0555_H0513:93a-28	sems ni kun tshol gnas kyi rjes su 'jug /	sems_0 ni_5 kun_8 tshol_12 gnas_18 kyi_23 rjes_27 su_32 'jug_35 
K12D0555_H0513:93b-0	dbang rten @93b yul dmigs dngos pos rnam rig pas //	dbang_0 rten_6 yul_16 dmigs_20 dngos_26 pos_32 rnam_36 rig_41 ba_45 
K12D0555_H0513:93b-1	rtag par gzugs sgra dri ro reg la sred //	rtag_0 ba_5 gzugs_9 sgra_15 'dri_20 ro_24 reg_27 la_31 sred_34 
K12D0555_H0513:93b-2	chos la spyod pas skad cig tsam mi gnas //	chos_0 la_5 spyod_8 ba_14 skad_18 cig_23 tsam_27 mi_32 gnas_35 
K12D0555_H0513:93b-3	rkyen ni ji bzhin dbang drug kun rgyug pas //	rkyen_0 ni_6 ji_9 bzhin_12 dbang_18 drug_24 kun_29 rgyug_33 ba_39 
K12D0555_H0513:93b-4	mkha' la bya 'phur thogs pa med pa 'dra //	mkha'_0 la_6 byed_9 'phur_13 thogs_19 ba_25 med_28 ba_32 'dra_35 
K12D0555_H0513:93b-5	dbang po rten byed de la ltos nas ni //	dbang_0 po_6 rten_9 byed_14 de_19 la_22 ltos_25 nas_30 ni_34 
K12D0555_H0513:93b-6	phyi rol yul ni rnam par rig par nus //	phyi_0 rol_5 yul_9 ni_13 rnam_16 ba_21 rig_25 ba_29 nus_33 
K12D0555_H0513:93b-7	lus 'di shes med byed pa po yang med //	lus_0 'di_4 shes_8 med_13 byed_17 ba_22 po_25 yang_28 med_33 
K12D0555_H0513:93b-8	rang bzhin mi brtan rkyen la ltos nas grub //	rang_0 bzhin_5 mi_11 brtan_14 rkyen_20 la_26 ltos_29 nas_34 'grub_38 
K12D0555_H0513:93b-9	yang dag ma yin rnam rtog las skyes pas //	yang_0 'dag_5 ma_9 yin_12 rnam_16 rtogs_21 las_26 skye_30 ba_36 
K12D0555_H0513:93b-10	'khrul 'khor bzhin du las kyi dbang gis 'jug /	'khrul_0 'khor_7 bzhin_13 du_19 las_22 kyi_26 dbang_30 gis_36 'jug_40 
K12D0555_H0513:93b-11	sa chu me rlung lhan cig lus bsgrubs pas //	sa_0 chu_3 me_7 rlung_10 lhan_16 cig_21 lus_25 sgrub_29 ba_37 
K12D0555_H0513:93b-12	rgyu rkyen ji bzhin tha dad 'bras bu 'thob //	rgyu_0 rkyen_5 ji_11 bzhin_14 tha_20 dad_24 'bras_28 bu_34 'thob_37 
K12D0555_H0513:93b-13	lhan cig gnas kyang phan tshun gnod byed pas //	lhan_0 cig_5 gnas_9 kyang_14 phan_20 tshun_25 gnod_31 byed_36 ba_41 
K12D0555_H0513:93b-14	sbrul gdug bzhi po gzeb gcig gnas pa 'dra //	sbrul_0 gdug_6 bzhi_11 po_16 gzeb_19 gcig_24 gnas_29 ba_34 'dra_37 
K12D0555_H0513:93b-15	'byung chen sbrul bzhi rang bzhin tha dad pas //	'byung_0 chen_7 sbrul_12 bzhi_18 rang_23 bzhin_28 tha_34 dad_38 ba_42 
K12D0555_H0513:93b-16	lhan cig gnas kyang mtho dang dma' ba yod //	lhan_0 cig_5 gnas_9 kyang_14 mtho_20 dang_25 dma'_30 ba_35 yod_38 
K12D0555_H0513:93b-17	steng 'og 'gro zhing lus ni kun tu khyab //	steng_0 'og_6 'gro_10 zhing_15 lus_21 ni_25 kun_28 tu_32 khyab_35 
K12D0555_H0513:93b-18	de dag mthar ni zad pa'i chos su 'gro /	de_0 'dag_3 mthar_7 ni_13 zad_16 ba_20 chos_25 su_30 'gro_33 
K12D0555_H0513:93b-19	sbrul gdug rnam pa bzhi po de dag las //	sbrul_0 gdug_6 rnam_11 ba_16 bzhi_19 po_24 de_27 'dag_30 las_34 
K12D0555_H0513:93b-20	sa chu sbrul gnyis phan cher thur du 'bying //	sa_0 chu_3 sbrul_7 gnyis_13 phan_19 cher_24 thur_29 du_34 'bying_37 
K12D0555_H0513:93b-21	me rlung sbrul gnyis rang bzhin yang bas na //	me_0 rlung_3 sbrul_9 gnyis_15 rang_21 bzhin_26 yang_32 ba_37 na_41 
