K07D0045_H0045:1b-0	@1b [dd] #//	[dd]_4 
K07D0045_H0045:36b-9	mdo sde 'di lta bu 'di dag dang /	mdo_0 sde_4 'di_8 lta_12 bu_16 'di_19 'dag_23 dang_27 
K07D0045_H0045:36b-10	de bzhin gshegs pa'i gdams pa dang /	de_0 bzhin_3 gshegs_9 ba_16 'doms_21 ba_27 dang_30 
K07D0045_H0045:36b-11	rjes su bstan pa spong bar 'gyur ro //	rjes_0 su_5 ston_8 ba_14 spong_17 ba_23 'gyur_27 ro_33 
K07D0045_H0045:36b-12	'od srung /	'od_0 srung_4 
K07D0045_H0045:36b-13	de lta bas na da ltar phal cher de bzhin gshegs pa dang rtsod do //	de_0 lta_3 ba_7 na_11 da_14 ltar_17 phal_22 cher_27 de_32 bzhin_35 gshegs_41 ba_48 dang_51 rtsod_56 do_62 
K07D0045_H0045:36b-14	'od srung /	'od_0 srung_4 
K07D0045_H0045:36b-15	de bzhin gshegs pa dge slong gi dge 'dun la	de_0 bzhin_3 gshegs_9 ba_16 dge_19 slong_23 gi_29 dge_32 'dun_36 la_41 
K07D0045_H0045:36b-16	bslab pa'i gzhi 'cha' zhing stan gcig par za ba	bslab_0 ba_6 gzhi_11 'cha'_16 zhing_22 stan_28 gcig_33 ba_38 za_42 ba_45 
K07D0045_H0045:36b-17	bsngags pa na / dge slong bzang skyong khro bas	bsngags_0 ba_8 na_11 dge_16 slong_20 bzang_26 skyong_32 khro_39 ba_44 
K07D0045_H0045:36b-18	zil gyis non nas zla ba gsum na nga'i gan	zil_0 gyis_4 non_9 nas_13 zla_17 ba_21 gsum_24 na_29 nga_32 gan_38 
K07D0045_H0045:36b-19	du 'ongs pa la ltos /	du_0 'ongs_3 ba_9 la_12 ltos_15 
K07D0045_H0045:36b-20	'od srung /	'od_0 srung_4 
K07D0045_H0045:36b-21	tshangs par spyod pa'i snying po mchog 'di nyid la gnas skabs 'di lta bu 'di byung na /	tshangs_0 ba_8 spyod_12 ba_18 snying_23 po_30 mchog_33 'di_39 nyid_43 la_48 gnas_51 skabs_56 'di_62 lta_66 bu_70 'di_73 'byung_77 na_83 
K07D0045_H0045:36b-22	de bzhin gshegs pa yongs su mya ngan las 'das nas lta ci smos /	de_0 bzhin_3 gshegs_9 ba_16 yongs_19 su_25 mya_28 ngan_32 las_37 'da'_41 nas_46 lta_50 ci_54 smos_57 
K07D0045_H0045:36b-23	dge slong zang zing la chags pa /	dge_0 slong_4 zang_10 zing_15 la_20 chags_23 ba_29 
K07D0045_H0045:36b-24	lhung bzed la chags pa /	lhung_0 bzed_6 la_11 chags_14 ba_20 
K07D0045_H0045:36b-25	chos gos la chags pa /	chos_0 gos_5 la_9 chags_12 ba_18 
K07D0045_H0045:36b-26	na ba'i gsos sman dang yo byad la chags pa /	na_0 ba_3 gsos_8 sman_13 dang_18 yo_23 byad_26 la_31 chags_34 ba_40 
K07D0045_H0045:36b-27	rmugs dang gnyid kyi dbang du song ba dang /	rmugs_0 dang_6 rnyid_11 kyi_17 dbang_21 du_27 'gro_30 ba_35 dang_38 
K07D0045_H0045:36b-28	gnod sems la dpa' ba'i dge slong rnams mdo sde 'di lta bu 'di dag thos na /	gnod_0 sems_5 la_10 dpa'_13 ba_18 dge_23 slong_27 rnams_33 mdo_39 sde_43 'di_47 lta_51 bu_55 'di_58 'dag_62 thos_66 na_71 
K07D0045_H0045:36b-29	de bzhin gshegs pa la yang bsti stang med par 'gyur na /	de_0 bzhin_3 gshegs_9 ba_16 la_19 yang_22 sti_27 stang_32 med_38 ba_42 'gyur_46 na_52 
K07D0045_H0045:37a-0	dge slong gang dag bya ba la gnas pa rnams la lta @37a *//	dge_0 slong_4 gang_10 'dag_15 byed_19 ba_23 la_26 gnas_29 ba_34 rnams_37 la_43 lta_46 
K07D0045_H0045:37a-1	ci smos /	ci_0 smos_3 
K07D0045_H0045:37a-2	'od srung /	'od_0 srung_4 
K07D0045_H0045:37a-3	gang chos rin po che 'di lta bu 'di nub par 'gyur ba ni ma legs pa'o //	gang_0 chos_5 rin_10 po_14 che_17 'di_21 lta_25 bu_29 'di_32 nub_36 ba_40 'gyur_44 ba_50 ni_53 ma_56 legs_59 ba_64 
K07D0045_H0045:37a-4	shin tu ma legs pa'o //	shin_0 tu_5 ma_8 legs_11 ba_16 
K07D0045_H0045:37a-5	de la rigs kyi bu'am rigs kyi bu mo don 'dod pa /	de_0 la_3 rigs_6 kyi_11 bu_15 rigs_21 kyi_26 bu_30 mo_33 don_36 'dod_40 ba_45 
K07D0045_H0045:37a-6	dad pas phyi ma'i dus /	dad_0 ba_4 phyi_8 ma_13 dus_18 
K07D0045_H0045:37a-7	snyigs ma'i dus /	snyigs_0 ma_7 dus_12 
K07D0045_H0045:37a-8	shin tu 'chab pa'i dus /	shin_0 tu_5 'chab_8 ba_14 dus_19 
K07D0045_H0045:37a-9	rigs kyi bu /	rigs_0 kyi_5 bu_9 
K07D0045_H0045:37a-10	mu ge byung ba'i dus de na /	mu_0 ge_3 'byung_6 ba_12 dus_17 de_21 na_24 
K07D0045_H0045:37a-11	nga'i bstan pa la mdo sde zab mo 'di lta	nga_0 ston_6 ba_12 la_15 mdo_18 sde_22 zab_26 mo_30 'di_33 lta_37 
K07D0045_H0045:37a-12	bu 'di dag thos nas rigs pa dang ldan pa	bu_0 'di_3 'dag_7 thos_11 nas_16 rigs_20 ba_25 dang_28 ldan_33 ba_38 
K07D0045_H0045:37a-13	rnams la brjod par bya'o /	rnams_0 la_6 rjod_9 ba_15 byed_19 
K07D0045_H0045:37a-14	rigs pa dang mi ldan pa rnams la ni ma yin no //	rigs_0 ba_5 dang_8 mi_13 ldan_16 ba_21 rnams_24 la_30 ni_33 ma_36 yin_39 no_43 
K07D0045_H0045:37a-15	dad pa rnams la brjod par bya'i /	dad_0 ba_4 rnams_7 la_13 rjod_16 ba_22 byed_26 
K07D0045_H0045:37a-16	ma dad pa rnams la ni ma yin no //	ma_0 dad_3 ba_7 rnams_10 la_16 ni_19 ma_22 yin_25 no_29 
K07D0045_H0045:37a-17	'od srung /	'od_0 srung_4 
K07D0045_H0045:37a-18	nga yang da ltar rigs pa dang ldan pa rnams la ni smra'i /	nga_0 yang_4 da_9 ltar_12 rigs_17 ba_22 dang_25 ldan_30 ba_35 rnams_38 la_44 ni_47 smra_50 
K07D0045_H0045:37a-19	rigs pa dang mi ldan pa rnams la ni ma yin no //	rigs_0 ba_5 dang_8 mi_13 ldan_16 ba_21 rnams_24 la_30 ni_33 ma_36 yin_39 no_43 
K07D0045_H0045:37a-20	dad pa rnams la smra'i /	dad_0 ba_4 rnams_7 la_13 smra_16 
K07D0045_H0045:37a-21	ma dad pa rnams la ni ma yin no //	ma_0 dad_3 ba_7 rnams_10 la_16 ni_19 ma_22 yin_25 no_29 
K07D0045_H0045:37a-22	'od srung /	'od_0 srung_4 
K07D0045_H0045:37a-23	rta rmu rgod ni rta cang shes kyi go cha mi len to //	rta_0 rmu_4 rgod_8 ni_13 rta_16 cang_20 shes_25 kyi_30 go_34 cha_37 mi_41 len_44 to_48 
K07D0045_H0045:37a-24	len na yang de la de yid mi dga' bar 'gyur na /	len_0 na_4 yang_7 de_12 la_15 de_18 yid_21 mi_25 dga'_28 ba_33 'gyur_37 na_43 
K07D0045_H0045:37a-25	dung dang /	dung_0 dang_5 
K07D0045_H0045:37a-26	'khar rnga dang /	'khar_0 rnga_6 dang_11 
K07D0045_H0045:37a-27	rnga bo che dang /	rnga_0 'bo_5 che_8 dang_12 
K07D0045_H0045:37a-28	rdza rnga'i sgra bzod pa lta ci smos te /	rdza_0 rnga_5 sgra_12 bzod_17 ba_22 lta_25 ci_29 smos_32 te_37 
K07D0045_H0045:37a-29	de ni gnas med do //	de_0 ni_3 gnas_6 med_11 do_15 
K07D0045_H0045:37a-30	'od srung /	'od_0 srung_4 
K07D0045_H0045:37a-31	de bzhin du dge slong tshul khrims 'chal ba yang	de_0 bzhin_3 du_9 dge_12 slong_16 tshul_22 khrims_28 'chal_35 ba_41 yang_44 
K07D0045_H0045:37a-32	skyes bu dam pa'i chos la nam yang bzod par	skye_0 bu_6 dam_9 ba_13 chos_18 la_23 nam_26 yang_30 bzod_35 ba_40 
K07D0045_H0045:37a-33	mi 'gyur / 'od srung /	mi_0 'gyur_3 'od_11 srung_15 
K07D0045_H0045:37a-34	'di lta ste; dper na /	'di_0 lta_4 ste;_8 dper_13 na_18 
K07D0045_H0045:37a-35	rta rmu rgod de ni 'drog par 'gyur ro //	rta_0 rmu_4 rgod_8 de_13 ni_16 'drog_19 ba_25 'gyur_29 ro_35 
K07D0045_H0045:37a-36	'od srung /	'od_0 srung_4 
K07D0045_H0045:37a-37	de bzhin du dge slong tshul khrims 'chal ba yang	de_0 bzhin_3 du_9 dge_12 slong_16 tshul_22 khrims_28 'chal_35 ba_41 yang_44 
K07D0045_H0045:37a-38	tha na chos thams cad ni bdag med pa'o zhes	tha_0 na_4 chos_7 thams_12 cad_18 ni_22 bdag_25 med_30 ba_34 zhes_39 
K07D0045_H0045:37a-39	tshig gcig smras na /	tshig_0 gcig_6 smras_11 na_17 
K07D0045_H0045:37b-0	de @37b la bdag gi 'du shes can 'jigs par 'gyur /	de_0 la_8 bdag_11 gi_16 'du_19 shes_23 can_28 'jigs_32 ba_38 'gyur_42 
K07D0045_H0045:37b-1	skrag par 'gyur /	skrag_0 ba_6 'gyur_10 
K07D0045_H0045:37b-2	rtsod par 'gyur na /	rtsod_0 ba_6 'gyur_10 na_16 
K07D0045_H0045:37b-3	nye bar bstan pa na lta ci smos /	nye_0 ba_4 ston_8 ba_14 na_17 lta_20 ci_24 smos_27 
K07D0045_H0045:37b-4	go cha bgos nas bdud kyi sde bye ba phrag brgya pham par bya /	go_0 cha_3 bgod_7 nas_12 bdud_16 kyi_21 sde_25 'bye_29 ba_33 phrag_36 brgya_42 'pham_48 ba_53 byed_57 
K07D0045_H0045:37b-5	ji ltar shin tu rtsod par mi 'gyur ba de ltar pha rol pham par bya'o //	ji_0 ltar_3 shin_8 tu_13 rtsod_16 ba_22 mi_26 'gyur_29 ba_35 de_38 ltar_41 pha_46 rol_50 'pham_54 ba_59 byed_63 
K07D0045_H0045:37b-6	de dag gis go cha de ni mi shigs pa'i rtsa ba dang /	de_0 'dag_3 gis_7 go_11 cha_14 de_18 ni_21 mi_24 shigs_27 ba_33 rtsa_38 ba_43 dang_46 
K07D0045_H0045:37b-7	sbyangs pa'i yon tan dang /	sbyong_0 ba_8 yon_13 tan_17 dang_21 
K07D0045_H0045:37b-8	yo byad bsnyungs pa'i rtsa ba dang /	yo_0 byad_3 snyung_8 ba_17 rtsa_22 ba_27 dang_30 
K07D0045_H0045:37b-9	ma chags pa'i rtsa ba dang /	ma_0 chags_3 ba_9 rtsa_14 ba_19 dang_22 
K07D0045_H0045:37b-10	zhe sdang med pa'i rtsa ba dang /	zhe_0 sdang_4 med_10 ba_14 rtsa_19 ba_24 dang_27 
K07D0045_H0045:37b-11	gti mug med pa'i rtsa ba dang /	gti_0 mug_4 med_8 ba_12 rtsa_17 ba_22 dang_25 
K07D0045_H0045:37b-12	phrag dog med pa'i rtsa ba dang /	phrag_0 dog_6 med_10 ba_14 rtsa_19 ba_24 dang_27 
K07D0045_H0045:37b-13	'dod pa spong ba'i rtsa ba dang /	'dod_0 ba_5 spong_8 ba_14 rtsa_19 ba_24 dang_27 
K07D0045_H0045:37b-14	gcig pu gnas pa'i rtsa ba dang /	gcig_0 pu_5 gnas_8 ba_13 rtsa_18 ba_23 dang_26 
K07D0045_H0045:37b-15	mi nyal ba'i rtsa ba'o; ;thams cad kyi thams cad du gnod sems kyi sems bskyed par mi bya /	mi_0 nyal_3 ba_8 rtsa_13 ba;_18 ;thams_24 cad_31 kyi_35 thams_39 cad_45 du_49 gnod_52 sems_57 kyi_62 sems_66 skyed_71 ba_78 mi_82 byed_85 
K07D0045_H0045:37b-16	thams cad kyi thams cad du 'dod chags kyi sems bskyed par mi bya /	thams_0 cad_6 kyi_10 thams_14 cad_20 du_24 'dod_27 chags_32 kyi_38 sems_42 skyed_47 ba_54 mi_58 byed_61 
K07D0045_H0045:37b-17	gang du yang re bar mi bya'o //	gang_0 du_5 yang_8 re_13 ba_16 mi_20 byed_23 
K07D0045_H0045:37b-18	go cha de ni re ba med pa'i rtsa ba zhes bya ste /	go_0 cha_3 de_7 ni_10 re_13 ba_16 med_19 ba_23 rtsa_28 ba_33 zhes_36 byed_41 ste_45 
K07D0045_H0045:37b-19	go cha de lta bu de bgos nas /	go_0 cha_3 de_7 lta_10 bu_14 de_17 bgod_20 nas_25 
K07D0045_H0045:37b-20	byang chub tu sems bskyed par bya /	byang_0 chub_6 tu_11 sems_14 skyed_19 ba_26 byed_30 
K07D0045_H0045:37b-21	gang la yang mngon par zhen pa med par bya'o //	gang_0 la_5 yang_8 mngon_13 ba_19 zhen_23 ba_28 med_31 ba_35 byed_39 
K07D0045_H0045:37b-22	bdag tu 'du shes bskyed par mi bya ste /	bdag_0 tu_5 'du_8 shes_12 skyed_17 ba_24 mi_28 byed_31 ste_35 
K07D0045_H0045:37b-23	sems can du 'du shes mi bskyed /	sems_0 can_5 du_9 'du_12 shes_16 mi_21 skyed_24 
K07D0045_H0045:37b-24	srog tu 'du shes mi bskyed /	srog_0 tu_5 'du_8 shes_12 mi_17 skyed_20 
K07D0045_H0045:37b-25	gang zag tu 'du shes mi bskyed /	gang_0 zag_5 tu_9 'du_12 shes_16 mi_21 skyed_24 
K07D0045_H0045:37b-26	bud med du 'du shes mi bskyed /	'bud_0 med_4 du_8 'du_11 shes_15 mi_20 skyed_23 
K07D0045_H0045:37b-27	skyes par 'du shes mi bskyed /	skye_0 ba_6 'du_10 shes_14 mi_19 skyed_22 
K07D0045_H0045:37b-28	sa'i khams su 'du shes mi bskyed /	sa_0 khams_5 su_11 'du_14 shes_18 mi_23 skyed_26 
K07D0045_H0045:37b-29	chu'i khams su 'du shes mi bskyed /	chu_0 khams_6 su_12 'du_15 shes_19 mi_24 skyed_27 
K07D0045_H0045:37b-30	me'i khams su 'du shes mi bskyed /	me_0 khams_5 su_11 'du_14 shes_18 mi_23 skyed_26 
K07D0045_H0045:37b-31	rlung gi khams su 'du shes mi bskyed /	rlung_0 gi_6 khams_9 su_15 'du_18 shes_22 mi_27 skyed_30 
K07D0045_H0045:37b-32	'dod pa'i khams su 'du shes mi bskyed /	'dod_0 ba_5 khams_10 su_16 'du_19 shes_23 mi_28 skyed_31 
K07D0045_H0045:38a-0	gzugs @38a *//	gzugs_0 
K07D0045_H0045:38a-1	kyi khams su 'du shes mi bskyed /	kyi_0 khams_4 su_10 'du_13 shes_17 mi_22 skyed_25 
K07D0045_H0045:38a-2	gzugs med pa'i khams su 'du shes mi bskyed /	gzugs_0 med_6 ba_10 khams_15 su_21 'du_24 shes_28 mi_33 skyed_36 
K07D0045_H0045:38a-3	tshul khrims su 'du shes mi bskyed /	tshul_0 khrims_6 su_13 'du_16 shes_20 mi_25 skyed_28 
K07D0045_H0045:38a-4	'chal ba'i tshul khrims su 'du shes mi bskyed cing /	'chal_0 ba_6 tshul_11 khrims_17 su_24 'du_27 shes_31 mi_36 skyed_39 cing_46 
K07D0045_H0045:38a-5	stong pa nyid du 'du shes bskyed par mi bya /	stong_0 ba_6 nyid_9 du_14 'du_17 shes_21 skyed_26 ba_33 mi_37 byed_40 
K07D0045_H0045:38a-6	thams cad la 'du shes bskyed par mi bya ste /	thams_0 cad_6 la_10 'du_13 shes_17 skyed_22 ba_29 mi_33 byed_36 ste_40 
K07D0045_H0045:38a-7	tha na mya ngan las 'das pa'i 'du shes kyang	tha_0 na_4 mya_7 ngan_11 las_16 'da'_20 ba_25 'du_30 shes_34 kyang_39 
K07D0045_H0045:38a-8	bskyed par mi bya na; bdag tu 'du shes bskyed	skyed_0 ba_7 mi_11 byed_14 na;_18 bdag_22 tu_27 'du_30 shes_34 skyed_39 
K07D0045_H0045:38a-9	pa lta ci smos /	ba_0 lta_3 ci_7 smos_10 
K07D0045_H0045:38a-10	ci'i phyir 'du shes bskyed par mi bya zhes bya zhe na /	ci_0 phyir_5 'du_11 shes_15 skyed_20 ba_27 mi_31 byed_34 zhes_38 byed_43 zhe_47 na_51 
K07D0045_H0045:38a-11	'di la 'du shes de dag gang yang mi dmigs pa'i phyir ro //	'di_0 la_4 'du_7 shes_11 de_16 'dag_19 gang_23 yang_28 mi_33 dmigs_36 ba_42 phyir_47 ro_53 
K07D0045_H0045:38a-12	'od srung /	'od_0 srung_4 
K07D0045_H0045:38a-13	gal te 'dod chags yang dag pa yin du zin na /	gal_0 te_4 'dod_7 chags_12 yang_18 'dag_23 ba_27 yin_30 du_34 zin_37 na_41 
K07D0045_H0045:38a-14	de'i 'pho ba dang 'gog pa kun du shes par mi 'gyur ro //	de_0 'pho_5 ba_10 dang_13 'gog_18 ba_23 kun_26 du_30 shes_33 ba_38 mi_42 'gyur_45 ro_51 
K07D0045_H0045:38a-15	'od srung /	'od_0 srung_4 
K07D0045_H0045:38a-16	'di ltar 'dod chags ni yul na gnas pa dang /	'di_0 ltar_4 'dod_9 chags_14 ni_20 yul_23 na_27 gnas_30 ba_35 dang_38 
K07D0045_H0045:38a-17	phyogs na gnas par mi gnas te /	phyogs_0 na_7 gnas_10 ba_15 mi_19 gnas_22 te_27 
K07D0045_H0045:38a-18	brdzun du smra ba ni ma gtogs so //	brdzun_0 du_7 smra_10 ba_15 ni_18 ma_21 gtogs_24 so_30 
K07D0045_H0045:38a-19	de lta bas na de bzhin gshegs pa ni yang dag par gsung ba ste /	de_0 lta_3 ba_7 na_11 de_14 bzhin_17 gshegs_23 ba_30 ni_33 yang_36 'dag_41 ba_45 gsung_49 ba_55 ste_58 
K07D0045_H0045:38a-20	yang dag pa ji lta ba bzhin du gsung ngo //	yang_0 'dag_5 ba_9 ji_12 lta_15 ba_19 bzhin_22 du_28 gsung_31 ngo_37 
K07D0045_H0045:38a-21	'dod chags gang yin pa de ni bdag ma yin te /	'dod_0 chags_5 gang_11 yin_16 ba_20 de_23 ni_26 bdag_29 ma_34 yin_37 te_41 
K07D0045_H0045:38a-22	de lta bu'i chos de dag ni dge sbyong gi chos rnams so //	de_0 lta_3 bu_7 chos_12 de_17 'dag_20 ni_24 dge_27 sbyong_31 gi_38 chos_41 rnams_46 so_52 
K07D0045_H0045:38a-23	de la gang mi dmigs pa de dag ni dge sbyong gi chos yin no //	de_0 la_3 gang_6 mi_11 dmigs_14 ba_20 de_23 'dag_26 ni_30 dge_33 sbyong_37 gi_44 chos_47 yin_52 no_56 
K07D0045_H0045:38a-24	gang dag gis 'du shes de bzung na /	gang_0 'dag_5 gis_9 'du_13 shes_17 de_22 bzung_25 na_31 
K07D0045_H0045:38a-25	de dag gis ri rab dang mnyam pa'i gang zag tu 'du shes bzung bar 'gyur te /	de_0 'dag_3 gis_7 ri_11 rab_14 dang_18 mnyam_23 ba_29 gang_34 zag_39 tu_43 'du_46 shes_50 bzung_55 ba_61 'gyur_65 te_71 
K07D0045_H0045:38a-26	de dag ni bstan pa 'phags pa 'di las nyams pa ste /	de_0 'dag_3 ni_7 ston_10 ba_16 'phag_19 ba_26 'di_29 las_33 nyams_37 ba_43 ste_46 
K07D0045_H0045:38b-0	de dag gis dge sbyong gi chos de dag ci yang ma @38b bskyed cing /	de_0 'dag_3 gis_7 dge_11 sbyong_15 gi_22 chos_25 de_30 'dag_33 ci_37 yang_40 ma_45 skyed_53 cing_60 
K07D0045_H0045:38b-1	de dag dge sbyong gi chos la gnas pa ma yin te /	de_0 'dag_3 dge_7 sbyong_11 gi_18 chos_21 la_26 gnas_29 ba_34 ma_37 yin_40 te_44 
K07D0045_H0045:38b-2	rags pa lhur len pa'o //	rags_0 ba_5 lhur_8 len_13 ba_17 
K07D0045_H0045:38b-3	de na skyes bu gti mug pa gti mug gis	de_0 na_3 skye_6 bu_12 gti_15 mug_19 ba_23 gti_26 mug_30 gis_34 
K07D0045_H0045:38b-4	rgas pa de dag la sus kyang ci yang brjod	rga_0 ba_5 de_8 'dag_11 la_15 sus_18 kyang_22 ci_28 yang_31 rjod_36 
K07D0045_H0045:38b-5	par mi bya'o // de ci'i phyir zhe na /	ba_0 mi_4 byed_7 de_16 ci_19 phyir_24 zhe_30 na_34 
K07D0045_H0045:38b-6	'di ltar de dag gis ci yang bzung ste /	'di_0 ltar_4 de_9 'dag_12 gis_16 ci_20 yang_23 bzung_28 ste_34 
K07D0045_H0045:38b-7	des na sems can dmyal ba chen po mi bzad	des_0 na_4 sems_7 can_12 dmyal_16 ba_22 chen_25 po_30 mi_33 bzad_36 
K07D0045_H0045:38b-8	par bskal par gnas par 'gyur ba'i skabs yongs su	ba_0 bskal_4 ba_10 gnas_14 ba_19 'gyur_23 ba_29 skabs_34 yongs_40 su_46 
K07D0045_H0045:38b-9	bzung ba'i phyir ro //	bzung_0 ba_6 phyir_11 ro_17 
K07D0045_H0045:38b-10	'od srung; dge slong ko ka li ka dang /	'od_0 srung;_4 dge_11 slong_15 ko_21 ka_24 li_27 ka_30 dang_33 
K07D0045_H0045:38b-11	dge slong lhas byin dang /	dge_0 slong_4 lhas_10 byin_15 dang_20 
K07D0045_H0045:38b-12	dge slong khan da drab bya ba dang /	dge_0 slong_4 khan_10 da_15 drab_18 byed_23 ba_27 dang_30 
K07D0045_H0045:38b-13	dge slong ka ta mo ra ka ti shya dang /	dge_0 slong_4 ka_10 ta_13 mo_16 ra_19 ka_22 ti_25 shya_28 dang_33 
K07D0045_H0045:38b-14	dge slong rgya mtshos byin la ltos /	dge_0 slong_4 rgya_10 mtshos_15 byin_22 la_27 ltos_30 
K07D0045_H0045:38b-15	'od srung /	'od_0 srung_4 
K07D0045_H0045:38b-16	dge slong rta thul dang; nab so la ltos /	dge_0 slong_4 rta_10 thul_14 dang;_19 nab_25 so_29 la_32 ltos_35 
K07D0045_H0045:38b-17	'od srung /	'od_0 srung_4 
K07D0045_H0045:38b-18	dge slong skar bzang nga'i g-yog byed de /	dge_0 slong_4 skar_10 bzang_15 nga_21 g-yog_27 byed_33 de_38 
K07D0045_H0045:38b-19	nga'i mdun na smra zhing 'chag pa dang 'dug pa la yang lta /	nga_0 mdun_6 na_11 smra_14 zhing_19 'chag_25 ba_31 dang_34 'dug_39 ba_44 la_47 yang_50 lta_55 
K07D0045_H0045:38b-20	rdzu 'phrul gyi stobs kyis steng gi bar snang la 'chag pa la yang lta /	rdzu_0 'phrul_5 gyi_12 stobs_16 kyis_22 steng_27 gi_33 ba_36 snang_40 la_46 'chag_49 ba_55 la_58 yang_61 lta_66 
K07D0045_H0045:38b-21	chos dang mthun pas mu stegs can stong tshar gcod pa la yang lta la /	chos_0 dang_5 mthun_10 ba_16 mu_20 stegs_23 can_29 stong_33 tshar_39 gcod_45 ba_50 la_53 yang_56 lta_61 la_65 
K07D0045_H0045:38b-22	de nga la dad par mi byed cing /	de_0 nga_3 la_7 dad_10 ba_14 mi_18 byed_21 cing_26 
K07D0045_H0045:38b-23	tshig re re la yang mthun par mi byed pa la yang ltos /	tshig_0 re_6 re_9 la_12 yang_15 mthun_20 ba_26 mi_30 byed_33 ba_38 la_41 yang_44 ltos_49 
K07D0045_H0045:38b-24	gang gis tshig re re la yang mthun pa mi	gang_0 gis_5 tshig_9 re_15 re_18 la_21 yang_24 mthun_29 ba_35 mi_38 
K07D0045_H0045:38b-25	byed pa de ni ngan par 'gro bar 'gyur ro	byed_0 ba_5 de_8 ni_11 ngan_14 ba_19 'gro_23 ba_28 'gyur_32 ro_38 
K07D0045_H0045:38b-26	// kye yang sangs rgyas yang dag pa'o zhes tshig	kye_3 yang_7 sangs_12 rgya_18 yang_24 'dag_29 ba_33 zhes_38 tshig_43 
K07D0045_H0045:38b-27	tu smra bar 'gyur ba de la ni tsandan gyi	tu_0 smra_3 ba_8 'gyur_12 ba_18 de_21 la_24 ni_27 tsandan_30 gyi_38 
K07D0045_H0045:38b-28	phur ma ri rab tsam gyis gtor bar bya /	'phur_0 ma_5 ri_8 rab_11 tsam_15 gyis_20 'thor_25 ba_30 byed_34 
K07D0045_H0045:38b-29	mngon par gtor bar bya'o //	mngon_0 ba_6 'thor_10 ba_15 byed_19 
K07D0045_H0045:38b-30	stong gsum gyi stong chen po'i 'jig rten gyi khams kyi tshad tsam gyi gdugs byas te /	stong_0 gsum_6 gyi_11 stong_15 chen_21 po_26 'jig_31 rten_36 gyi_41 khams_45 kyi_51 tshad_55 tsam_61 gyi_66 gdugs_70 byed_76 te_81 
K07D0045_H0045:38b-31	steng gi bar snang la gzung bar bya'o //	steng_0 gi_6 ba_9 snang_13 la_19 gzung_22 ba_28 byed_32 
K07D0045_H0045:38b-32	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K07D0045_H0045:38b-33	'od srung /	'od_0 srung_4 
K07D0045_H0045:39a-0	'di @39a *//	'di_0 
K07D0045_H0045:39a-1	ltar sangs rgyas kyi sgra yang dag pa la yang yid ches par dka' na /	ltar_0 sangs_5 rgya_11 kyi_17 sgra_21 yang_26 'dag_31 ba_35 la_38 yang_41 yid_46 ches_50 ba_55 dka'_59 na_64 
K07D0045_H0045:39a-2	gang dad par gyur nas dad pas rab tu 'byung ba dang /	gang_0 dad_5 ba_9 gyur_13 nas_18 dad_22 ba_26 rab_30 tu_34 'byung_37 ba_44 dang_47 
K07D0045_H0045:39a-3	'dod pa'i yon tan spangs nas ci la'ang mi gnas	'dod_0 ba_5 yon_10 tan_14 spong_18 nas_25 ci_29 la_32 mi_39 gnas_42 
K07D0045_H0045:39a-4	par bsam gtan byed par 'gyur ba lta ci smos	ba_0 bsam_4 gtan_9 byed_14 ba_19 'gyur_23 ba_29 lta_32 ci_36 smos_39 
K07D0045_H0045:39a-5	/ 'od srung /	'od_2 srung_6 
K07D0045_H0045:39a-6	sems can gang dag 'di la bzod cing ji ltar bcas pa'i bslab pa la slob pa dang /	sems_0 can_5 gang_9 'dag_14 'di_18 la_22 bzod_25 cing_30 ji_35 ltar_38 'cha'_43 ba_48 bslab_53 ba_59 la_62 slob_65 ba_70 dang_73 
K07D0045_H0045:39a-7	chos bdud rtsi de yang rtogs pa de dag ni mchog tu ngo mtshar che'o //	chos_0 bdud_5 rtsi_10 de_15 yang_18 rtogs_23 ba_29 de_32 'dag_35 ni_39 mchog_42 tu_48 ngo_51 mtshar_55 che_62 
K07D0045_H0045:39a-8	'od srung /	'od_0 srung_4 
K07D0045_H0045:39a-9	'di lta ste /	'di_0 lta_4 ste_8 
K07D0045_H0045:39a-10	dper na /	dper_0 na_5 
K07D0045_H0045:39a-11	'dus pa chen por gyur pa'i nang na pags pa'i rnga sgra byung rgyal du 'byung ba /	'du_0 ba_5 chen_8 por_13 gyur_17 ba_22 nang_27 na_32 pags_35 ba_40 rnga_45 sgra_50 'byung_55 rgyal_61 du_67 'byung_70 ba_77 
K07D0045_H0045:39a-12	legs par byas pa brjod pa bzhin du byed pa /	legs_0 ba_5 byed_9 ba_14 rjod_17 ba_23 bzhin_26 du_32 byed_35 ba_40 
K07D0045_H0045:39a-13	sbyin pa sbyin pa rnam par bkra ba dag ci yod la /	sbyin_0 ba_6 sbyin_9 ba_15 rnam_18 ba_23 bkra_27 ba_32 'dag_35 ci_39 yod_42 la_46 
K07D0045_H0045:39a-14	mi zhig gis de mgo la mi lhung bar bya ste /	mi_0 'jig_3 gis_8 de_12 mgo_15 la_19 mi_22 lhung_25 ba_31 byed_35 ste_39 
K07D0045_H0045:39a-15	cher bsgrub pa'o zhes smra zhing gos dag gis dkris te khyer ba las /	cher_0 sgrub_5 ba_12 zhes_17 smra_22 zhing_27 gos_33 'dag_37 gis_41 dkri_45 te_51 'khyer_54 ba_60 las_63 
