K08D0044_H0094:1b-0	@1b [dd] #//	[dd]_4 
K08D0044_H0094:182a-21	bya ba yod de /	byed_0 ba_4 yod_7 de_11 
K08D0044_H0094:182a-22	de na de bzhin gshegs pa spos kyi mar me	de_0 na_3 de_6 bzhin_9 gshegs_15 ba_22 spros_25 kyi_30 mar_34 me_38 
K08D0044_H0094:182a-23	shin tu sprul pa'i rgyal po zhes bya ba bzhugs	shin_0 tu_5 sprul_8 ba_14 rgyal_19 po_25 zhes_28 byed_33 ba_37 bzhugs_40 
K08D0044_H0094:182a-24	so // de'i steng na 'jig rten gyi khams me	so_0 de_6 steng_11 na_17 'jig_20 rten_25 gyi_30 khams_34 me_40 
K08D0044_H0094:182a-25	tog gi chu bo tshad med pa'i dkyil 'khor ces	tog_0 gi_4 chu_7 'bo_11 tshad_14 med_20 ba_24 dkyil_29 'khor_35 ces_41 
K08D0044_H0094:182a-26	bya ba yod de /	byed_0 ba_4 yod_7 de_11 
K08D0044_H0094:182a-27	de na de bzhin gshegs pa rgyal ba'i yon tan	de_0 na_3 de_6 bzhin_9 gshegs_15 ba_22 rgyal_25 ba_31 yon_36 tan_40 
K08D0044_H0094:182a-28	sgo kun nas ston pa zhes bya ba bzhugs so	sgo_0 kun_4 nas_8 ston_12 ba_17 zhes_20 byed_25 ba_29 bzhugs_32 so_39 
K08D0044_H0094:182b-0	// de'i steng na 'jig @182b rten gyi khams kun	de_3 steng_8 na_14 'jig_17 rten_28 gyi_33 khams_37 kun_43 
K08D0044_H0094:182b-1	nas dge ba sna tshogs zhes bya ba yod de	nas_0 dge_4 ba_8 sna_11 tshogs_15 zhes_22 byed_27 ba_31 yod_34 de_38 
K08D0044_H0094:182b-2	// / de na de bzhin gshegs pa chos thams	de_5 na_8 de_11 bzhin_14 gshegs_20 ba_27 chos_30 thams_35 
K08D0044_H0094:182b-3	cad mnyam pa nyid kyis rnam par 'phrul ba'i rgyal	cad_0 mnyam_4 ba_10 nyid_13 kyis_18 rnam_23 ba_28 'phrul_32 ba_39 rgyal_44 
K08D0044_H0094:182b-4	po zhes bya ba bzhugs so //	po_0 zhes_3 byed_8 ba_12 bzhugs_15 so_22 
K08D0044_H0094:182b-5	de'i steng na 'jig rten gyi khams gser gyi 'od rgya mtsho zhes bya ba yod de /	de_0 steng_5 na_11 'jig_14 rten_19 gyi_24 khams_28 gser_34 gyi_39 'od_43 rgya_47 mtsho_52 zhes_58 byed_63 ba_67 yod_70 de_74 
K08D0044_H0094:182b-6	de na de bzhin gshegs pa phyogs su sprul pa yangs pa'i dbang phyug ces bya ba bzhugs so //	de_0 na_3 de_6 bzhin_9 gshegs_15 ba_22 phyogs_25 su_32 sprul_35 ba_41 yangs_44 ba_50 dbang_55 phyug_61 ces_67 byed_71 ba_75 bzhugs_78 so_85 
K08D0044_H0094:182b-7	de'i steng na 'jig rten gyi khams me tog gi ze ba'i snying po zhes bya ba yod de /	de_0 steng_5 na_11 'jig_14 rten_19 gyi_24 khams_28 me_34 tog_37 gi_41 ze_44 ba_47 snying_52 po_59 zhes_62 byed_67 ba_71 yod_74 de_78 
K08D0044_H0094:182b-8	de na de bzhin gshegs pa chos kyi dbyings grol	de_0 na_3 de_6 bzhin_9 gshegs_15 ba_22 chos_25 kyi_30 dbyings_34 grol_42 
K08D0044_H0094:182b-9	ba'i 'od bsam gyis mi khyab pa'i blo gros zhes	ba_0 'od_5 bsam_9 gyis_14 mi_19 khyab_22 ba_28 blo_33 gros_37 zhes_42 
K08D0044_H0094:182b-10	bya ba bzhugs so //	byed_0 ba_4 bzhugs_7 so_14 
K08D0044_H0094:182b-11	de'i steng na 'jig rten gyi khams dbang po'i sengge'i khri ri bo zhes bya ba yod de /	de_0 steng_5 na_11 'jig_14 rten_19 gyi_24 khams_28 dbang_34 po_40 sengge_45 khri_54 ri_59 'bo_62 zhes_65 byed_70 ba_74 yod_77 de_81 
K08D0044_H0094:182b-12	de na de bzhin gshegs pa rgyal ba'i stobs rab tu snang ba zhes bya ba bzhugs so //	de_0 na_3 de_6 bzhin_9 gshegs_15 ba_22 rgyal_25 ba_31 stobs_36 rab_42 tu_46 snang_49 ba_55 zhes_58 byed_63 ba_67 bzhugs_70 so_77 
K08D0044_H0094:182b-13	de'i steng na 'jig rten gyi khams sangs rgyas kyi	de_0 steng_5 na_11 'jig_14 rten_19 gyi_24 khams_28 sangs_34 rgya_40 kyi_46 
K08D0044_H0094:182b-14	zhing gi rdul shin tu phra ba snyed 'das pa	zhing_0 gi_6 rdul_9 shin_14 tu_19 phra_22 ba_27 snyed_30 'da'_36 ba_41 
K08D0044_H0094:182b-15	na 'jig rten gyi khams kha dog mtha' yas par	na_0 'jig_3 rten_8 gyi_13 khams_17 kha_23 dog_27 mtha'_31 yas_37 ba_41 
K08D0044_H0094:182b-16	rin po che rnam par snang ba zhes bya ba	rin_0 po_4 che_7 rnam_11 ba_16 snang_20 ba_26 zhes_29 byed_34 ba_38 
K08D0044_H0094:182b-17	yod de / 'jig rten gyi khams sangs rgyas kyi	yod_0 de_4 'jig_9 rten_14 gyi_19 khams_23 sangs_29 rgya_35 kyi_41 
K08D0044_H0094:182b-18	zhing nyi shu'i rdul shin tu phra ba snyed kyi	zhing_0 nyi_6 shu_10 rdul_16 shin_21 tu_26 phra_29 ba_34 snyed_37 kyi_43 
K08D0044_H0094:182b-19	'khor gyis bskor ba /	'khor_0 gyis_6 skor_11 ba_17 
K08D0044_H0094:182b-20	gcig tu dag pa /	gcig_0 tu_5 'dag_8 ba_12 
K08D0044_H0094:182b-21	kun nas gru bzhir 'dug pa /	kun_0 nas_4 gru_8 bzhir_12 'dug_18 ba_23 
K08D0044_H0094:182b-22	shing dang /	shing_0 dang_6 
K08D0044_H0094:182b-23	me tog dang /	me_0 tog_3 dang_7 
K08D0044_H0094:182b-24	nags tshal gyi gzhi rgya mtshal rab tu gnas pa /	nags_0 tshal_5 gyi_11 gzhi_15 rgya_20 mtshal_25 rab_32 tu_36 gnas_39 ba_44 
K08D0044_H0094:182b-25	nor bu'i rgyal po kha dog mtha' yas pa'i char	nor_0 bu_4 rgyal_9 po_15 kha_18 dog_22 mtha'_26 yas_32 ba_36 char_41 
K08D0044_H0094:182b-26	'debs pa'i mig 'phrul gyis kun nas yog pa yod	'debs_0 ba_6 mig_11 'phrul_15 gyis_22 kun_27 nas_31 yog_35 ba_39 yod_42 
K08D0044_H0094:183a-0	de / de na de bzhin gshegs pa rnam par @183a *//	de_0 de_5 na_8 de_11 bzhin_14 gshegs_20 ba_27 rnam_30 ba_35 
K08D0044_H0094:183a-1	snang ba 'gro ba'i dkyil 'khor dam pa'i dbyangs zhes bya ba bzhugs so //	snang_0 ba_6 'gro_9 ba_14 dkyil_19 'khor_25 dam_31 ba_35 dbyangs_40 zhes_48 byed_53 ba_57 bzhugs_60 so_67 
K08D0044_H0094:183a-2	de nas lho phyogs logs na spos chu'i rgya mtsho rin po che dang /	de_0 nas_3 lho_7 phyogs_11 logs_18 na_23 spros_26 chu_31 rgya_37 mtsho_42 rin_48 po_52 che_55 dang_59 
K08D0044_H0094:183a-3	spos kyi mdzod rab tu bsags pa zhes bya ba yod de /	spros_0 kyi_5 mdzod_9 rab_15 tu_19 bsags_22 ba_28 zhes_31 byed_36 ba_40 yod_43 de_47 
K08D0044_H0094:183a-4	de na 'jig rten gyi khams kyi rgyud rgyan dang	de_0 na_3 'jig_6 rten_11 gyi_16 khams_20 kyi_26 brgyud_30 rgyan_36 dang_42 
K08D0044_H0094:183a-5	'od thams cad 'byung ba zhes bya ba sangs rgyas	'od_0 thams_4 cad_10 'byung_14 ba_21 zhes_24 byed_29 ba_33 sangs_36 rgya_42 
K08D0044_H0094:183a-6	kyi chos kyi 'khor lo thams cad rab tu sgrog	kyi_0 chos_4 kyi_9 'khor_13 lo_19 thams_22 cad_28 rab_32 tu_36 sgrog_39 
K08D0044_H0094:183a-7	pa'i lhun can mngon par byung ste /	ba_0 lhun_5 can_10 mngon_14 ba_20 'byung_24 ste_30 
K08D0044_H0094:183a-8	de thams cad kyi 'og na 'jig rten gyi khams sna tshogs 'byung ba zhes bya ba /	de_0 thams_3 cad_9 kyi_13 'og_17 na_21 'jig_24 rten_29 gyi_34 khams_38 sna_44 tshogs_48 'byung_55 ba_62 zhes_65 byed_70 ba_74 
K08D0044_H0094:183a-9	'jig rten gyi khams sangs rgyas kyi zhing gi rdul	'jig_0 rten_5 gyi_10 khams_14 sangs_20 rgya_26 kyi_32 zhing_36 gi_42 rdul_45 
K08D0044_H0094:183a-10	shin tu phra ba snyed kyi 'khor gyis bskor ba	shin_0 tu_5 phra_8 ba_13 snyed_16 kyi_22 'khor_26 gyis_32 skor_37 ba_43 
K08D0044_H0094:183a-11	/ gcig tu dag pa /	gcig_2 tu_7 'dag_10 ba_14 
K08D0044_H0094:183a-12	rdo rje'i dbyibs ltar 'dug pa /	rdo_0 rje_4 dbyibs_10 ltar_17 'dug_22 ba_27 
K08D0044_H0094:183a-13	rdo rje'i rgyal mtshan sna tshogs la rab tu gnas pa /	rdo_0 rje_4 rgyal_10 mtshan_16 sna_23 tshogs_27 la_34 rab_37 tu_41 gnas_44 ba_49 
K08D0044_H0094:183a-14	rdo rje dang rin po che'i 'od kyi dkyil 'khor gyi sprin gyis kun nas yog pa yod de /	rdo_0 rje_4 dang_8 rin_13 po_17 che_20 'od_26 kyi_30 dkyil_34 'khor_40 gyi_46 sprin_50 gyis_56 kun_61 nas_65 yog_69 ba_73 yod_76 de_80 
K08D0044_H0094:183a-15	de na de bzhin gshegs pa padmo'i ze ba 'phags pa'i spyan zhes bya ba bzhugs so //	de_0 na_3 de_6 bzhin_9 gshegs_15 ba_22 padmo_25 ze_33 ba_36 'phag_39 ba_46 spyan_51 zhes_57 byed_62 ba_66 bzhugs_69 so_76 
K08D0044_H0094:183a-16	de'i steng na 'jig rten gyi khams sangs rgyas kyi	de_0 steng_5 na_11 'jig_14 rten_19 gyi_24 khams_28 sangs_34 rgya_40 kyi_46 
K08D0044_H0094:183a-17	zhing gi rdul shin tu phra ba snyed 'das pa	zhing_0 gi_6 rdul_9 shin_14 tu_19 phra_22 ba_27 snyed_30 'da'_36 ba_41 
K08D0044_H0094:183a-18	na 'jig rten gyi khams blta na dga' ba'i sgra	na_0 'jig_3 rten_8 gyi_13 khams_17 lta_23 na_28 dga'_31 ba_36 sgra_41 
K08D0044_H0094:183a-19	zhes bya ba yod de /	zhes_0 byed_5 ba_9 yod_12 de_16 
K08D0044_H0094:183a-20	de na de bzhin gshegs pa dga' ba dang spro	de_0 na_3 de_6 bzhin_9 gshegs_15 ba_22 dga'_25 ba_30 dang_33 spro_38 
K08D0044_H0094:183a-21	ba yang dag par 'byung ba zhes bya ba bzhugs	ba_0 yang_3 'dag_8 ba_12 'byung_16 ba_23 zhes_26 byed_31 ba_35 bzhugs_38 
K08D0044_H0094:183a-22	so // gzhung de bzhin du de'i steng na 'jig	so_0 gzhung_6 de_13 bzhin_16 du_22 de_25 steng_30 na_36 'jig_39 
K08D0044_H0094:183a-23	rten gyi khams rin po che'i mtshan gyis yang dag	rten_0 gyi_5 khams_9 rin_15 po_19 che_22 mtshan_28 gyis_35 yang_40 'dag_45 
K08D0044_H0094:183a-24	par brgyan pa'i rgyal mtshan zhes bya ba yod de	ba_0 rgyan_4 ba_11 rgyal_16 mtshan_22 zhes_29 byed_34 ba_38 yod_41 de_45 
K08D0044_H0094:183b-0	so // / de @183b na de bzhin gshegs pa thams cad mkhyen pa nyid kyi spyod yul dang /	so_0 de_8 na_17 de_20 bzhin_23 gshegs_29 ba_36 thams_39 cad_45 mkhyen_49 ba_56 nyid_59 kyi_64 spyod_68 yul_74 dang_78 
K08D0044_H0094:183b-1	spyod pa'i blo gros zhes bya ba bzhugs so //	spyod_0 ba_6 blo_11 gros_15 zhes_20 byed_25 ba_29 bzhugs_32 so_39 
K08D0044_H0094:183b-2	de'i steng na 'jig rten gyi khams rnam par snang	de_0 steng_5 na_11 'jig_14 rten_19 gyi_24 khams_28 rnam_34 ba_39 snang_43 
K08D0044_H0094:183b-3	ba'i ze ba sna tshogs kyi gzhi zhes bya ba	ba_0 ze_5 ba_8 sna_11 tshogs_15 kyi_22 gzhi_26 zhes_31 byed_36 ba_40 
K08D0044_H0094:183b-4	yod de / de na de bzhin gshegs pa dri	yod_0 de_4 de_9 na_12 de_15 bzhin_18 gshegs_24 ba_31 'dri_34 
K08D0044_H0094:183b-5	ma med cing zhi ba'i dbyangs yid du 'ong ba	ma_0 med_3 cing_7 zhi_12 ba_16 dbyangs_21 yid_29 du_33 'ong_36 ba_41 
K08D0044_H0094:183b-6	zhes bya ba bzhugs so //	zhes_0 byed_5 ba_9 bzhugs_12 so_19 
K08D0044_H0094:183b-7	de'i steng na 'jig rten gyi khams sprul pa 'od bzang po zhes bya ba yod de /	de_0 steng_5 na_11 'jig_14 rten_19 gyi_24 khams_28 sprul_34 ba_40 'od_43 bzang_47 po_53 zhes_56 byed_61 ba_65 yod_68 de_72 
K08D0044_H0094:183b-8	de na de bzhin gshegs pa nam mkha'i dbyings dri	de_0 na_3 de_6 bzhin_9 gshegs_15 ba_22 nam_25 mkha_29 dbyings_36 'dri_44 
K08D0044_H0094:183b-9	ma med pa'i ye shes zla ba zhes bya ba	ma_0 med_3 ba_7 ye_12 shes_15 zla_20 ba_24 zhes_27 byed_32 ba_36 
K08D0044_H0094:183b-10	bzhugs so // de'i steng na 'jig rten gyi khams	bzhugs_0 so_7 de_13 steng_18 na_24 'jig_27 rten_32 gyi_37 khams_41 
K08D0044_H0094:183b-11	rnam par phye ba rnam pa sna tshogs zhes bya	rnam_0 ba_5 'byed_9 ba_14 rnam_17 ba_22 sna_25 tshogs_29 zhes_36 byed_41 
K08D0044_H0094:183b-12	bzhugs so // ba yod de / de na de	bzhugs_0 so_7 ba_13 yod_16 de_20 de_25 na_28 de_31 
K08D0044_H0094:183b-13	bzhin gshegs pa bsod nams rgya mtsho'i sprin stug po'i	bzhin_0 gshegs_6 ba_13 bsod_16 nams_21 rgya_26 mtsho_31 sprin_39 stug_45 po_50 
K08D0044_H0094:183b-14	mtshan gyi me tog shin tu rgyas pa zhes bya	mtshan_0 gyi_7 me_11 tog_14 shin_18 tu_23 rgya_26 ba_32 zhes_35 byed_40 
K08D0044_H0094:183b-15	bzhugs so // ba yod de / ba bzhugs so	bzhugs_0 so_7 ba_13 yod_16 de_20 ba_25 bzhugs_28 so_35 
K08D0044_H0094:183b-16	// de'i steng na 'jig rten gyi khams rgyan thams	de_3 steng_8 na_14 'jig_17 rten_22 gyi_27 khams_31 rgyan_37 thams_43 
K08D0044_H0094:183b-17	cad kyis brgyan pa'i sgra snyan pa zhes bya ba	cad_0 kyis_4 rgyan_9 ba_16 sgra_21 snyan_26 ba_32 zhes_35 byed_40 ba_44 
K08D0044_H0094:183b-18	bzhugs so // ba yod de / ba bzhugs so	bzhugs_0 so_7 ba_13 yod_16 de_20 ba_25 bzhugs_28 so_35 
K08D0044_H0094:183b-19	// yod de / de na de bzhin gshegs pa	yod_3 de_7 de_12 na_15 de_18 bzhin_21 gshegs_27 ba_34 
K08D0044_H0094:183b-20	dga' bar mdzad pa'i gtso bo sprin gyi dbyangs zhes	dga'_0 ba_5 mdzad_9 ba_15 gtso_20 'bo_25 sprin_28 gyi_34 dbyangs_38 zhes_46 
K08D0044_H0094:183b-21	bya ba bzhugs so //	byed_0 ba_4 bzhugs_7 so_14 
K08D0044_H0094:183b-22	de'i steng 'jig rten gyi khams padmo'i tshal gyi snying po zhes bya ba yod de /	de_0 steng_5 'jig_11 rten_16 gyi_21 khams_25 padmo_31 tshal_39 gyi_45 snying_49 po_56 zhes_59 byed_64 ba_68 yod_71 de_75 
K08D0044_H0094:183b-23	de na de bzhin gshegs pa nga ro rnam par grags pa'i rgyal mtshan zhes bya ba bzhugs so //	de_0 na_3 de_6 bzhin_9 gshegs_15 ba_22 nga_25 ro_29 rnam_32 ba_37 grags_41 ba_47 rgyal_52 mtshan_58 zhes_65 byed_70 ba_74 bzhugs_77 so_84 
K08D0044_H0094:183b-24	de'i steng na 'jig rten gyi khams rin po che	de_0 steng_5 na_11 'jig_14 rten_19 gyi_24 khams_28 rin_34 po_38 che_41 
K08D0044_H0094:183b-25	thams cad kyi 'od rab tu 'gyed pa'i rgyan ces	thams_0 cad_6 kyi_10 'od_14 rab_18 tu_22 'gyed_25 ba_31 rgyan_36 ces_42 
K08D0044_H0094:183b-26	bya ba yod de /	byed_0 ba_4 yod_7 de_11 
K08D0044_H0094:184a-0	de na de bzhin gshegs pa spyan ras gzigs pa'i spyan gyis mthu rnam par phyung ba zhes @184a *//	de_0 na_3 de_6 bzhin_9 gshegs_15 ba_22 spyan_25 ras_31 gzigs_35 ba_41 spyan_46 gyis_52 mthu_57 rnam_62 ba_67 'byin_71 ba_78 zhes_81 
K08D0044_H0094:184a-1	bya ba bzhugs so //	byed_0 ba_4 bzhugs_7 so_14 
K08D0044_H0094:184a-2	de'i steng na 'jig rten gyi khams shugs bzang po'i	de_0 steng_5 na_11 'jig_14 rten_19 gyi_24 khams_28 shugs_34 bzang_40 po_46 
K08D0044_H0094:184a-3	ze ba dri ma med pa zhes bya ba yod	ze_0 ba_3 'dri_6 ma_10 med_13 ba_17 zhes_20 byed_25 ba_29 yod_32 
K08D0044_H0094:184a-4	de / de na de bzhin gshegs pa mi zad	de_0 de_5 na_8 de_11 bzhin_14 gshegs_20 ba_27 mi_30 zad_33 
K08D0044_H0094:184a-5	pa'i ye shes rdo rje'i dpal zhes bya ba bzhugs	ba_0 ye_5 shes_8 rdo_13 rje_17 dpal_23 zhes_28 byed_33 ba_37 bzhugs_40 
K08D0044_H0094:184a-6	de / so // de'i steng na 'jig rten gyi	de_0 so_5 de_11 steng_16 na_22 'jig_25 rten_30 gyi_35 
K08D0044_H0094:184a-7	khams padmo'i grong khyer gyi rgyan ces bya ba yod	khams_0 padmo_6 grong_14 'khyer_20 gyi_26 rgyan_30 ces_36 byed_40 ba_44 yod_47 
K08D0044_H0094:184a-8	de / so // de / de na de bzhin	de_0 so_5 de_11 de_16 na_19 de_22 bzhin_25 
K08D0044_H0094:184a-9	gshegs pa kun tu spyan nyi ma'i snying po snang	gshegs_0 ba_7 kun_10 tu_14 spyan_17 nyi_23 ma_27 snying_32 po_39 snang_42 
K08D0044_H0094:184a-10	ba zhes bya ba bzhugs so //	ba_0 zhes_3 byed_8 ba_12 bzhugs_15 so_22 
K08D0044_H0094:184a-11	de'i steng na 'jig rten gyi khams shing gi phung po tshad med pa zhes bya ba yod de /	de_0 steng_5 na_11 'jig_14 rten_19 gyi_24 khams_28 shing_34 gi_40 'phung_43 po_49 tshad_52 med_58 ba_62 zhes_65 byed_70 ba_74 yod_77 de_81 
K08D0044_H0094:184a-12	de na de bzhin gshegs pa chos thams cad kyi 'brug sgra'i gsung zhes bya ba bzhugs so //	de_0 na_3 de_6 bzhin_9 gshegs_15 ba_22 chos_25 thams_30 cad_36 kyi_40 'brug_44 sgra_50 gsung_57 zhes_63 byed_68 ba_72 bzhugs_75 so_82 
K08D0044_H0094:184a-13	de'i steng na 'jig rten gyi khams rnam par rol pa brjod pa zhes bya ba yod de /	de_0 steng_5 na_11 'jig_14 rten_19 gyi_24 khams_28 rnam_34 ba_39 rol_43 ba_47 rjod_50 ba_56 zhes_59 byed_64 ba_68 yod_71 de_75 
K08D0044_H0094:184a-14	de na de bzhin gshegs pa ye shes tshad med	de_0 na_3 de_6 bzhin_9 gshegs_15 ba_22 ye_25 shes_28 tshad_33 med_39 
K08D0044_H0094:184a-15	pa'i me tog shin tu rgyas pa'i gzi brjid ces	ba_0 me_5 tog_8 shin_12 tu_17 rgya_20 ba_26 gzi_31 brjid_35 ces_41 
K08D0044_H0094:184a-16	bya ba bzhugs so //	byed_0 ba_4 bzhugs_7 so_14 
K08D0044_H0094:184a-17	de'i steng na 'jig rten gyi khams autpa la'i 'dab ma la brten pa zhes bya ba yod de /	de_0 steng_5 na_11 'jig_14 rten_19 gyi_24 khams_28 autpa_34 la_40 'dab_45 ma_50 la_53 rten_56 ba_62 zhes_65 byed_70 ba_74 yod_77 de_81 
K08D0044_H0094:184a-18	de na de bzhin gshegs pa bsod nams thams cad	de_0 na_3 de_6 bzhin_9 gshegs_15 ba_22 bsod_25 nams_30 thams_35 cad_41 
K08D0044_H0094:184a-19	kyi ri bo shin tu 'phags pa zhes bya ba	kyi_0 ri_4 'bo_7 shin_10 tu_15 'phag_18 ba_25 zhes_28 byed_33 ba_37 
K08D0044_H0094:184a-20	bzhugs so // de'i steng na 'jig rten gyi khams	bzhugs_0 so_7 de_13 steng_18 na_24 'jig_27 rten_32 gyi_37 khams_41 
K08D0044_H0094:184a-21	rlung mnyam par 'dzin pa zhes bya ba yod de	rlung_0 mnyam_6 ba_12 'dzin_16 ba_22 zhes_25 byed_30 ba_34 yod_37 de_41 
K08D0044_H0094:184a-22	bzhugs so // / de na de bzhin gshegs pa	bzhugs_0 so_7 de_15 na_18 de_21 bzhin_24 gshegs_30 ba_37 
K08D0044_H0094:184a-23	dbang po nyi ma'i gzi brjid ces bya ba bzhugs	dbang_0 po_6 nyi_9 ma_13 gzi_18 brjid_22 ces_28 byed_32 ba_36 bzhugs_39 
K08D0044_H0094:184a-24	bzhugs so // / so // de'i steng na 'jig	bzhugs_0 so_7 so_15 de_21 steng_26 na_32 'jig_35 
K08D0044_H0094:184a-25	rten gyi khams snang ba yongs su ston pa'i 'od	rten_0 gyi_5 khams_9 snang_15 ba_21 yongs_24 su_30 ston_33 ba_38 'od_43 
K08D0044_H0094:184a-26	ces bya ba yod de /	ces_0 byed_4 ba_8 yod_11 de_15 
K08D0044_H0094:184b-0	de na de bzhin gshegs @184b pa 'od zer gsal ba sku'i 'od ces bya ba bzhugs so //	de_0 na_3 de_6 bzhin_9 gshegs_15 ba_28 'od_31 zer_35 gsal_39 ba_44 sku_47 'od_53 ces_57 byed_61 ba_65 bzhugs_68 so_75 
K08D0044_H0094:184b-1	de'i steng na 'jig rten gyi khams spos kyi sgra	de_0 steng_5 na_11 'jig_14 rten_19 gyi_24 khams_28 spros_34 kyi_39 sgra_43 
K08D0044_H0094:184b-2	rdo rje rnam par snang ba zhes bya ba yod	rdo_0 rje_4 rnam_8 ba_13 snang_17 ba_23 zhes_26 byed_31 ba_35 yod_38 
K08D0044_H0094:184b-3	de / de na de bzhin gshegs pa sa dam	de_0 de_5 na_8 de_11 bzhin_14 gshegs_20 ba_27 sa_30 dam_33 
K08D0044_H0094:184b-4	pa'i mtshan nyid kyi me tog shin tu rgyas pa	ba_0 mtshan_5 nyid_12 kyi_17 me_21 tog_24 shin_28 tu_33 rgya_36 ba_42 
K08D0044_H0094:184b-5	zhes bya ba bzhugs so //	zhes_0 byed_5 ba_9 bzhugs_12 so_19 
K08D0044_H0094:184b-6	de'i steng na 'jig rten gyi khams sangs rgyas kyi	de_0 steng_5 na_11 'jig_14 rten_19 gyi_24 khams_28 sangs_34 rgya_40 kyi_46 
K08D0044_H0094:184b-7	zhing gi rdul shin tu phra ba snyed 'das pa	zhing_0 gi_6 rdul_9 shin_14 tu_19 phra_22 ba_27 snyed_30 'da'_36 ba_41 
K08D0044_H0094:184b-8	na 'jig rten gyi khams mig 'phrul gyi rgyan la	na_0 'jig_3 rten_8 gyi_13 khams_17 mig_23 'phrul_27 gyi_34 rgyan_38 la_44 
K08D0044_H0094:184b-9	rab tu gnas pa zhes bya ba /	rab_0 tu_4 gnas_7 ba_12 zhes_15 byed_20 ba_24 
K08D0044_H0094:184b-10	'jig rten gyi khams sangs rgyas kyi zhing nyi shu'i	'jig_0 rten_5 gyi_10 khams_14 sangs_20 rgya_26 kyi_32 zhing_36 nyi_42 shu_46 
K08D0044_H0094:184b-11	rdul shin tu phra ba snyed kyi 'khor gyis bskor	rdul_0 shin_5 tu_10 phra_13 ba_18 snyed_21 kyi_27 'khor_31 gyis_37 skor_42 
K08D0044_H0094:184b-12	ba / gcig tu dag pa /	ba_0 gcig_5 tu_10 'dag_13 ba_17 
K08D0044_H0094:184b-13	stegs bu rgya mtsho'i dbyibs ltar 'dug pa /	stegs_0 bu_6 rgya_9 mtsho_14 dbyibs_22 ltar_29 'dug_34 ba_39 
K08D0044_H0094:184b-14	rgyan thams cad kyi rgya mtsho la rab tu gnas pa /	rgyan_0 thams_6 cad_12 kyi_16 rgya_20 mtsho_25 la_31 rab_34 tu_38 gnas_41 ba_46 
K08D0044_H0094:184b-15	'od zer gyi khang pa brtsegs pa'i sprin gyis kun nas yog pa yod de /	'od_0 zer_4 gyi_8 khang_12 ba_18 brtsegs_21 ba_29 sprin_34 gyis_40 kun_45 nas_49 yog_53 ba_57 yod_60 de_64 
K08D0044_H0094:184b-16	de na de bzhin gshegs pa sprin bzang pos mi bzhengs pa ston pa zhes bya ba bzhugs so //	de_0 na_3 de_6 bzhin_9 gshegs_15 ba_22 sprin_25 bzang_31 pos_37 mi_41 bzhengs_44 ba_52 ston_55 ba_60 zhes_63 byed_68 ba_72 bzhugs_75 so_82 
K08D0044_H0094:184b-17	de nas lho phyogs logs na spos chu'i rgya mtsho	de_0 nas_3 lho_7 phyogs_11 logs_18 na_23 spros_26 chu_31 rgya_37 mtsho_42 
K08D0044_H0094:184b-18	rin po che dang ldan pa'i rgyan ces bya ba	rin_0 po_4 che_7 dang_11 ldan_16 ba_21 rgyan_26 ces_32 byed_36 ba_40 
K08D0044_H0094:184b-19	yod de / de las 'jig rten gyi khams kyi	yod_0 de_4 de_9 las_12 'jig_16 rten_21 gyi_26 khams_30 kyi_36 
K08D0044_H0094:184b-20	rgyud dri ma med cing yongs su gsal ba zhes	brgyud_0 'dri_6 ma_10 med_13 cing_17 yongs_22 su_28 gsal_31 ba_36 zhes_39 
K08D0044_H0094:184b-21	bya ba rdul thams cad las sangs rgyas kyi zhing	byed_0 ba_4 rdul_7 thams_12 cad_18 las_22 sangs_26 rgya_32 kyi_38 zhing_42 
K08D0044_H0094:184b-22	gi rnam par 'phrul pa shin tu sgrog pa'i lhun	gi_0 rnam_3 ba_8 'phrul_12 ba_19 shin_22 tu_27 sgrog_30 ba_36 lhun_41 
K08D0044_H0094:184b-23	can mngon par byung ste /	can_0 mngon_4 ba_10 'byung_14 ste_20 
K08D0044_H0094:184b-24	de thams cad kyi 'og na 'jig rten gyi khams	de_0 thams_3 cad_9 kyi_13 'og_17 na_21 'jig_24 rten_29 gyi_34 khams_38 
K08D0044_H0094:184b-25	gzhi mnyam pa dri ma med pa rnam pa sna	gzhi_0 mnyam_5 ba_11 'dri_14 ma_18 med_21 ba_25 rnam_28 ba_33 sna_36 
K08D0044_H0094:184b-26	tshogs zhes bya ba 'jig rten gyi khams sangs rgyas	tshogs_0 zhes_7 byed_12 ba_16 'jig_19 rten_24 gyi_29 khams_33 sangs_39 rgya_45 
K08D0044_H0094:184b-27	kyi zhing gi rdul shin tu phra ba snyed kyi	kyi_0 zhing_4 gi_10 rdul_13 shin_18 tu_23 phra_26 ba_31 snyed_34 kyi_40 
K08D0044_H0094:184b-28	'khor gyis bskor ba /	'khor_0 gyis_6 skor_11 ba_17 
K08D0044_H0094:185a-0	rin po che'i @185a *//	rin_0 po_4 che_7 
K08D0044_H0094:185a-1	'byung gnas kyi dbyibs ltar 'dug pa /	'byung_0 gnas_7 kyi_12 dbyibs_16 ltar_23 'dug_28 ba_33 
K08D0044_H0094:185a-2	gcig tu dag pa /	gcig_0 tu_5 'dag_8 ba_12 
