K02D0008_H0009:1b-0	@1b [dd] #//	[dd]_4 
K02D0008_H0009:273b-29	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:273b-30	byang chub sems dpa' byang chub sems dpa' zhes bgyi na /	byang_0 chub_6 sems_11 dpa'_16 byang_21 chub_27 sems_32 dpa'_37 zhes_42 bgyid_47 na_52 
K02D0008_H0009:273b-31	'di lta ste /	'di_0 lta_4 ste_8 
K02D0008_H0009:273b-32	byang chub sems dpa' zhes bgyi ba'am /	byang_0 chub_6 sems_11 dpa'_16 zhes_21 bgyid_26 ba_31 
K02D0008_H0009:274a-0	@274a *// shes rab kyi pha rol tu phyin pa zhes bgyi ba 'di chos gang gi tshig bla dvags lags /	shes_10 rab_15 kyi_19 pha_23 rol_27 tu_31 phyin_34 ba_40 zhes_43 bgyid_48 ba_53 'di_56 chos_60 gang_65 gi_70 tshig_73 bla_79 dvags_83 lags_89 
K02D0008_H0009:274a-1	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:274a-2	byang chub sems dpa' zhes bgyi ba'am /	byang_0 chub_6 sems_11 dpa'_16 zhes_21 bgyid_26 ba_31 
K02D0008_H0009:274a-3	shes rab kyi pha rol tu phyin pa zhes bgyi	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 zhes_33 bgyid_38 
K02D0008_H0009:274a-4	ba de lta bu bdag gis yang dag par rjes	ba_0 de_3 lta_6 bu_10 bdag_13 gis_18 yang_22 'dag_27 ba_31 rjes_35 
K02D0008_H0009:274a-5	su ma mthong ngo //	su_0 ma_3 mthong_6 ngo_13 
K02D0008_H0009:274a-6	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:274a-7	de ltar bdag gis byang chub sems dpa' de dang /	de_0 ltar_3 bdag_8 gis_13 byang_17 chub_23 sems_28 dpa'_33 de_38 dang_41 
K02D0008_H0009:274a-8	shes rab kyi pha rol tu phyin pa de dang /	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 de_33 dang_36 
K02D0008_H0009:274a-9	byang chub sems dpa'i ming de'ang yang dag par rjes su ma mthong na /	byang_0 chub_6 sems_11 dpa_16 ming_22 de_27 yang_34 'dag_39 ba_43 rjes_47 su_52 ma_55 mthong_58 na_65 
K02D0008_H0009:274a-10	byang chub sems dpa' sems dpa' chen po ni /	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 ni_39 
K02D0008_H0009:274a-11	su zhig /	su_0 'jig_3 
K02D0008_H0009:274a-12	shes rab kyi pha rol tu phyin pa ni /	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 ni_33 
K02D0008_H0009:274a-13	gang zhig la gdams shing rjes su bstan par bgyi /	gang_0 'jig_5 la_10 'doms_13 shing_19 rjes_25 su_30 ston_33 ba_39 bgyid_43 
K02D0008_H0009:274a-14	de skad ces gsol pa dang /	de_0 skad_3 ces_8 gsol_12 ba_17 dang_20 
K02D0008_H0009:274a-15	bcom ldan 'das kyis tshe dang ldan pa rab 'byor la 'di skad ces bka' stsal to; ;rab 'byor /	'joms_0 ldan_5 'da'_10 kyis_15 tshe_20 dang_25 ldan_30 ba_35 rab_38 'byor_42 la_48 'di_51 skad_55 ces_60 bka'_64 stsal_69 to;_75 ;rab_79 'byor_84 
K02D0008_H0009:274a-16	'di lta ste /	'di_0 lta_4 ste_8 
K02D0008_H0009:274a-17	shes rab kyi pha rol tu phyin pa dang /	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 dang_33 
K02D0008_H0009:274a-18	byang chub sems dpa' dang /	byang_0 chub_6 sems_11 dpa'_16 dang_21 
K02D0008_H0009:274a-19	byang chub sems dpa'i ming du bya ba de dag ni /	byang_0 chub_6 sems_11 dpa_16 ming_22 du_27 byed_30 ba_34 de_37 'dag_40 ni_44 
K02D0008_H0009:274a-20	ming tsam ste /	ming_0 tsam_5 ste_10 
K02D0008_H0009:274a-21	ming de ni /	ming_0 de_5 ni_8 
K02D0008_H0009:274a-22	nang na'ang med /	nang_0 na_5 med_12 
K02D0008_H0009:274a-23	phyi rol na'ang med /	phyi_0 rol_5 na_9 med_16 
K02D0008_H0009:274a-24	gnyis ka med par yang mi dmigs so //	gnyis_0 ka_6 med_9 ba_13 yang_17 mi_22 dmigs_25 so_31 
K02D0008_H0009:274a-25	rab 'byor /	rab_0 'byor_4 
K02D0008_H0009:274a-26	'di lta ste /	'di_0 lta_4 ste_8 
K02D0008_H0009:274a-27	dper na /	dper_0 na_5 
K02D0008_H0009:274a-28	sems can sems can zhes bya bar ming du gdags pa'i ming de ni /	sems_0 can_5 sems_9 can_14 zhes_18 byed_23 ba_27 ming_31 du_36 'dogs_39 ba_45 ming_50 de_55 ni_58 
K02D0008_H0009:274a-29	btags pa tsam ste /	'dogs_0 ba_6 tsam_9 ste_14 
K02D0008_H0009:274a-30	btags pa'i chos gang yin pa de la ni /	'dogs_0 ba_6 chos_11 gang_16 yin_21 ba_25 de_28 la_31 ni_34 
K02D0008_H0009:274a-31	ming dang brda tsam du tha snyad kyis gdags pa ma gtogs par skye ba'am 'gag pa med de /	ming_0 dang_5 brda_10 tsam_15 du_20 tha_23 snyad_27 kyis_33 'dogs_38 ba_44 ma_47 gtogs_50 ba_56 skye_60 ba_65 'gag_71 ba_76 med_79 de_83 
K02D0008_H0009:274a-32	ming de ni /	ming_0 de_5 ni_8 
K02D0008_H0009:274a-33	nang na'ang med /	nang_0 na_5 med_12 
K02D0008_H0009:274b-0	phyi @274b rol na'ang med /	phyi_0 rol_11 na_15 med_22 
K02D0008_H0009:274b-1	gnyis ka med par yang mi dmigs so //	gnyis_0 ka_6 med_9 ba_13 yang_17 mi_22 dmigs_25 so_31 
K02D0008_H0009:274b-2	rab 'byor /	rab_0 'byor_4 
K02D0008_H0009:274b-3	'di lta ste /	'di_0 lta_4 ste_8 
K02D0008_H0009:274b-4	dper na /	dper_0 na_5 
K02D0008_H0009:274b-5	bdag bdag ces bya bar ming du gdags pa'i ming de ni /	bdag_0 bdag_5 ces_10 byed_14 ba_18 ming_22 du_27 'dogs_30 ba_36 ming_41 de_46 ni_49 
K02D0008_H0009:274b-6	btags pa tsam ste /	'dogs_0 ba_6 tsam_9 ste_14 
K02D0008_H0009:274b-7	btags pa'i chos gang yin pa de la ni /	'dogs_0 ba_6 chos_11 gang_16 yin_21 ba_25 de_28 la_31 ni_34 
K02D0008_H0009:274b-8	ming dang brda tsam du tha snyad kyis gdags pa ma gtogs par skye ba'am 'gag pa med de /	ming_0 dang_5 brda_10 tsam_15 du_20 tha_23 snyad_27 kyis_33 'dogs_38 ba_44 ma_47 gtogs_50 ba_56 skye_60 ba_65 'gag_71 ba_76 med_79 de_83 
K02D0008_H0009:274b-9	ming de ni /	ming_0 de_5 ni_8 
K02D0008_H0009:274b-10	nang na'ang med /	nang_0 na_5 med_12 
K02D0008_H0009:274b-11	phyi rol na'ang med /	phyi_0 rol_5 na_9 med_16 
K02D0008_H0009:274b-12	gnyis ka med par yang mi dmigs so //	gnyis_0 ka_6 med_9 ba_13 yang_17 mi_22 dmigs_25 so_31 
K02D0008_H0009:274b-13	rab 'byor /	rab_0 'byor_4 
K02D0008_H0009:274b-14	'di lta ste /	'di_0 lta_4 ste_8 
K02D0008_H0009:274b-15	dper na /	dper_0 na_5 
K02D0008_H0009:274b-16	srog srog ces bya bar ming du gdags pa'i ming de ni /	srog_0 srog_5 ces_10 byed_14 ba_18 ming_22 du_27 'dogs_30 ba_36 ming_41 de_46 ni_49 
K02D0008_H0009:274b-17	btags pa tsam ste /	'dogs_0 ba_6 tsam_9 ste_14 
K02D0008_H0009:274b-18	btags pa'i chos gang yin pa de la ni /	'dogs_0 ba_6 chos_11 gang_16 yin_21 ba_25 de_28 la_31 ni_34 
K02D0008_H0009:274b-19	ming dang brda tsam du tha snyad kyis gdags pa ma gtogs par skye ba'am 'gag pa med de /	ming_0 dang_5 brda_10 tsam_15 du_20 tha_23 snyad_27 kyis_33 'dogs_38 ba_44 ma_47 gtogs_50 ba_56 skye_60 ba_65 'gag_71 ba_76 med_79 de_83 
K02D0008_H0009:274b-20	ming de ni /	ming_0 de_5 ni_8 
K02D0008_H0009:274b-21	nang na'ang med /	nang_0 na_5 med_12 
K02D0008_H0009:274b-22	phyi rol na'ang med /	phyi_0 rol_5 na_9 med_16 
K02D0008_H0009:274b-23	gnyis ka med par yang mi dmigs so //	gnyis_0 ka_6 med_9 ba_13 yang_17 mi_22 dmigs_25 so_31 
K02D0008_H0009:274b-24	rab 'byor /	rab_0 'byor_4 
K02D0008_H0009:274b-25	'di lta ste /	'di_0 lta_4 ste_8 
K02D0008_H0009:274b-26	dper na /	dper_0 na_5 
K02D0008_H0009:274b-27	'gro ba 'gro ba zhes bya bar ming du gdags pa'i ming de ni /	'gro_0 ba_5 'gro_8 ba_13 zhes_16 byed_21 ba_25 ming_29 du_34 'dogs_37 ba_43 ming_48 de_53 ni_56 
K02D0008_H0009:274b-28	btags pa tsam ste /	'dogs_0 ba_6 tsam_9 ste_14 
K02D0008_H0009:274b-29	btags pa'i chos gang yin pa de la ni /	'dogs_0 ba_6 chos_11 gang_16 yin_21 ba_25 de_28 la_31 ni_34 
K02D0008_H0009:274b-30	ming dang brda tsam du tha snyad kyis gdags pa ma gtogs par skye ba'am /	ming_0 dang_5 brda_10 tsam_15 du_20 tha_23 snyad_27 kyis_33 'dogs_38 ba_44 ma_47 gtogs_50 ba_56 skye_60 ba_65 
K02D0008_H0009:274b-31	'gag pa med do //	'gag_0 ba_5 med_8 do_12 
K02D0008_H0009:274b-32	ming de ni /	ming_0 de_5 ni_8 
K02D0008_H0009:274b-33	nang na'ang med /	nang_0 na_5 med_12 
K02D0008_H0009:274b-34	phyi rol na'ang med /	phyi_0 rol_5 na_9 med_16 
K02D0008_H0009:274b-35	gnyis ka med par yang mi dmigs so //	gnyis_0 ka_6 med_9 ba_13 yang_17 mi_22 dmigs_25 so_31 
K02D0008_H0009:274b-36	rab 'byor /	rab_0 'byor_4 
K02D0008_H0009:274b-37	'di lta ste /	'di_0 lta_4 ste_8 
K02D0008_H0009:274b-38	dper na /	dper_0 na_5 
K02D0008_H0009:274b-39	gso ba gso ba zhes bya bar ming du gdags pa'i ming de ni /	gso_0 ba_4 gso_7 ba_11 zhes_14 byed_19 ba_23 ming_27 du_32 'dogs_35 ba_41 ming_46 de_51 ni_54 
K02D0008_H0009:274b-40	btags pa tsam ste /	'dogs_0 ba_6 tsam_9 ste_14 
K02D0008_H0009:274b-41	btags pa'i chos gang yin pa de la ni /	'dogs_0 ba_6 chos_11 gang_16 yin_21 ba_25 de_28 la_31 ni_34 
K02D0008_H0009:275a-0	ming dang brda tsam du tha snyad kyis gdags pa ma gtogs par skye ba'am 'gag @275a *//	ming_0 dang_5 brda_10 tsam_15 du_20 tha_23 snyad_27 kyis_33 'dogs_38 ba_44 ma_47 gtogs_50 ba_56 skye_60 ba_65 'gag_71 
K02D0008_H0009:275a-1	pa med de /	ba_0 med_3 de_7 
K02D0008_H0009:275a-2	ming de ni /	ming_0 de_5 ni_8 
K02D0008_H0009:275a-3	nang na'ang med /	nang_0 na_5 med_12 
K02D0008_H0009:275a-4	phyi rol na'ang med /	phyi_0 rol_5 na_9 med_16 
K02D0008_H0009:275a-5	gnyis ka med par yang mi dmigs so //	gnyis_0 ka_6 med_9 ba_13 yang_17 mi_22 dmigs_25 so_31 
K02D0008_H0009:275a-6	rab 'byor /	rab_0 'byor_4 
K02D0008_H0009:275a-7	'di lta ste /	'di_0 lta_4 ste_8 
K02D0008_H0009:275a-8	dper na /	dper_0 na_5 
K02D0008_H0009:275a-9	skyes bu skyes bu zhes bya bar ming du gdags pa'i ming de ni /	skye_0 bu_6 skye_9 bu_15 zhes_18 byed_23 ba_27 ming_31 du_36 'dogs_39 ba_45 ming_50 de_55 ni_58 
K02D0008_H0009:275a-10	btags pa tsam ste /	'dogs_0 ba_6 tsam_9 ste_14 
K02D0008_H0009:275a-11	btags pa'i chos gang yin pa de la ni /	'dogs_0 ba_6 chos_11 gang_16 yin_21 ba_25 de_28 la_31 ni_34 
K02D0008_H0009:275a-12	ming dang brda tsam du tha snyad kyis gdags pa ma gtogs par skye ba'am 'gag pa med de /	ming_0 dang_5 brda_10 tsam_15 du_20 tha_23 snyad_27 kyis_33 'dogs_38 ba_44 ma_47 gtogs_50 ba_56 skye_60 ba_65 'gag_71 ba_76 med_79 de_83 
K02D0008_H0009:275a-13	ming de ni /	ming_0 de_5 ni_8 
K02D0008_H0009:275a-14	nang na'ang med /	nang_0 na_5 med_12 
K02D0008_H0009:275a-15	phyi rol na'ang med /	phyi_0 rol_5 na_9 med_16 
K02D0008_H0009:275a-16	gnyis ka med par yang mi dmigs so //	gnyis_0 ka_6 med_9 ba_13 yang_17 mi_22 dmigs_25 so_31 
K02D0008_H0009:275a-17	rab 'byor /	rab_0 'byor_4 
K02D0008_H0009:275a-18	'di lta ste /	'di_0 lta_4 ste_8 
K02D0008_H0009:275a-19	dper na /	dper_0 na_5 
K02D0008_H0009:275a-20	gang zag gang zag ces bya bar ming du gdags pa'i ming de ni /	gang_0 zag_5 gang_9 zag_14 ces_18 byed_22 ba_26 ming_30 du_35 'dogs_38 ba_44 ming_49 de_54 ni_57 
K02D0008_H0009:275a-21	btags pa tsam ste /	'dogs_0 ba_6 tsam_9 ste_14 
K02D0008_H0009:275a-22	btags pa'i chos gang yin pa de la ni /	'dogs_0 ba_6 chos_11 gang_16 yin_21 ba_25 de_28 la_31 ni_34 
K02D0008_H0009:275a-23	ming dang brda tsam du tha snyad kyis gdags pa ma gtogs par skye ba'am 'gag pa med de /	ming_0 dang_5 brda_10 tsam_15 du_20 tha_23 snyad_27 kyis_33 'dogs_38 ba_44 ma_47 gtogs_50 ba_56 skye_60 ba_65 'gag_71 ba_76 med_79 de_83 
K02D0008_H0009:275a-24	ming de ni /	ming_0 de_5 ni_8 
K02D0008_H0009:275a-25	nang na'ang med /	nang_0 na_5 med_12 
K02D0008_H0009:275a-26	phyi rol na'ang med /	phyi_0 rol_5 na_9 med_16 
K02D0008_H0009:275a-27	gnyis ka med par yang mi dmigs so //	gnyis_0 ka_6 med_9 ba_13 yang_17 mi_22 dmigs_25 so_31 
K02D0008_H0009:275a-28	rab 'byor /	rab_0 'byor_4 
K02D0008_H0009:275a-29	'di lta ste /	'di_0 lta_4 ste_8 
K02D0008_H0009:275a-30	dper na /	dper_0 na_5 
K02D0008_H0009:275a-31	shed can shed can zhes bya bar ming du gdags pa'i ming de ni /	shed_0 can_5 shed_9 can_14 zhes_18 byed_23 ba_27 ming_31 du_36 'dogs_39 ba_45 ming_50 de_55 ni_58 
K02D0008_H0009:275a-32	btags pa tsam ste /	'dogs_0 ba_6 tsam_9 ste_14 
K02D0008_H0009:275a-33	btags pa'i chos gang yin pa de la ni /	'dogs_0 ba_6 chos_11 gang_16 yin_21 ba_25 de_28 la_31 ni_34 
K02D0008_H0009:275a-34	ming dang brda tsam du tha snyad kyis gdags pa ma gtogs par skye ba'am 'gag pa med de /	ming_0 dang_5 brda_10 tsam_15 du_20 tha_23 snyad_27 kyis_33 'dogs_38 ba_44 ma_47 gtogs_50 ba_56 skye_60 ba_65 'gag_71 ba_76 med_79 de_83 
K02D0008_H0009:275a-35	ming de ni /	ming_0 de_5 ni_8 
K02D0008_H0009:275a-36	nang na'ang med; phyi rol na'ang med /	nang_0 na_5 med;_12 phyi_17 rol_22 na_26 med_33 
K02D0008_H0009:275a-37	gnyis ka med par yang mi dmigs so //	gnyis_0 ka_6 med_9 ba_13 yang_17 mi_22 dmigs_25 so_31 
K02D0008_H0009:275a-38	rab 'byor /	rab_0 'byor_4 
K02D0008_H0009:275a-39	'di lta ste /	'di_0 lta_4 ste_8 
K02D0008_H0009:275a-40	dper na /	dper_0 na_5 
K02D0008_H0009:275a-41	shed bdag shed bdag ces bya bar ming du gdags pa'i ming de ni /	shed_0 bdag_5 shed_10 bdag_15 ces_20 byed_24 ba_28 ming_32 du_37 'dogs_40 ba_46 ming_51 de_56 ni_59 
K02D0008_H0009:275b-0	@275b btags pa tsam ste /	'dogs_6 ba_12 tsam_15 ste_20 
K02D0008_H0009:275b-1	btags pa'i chos gang yin pa de la ni /	'dogs_0 ba_6 chos_11 gang_16 yin_21 ba_25 de_28 la_31 ni_34 
K02D0008_H0009:275b-2	ming dang brda tsam du tha snyad kyis gdags pa ma gtogs par skye ba'am 'gag pa med de /	ming_0 dang_5 brda_10 tsam_15 du_20 tha_23 snyad_27 kyis_33 'dogs_38 ba_44 ma_47 gtogs_50 ba_56 skye_60 ba_65 'gag_71 ba_76 med_79 de_83 
K02D0008_H0009:275b-3	ming de ni /	ming_0 de_5 ni_8 
K02D0008_H0009:275b-4	nang na'ang med /	nang_0 na_5 med_12 
K02D0008_H0009:275b-5	phyi rol na'ang med; gnyis ka med par yang mi dmigs so //	phyi_0 rol_5 na_9 med;_16 gnyis_21 ka_27 med_30 ba_34 yang_38 mi_43 dmigs_46 so_52 
K02D0008_H0009:275b-6	rab 'byor /	rab_0 'byor_4 
K02D0008_H0009:275b-7	'di lta ste /	'di_0 lta_4 ste_8 
K02D0008_H0009:275b-8	dper na /	dper_0 na_5 
K02D0008_H0009:275b-9	byed pa po byed pa po zhes bya bar ming du gdags pa'i ming de ni /	byed_0 ba_5 po_8 byed_11 ba_16 po_19 zhes_22 byed_27 ba_31 ming_35 du_40 'dogs_43 ba_49 ming_54 de_59 ni_62 
K02D0008_H0009:275b-10	btags pa tsam ste /	'dogs_0 ba_6 tsam_9 ste_14 
K02D0008_H0009:275b-11	btags pa'i chos gang yin pa de la ni /	'dogs_0 ba_6 chos_11 gang_16 yin_21 ba_25 de_28 la_31 ni_34 
K02D0008_H0009:275b-12	ming dang brda tsam du tha snyad kyis gdags pa ma gtogs par skye ba'am 'gag pa med de /	ming_0 dang_5 brda_10 tsam_15 du_20 tha_23 snyad_27 kyis_33 'dogs_38 ba_44 ma_47 gtogs_50 ba_56 skye_60 ba_65 'gag_71 ba_76 med_79 de_83 
K02D0008_H0009:275b-13	ming de ni /	ming_0 de_5 ni_8 
K02D0008_H0009:275b-14	nang na'ang med /	nang_0 na_5 med_12 
K02D0008_H0009:275b-15	phyi rol na'ang med /	phyi_0 rol_5 na_9 med_16 
K02D0008_H0009:275b-16	gnyis ka med par yang mi dmigs so //	gnyis_0 ka_6 med_9 ba_13 yang_17 mi_22 dmigs_25 so_31 
K02D0008_H0009:275b-17	rab 'byor /	rab_0 'byor_4 
K02D0008_H0009:275b-18	'di lta ste /	'di_0 lta_4 ste_8 
K02D0008_H0009:275b-19	dper na /	dper_0 na_5 
K02D0008_H0009:275b-20	byed du 'jug pa po byed du 'jug pa po	byed_0 du_5 'jug_8 ba_13 po_16 byed_19 du_24 'jug_27 ba_32 po_35 
K02D0008_H0009:275b-21	zhes bya bar ming du gdags pa'i ming de ni	zhes_0 byed_5 ba_9 ming_13 du_18 'dogs_21 ba_27 ming_32 de_37 ni_40 
K02D0008_H0009:275b-22	/ btags pa tsam ste /	'dogs_2 ba_8 tsam_11 ste_16 
K02D0008_H0009:275b-23	btags pa'i chos gang yin pa de la ni /	'dogs_0 ba_6 chos_11 gang_16 yin_21 ba_25 de_28 la_31 ni_34 
K02D0008_H0009:275b-24	ming dang brda tsam du tha snyad kyis gdags pa ma gtogs par skye ba'am 'gag pa med de /	ming_0 dang_5 brda_10 tsam_15 du_20 tha_23 snyad_27 kyis_33 'dogs_38 ba_44 ma_47 gtogs_50 ba_56 skye_60 ba_65 'gag_71 ba_76 med_79 de_83 
K02D0008_H0009:275b-25	ming de ni /	ming_0 de_5 ni_8 
K02D0008_H0009:275b-26	nang na'ang med /	nang_0 na_5 med_12 
K02D0008_H0009:275b-27	phyi rol na'ang med /	phyi_0 rol_5 na_9 med_16 
K02D0008_H0009:275b-28	gnyis ka med par yang mi dmigs so //	gnyis_0 ka_6 med_9 ba_13 yang_17 mi_22 dmigs_25 so_31 
K02D0008_H0009:275b-29	rab 'byor /	rab_0 'byor_4 
K02D0008_H0009:275b-30	'di lta ste /	'di_0 lta_4 ste_8 
K02D0008_H0009:275b-31	dper na /	dper_0 na_5 
K02D0008_H0009:275b-32	slong ba po slong ba po zhes bya bar ming du gdags pa'i ming de ni /	slong_0 ba_6 po_9 slong_12 ba_18 po_21 zhes_24 byed_29 ba_33 ming_37 du_42 'dogs_45 ba_51 ming_56 de_61 ni_64 
K02D0008_H0009:275b-33	btags pa tsam ste /	'dogs_0 ba_6 tsam_9 ste_14 
K02D0008_H0009:275b-34	btags pa'i chos gang yin pa de la ni /	'dogs_0 ba_6 chos_11 gang_16 yin_21 ba_25 de_28 la_31 ni_34 
K02D0008_H0009:275b-35	ming dang brda tsam du tha snyad kyis gdags pa ma gtogs par skye ba'am 'gag pa med de /	ming_0 dang_5 brda_10 tsam_15 du_20 tha_23 snyad_27 kyis_33 'dogs_38 ba_44 ma_47 gtogs_50 ba_56 skye_60 ba_65 'gag_71 ba_76 med_79 de_83 
K02D0008_H0009:275b-36	ming de ni /	ming_0 de_5 ni_8 
K02D0008_H0009:275b-37	nang na'ang med /	nang_0 na_5 med_12 
K02D0008_H0009:275b-38	phyi rol na'ang med /	phyi_0 rol_5 na_9 med_16 
K02D0008_H0009:275b-39	gnyis ka med par yang mi dmigs so //	gnyis_0 ka_6 med_9 ba_13 yang_17 mi_22 dmigs_25 so_31 
K02D0008_H0009:275b-40	rab 'byor /	rab_0 'byor_4 
K02D0008_H0009:275b-41	'di lta ste /	'di_0 lta_4 ste_8 
K02D0008_H0009:275b-42	dper na /	dper_0 na_5 
K02D0008_H0009:276a-0	yongs su slong @276a *//	yongs_0 su_6 slong_9 
K02D0008_H0009:276a-1	ba po yongs su slong ba po zhes bya bar ming du gdags pa'i ming de ni /	ba_0 po_3 yongs_6 su_12 slong_15 ba_21 po_24 zhes_27 byed_32 ba_36 ming_40 du_45 'dogs_48 ba_54 ming_59 de_64 ni_67 
K02D0008_H0009:276a-2	btags pa tsam ste /	'dogs_0 ba_6 tsam_9 ste_14 
K02D0008_H0009:276a-3	btags pa'i chos gang yin pa de la ni /	'dogs_0 ba_6 chos_11 gang_16 yin_21 ba_25 de_28 la_31 ni_34 
K02D0008_H0009:276a-4	ming dang brda tsam du tha snyad kyis gdags pa ma gtogs par skye ba'am 'gag pa med de /	ming_0 dang_5 brda_10 tsam_15 du_20 tha_23 snyad_27 kyis_33 'dogs_38 ba_44 ma_47 gtogs_50 ba_56 skye_60 ba_65 'gag_71 ba_76 med_79 de_83 
K02D0008_H0009:276a-5	ming de ni /	ming_0 de_5 ni_8 
K02D0008_H0009:276a-6	nang na'ang med /	nang_0 na_5 med_12 
K02D0008_H0009:276a-7	phyi rol na'ang med /	phyi_0 rol_5 na_9 med_16 
K02D0008_H0009:276a-8	gnyis ka med par yang mi dmigs so //	gnyis_0 ka_6 med_9 ba_13 yang_17 mi_22 dmigs_25 so_31 
K02D0008_H0009:276a-9	rab 'byor /	rab_0 'byor_4 
K02D0008_H0009:276a-10	'di lta ste; dper na /	'di_0 lta_4 ste;_8 dper_13 na_18 
K02D0008_H0009:276a-11	tshor ba po tshor ba po zhes bya bar ming du gdags pa'i ming de ni /	tshor_0 ba_6 po_9 tshor_12 ba_18 po_21 zhes_24 byed_29 ba_33 ming_37 du_42 'dogs_45 ba_51 ming_56 de_61 ni_64 
K02D0008_H0009:276a-12	btags pa tsam ste /	'dogs_0 ba_6 tsam_9 ste_14 
K02D0008_H0009:276a-13	btags pa'i chos gang yin pa de la ni /	'dogs_0 ba_6 chos_11 gang_16 yin_21 ba_25 de_28 la_31 ni_34 
K02D0008_H0009:276a-14	ming dang brda tsam du tha snyad kyis gdags pa ma gtogs par skye ba'am 'gag pa med de /	ming_0 dang_5 brda_10 tsam_15 du_20 tha_23 snyad_27 kyis_33 'dogs_38 ba_44 ma_47 gtogs_50 ba_56 skye_60 ba_65 'gag_71 ba_76 med_79 de_83 
K02D0008_H0009:276a-15	ming de ni /	ming_0 de_5 ni_8 
K02D0008_H0009:276a-16	nang na'ang med /	nang_0 na_5 med_12 
K02D0008_H0009:276a-17	phyi rol na'ang med /	phyi_0 rol_5 na_9 med_16 
K02D0008_H0009:276a-18	gnyis ka med par yang mi dmigs so //	gnyis_0 ka_6 med_9 ba_13 yang_17 mi_22 dmigs_25 so_31 
K02D0008_H0009:276a-19	rab 'byor /	rab_0 'byor_4 
K02D0008_H0009:276a-20	'di lta ste /	'di_0 lta_4 ste_8 
K02D0008_H0009:276a-21	dper na /	dper_0 na_5 
K02D0008_H0009:276a-22	tshor bar byed pa po tshor bar byed pa po	tshor_0 ba_6 byed_10 ba_15 po_18 tshor_21 ba_27 byed_31 ba_36 po_39 
K02D0008_H0009:276a-23	zhes bya bar ming du gdags pa'i ming de ni	zhes_0 byed_5 ba_9 ming_13 du_18 'dogs_21 ba_27 ming_32 de_37 ni_40 
K02D0008_H0009:276a-24	/ btags pa tsam ste /	'dogs_2 ba_8 tsam_11 ste_16 
K02D0008_H0009:276a-25	btags pa'i chos gang yin pa de la ni /	'dogs_0 ba_6 chos_11 gang_16 yin_21 ba_25 de_28 la_31 ni_34 
K02D0008_H0009:276a-26	ming dang brda tsam du tha snyad kyis gdags pa ma gtogs par skye ba'am 'gag pa med de /	ming_0 dang_5 brda_10 tsam_15 du_20 tha_23 snyad_27 kyis_33 'dogs_38 ba_44 ma_47 gtogs_50 ba_56 skye_60 ba_65 'gag_71 ba_76 med_79 de_83 
K02D0008_H0009:276a-27	ming de ni /	ming_0 de_5 ni_8 
K02D0008_H0009:276a-28	nang na'ang med /	nang_0 na_5 med_12 
K02D0008_H0009:276a-29	phyi rol na'ang med /	phyi_0 rol_5 na_9 med_16 
K02D0008_H0009:276a-30	gnyis ka med par yang mi dmigs so //	gnyis_0 ka_6 med_9 ba_13 yang_17 mi_22 dmigs_25 so_31 
K02D0008_H0009:276a-31	rab 'byor /	rab_0 'byor_4 
K02D0008_H0009:276a-32	'di lta ste /	'di_0 lta_4 ste_8 
K02D0008_H0009:276a-33	dper na /	dper_0 na_5 
K02D0008_H0009:276a-34	shes pa po shes pa po zhes bya bar ming du gdags pa'i ming de ni /	shes_0 ba_5 po_8 shes_11 ba_16 po_19 zhes_22 byed_27 ba_31 ming_35 du_40 'dogs_43 ba_49 ming_54 de_59 ni_62 
K02D0008_H0009:276a-35	btags pa tsam ste /	'dogs_0 ba_6 tsam_9 ste_14 
K02D0008_H0009:276a-36	btags pa'i chos gang yin pa de la ni /	'dogs_0 ba_6 chos_11 gang_16 yin_21 ba_25 de_28 la_31 ni_34 
K02D0008_H0009:276a-37	ming dang brda tsam du tha snyad kyis gdags pa	ming_0 dang_5 brda_10 tsam_15 du_20 tha_23 snyad_27 kyis_33 'dogs_38 ba_44 
K02D0008_H0009:276b-0	ma gtogs par skye ba'am @276b 'gag pa med de	ma_0 gtogs_3 ba_9 skye_13 ba_18 'gag_30 ba_35 med_38 de_42 
K02D0008_H0009:276b-1	/ ming de ni /	ming_2 de_7 ni_10 
K02D0008_H0009:276b-2	nang na'ang med /	nang_0 na_5 med_12 
K02D0008_H0009:276b-3	phyi rol na'ang med /	phyi_0 rol_5 na_9 med_16 
K02D0008_H0009:276b-4	gnyis ka med par yang mi dmigs so //	gnyis_0 ka_6 med_9 ba_13 yang_17 mi_22 dmigs_25 so_31 
K02D0008_H0009:276b-5	rab 'byor /	rab_0 'byor_4 
K02D0008_H0009:276b-6	'di lta ste /	'di_0 lta_4 ste_8 
K02D0008_H0009:276b-7	dper na /	dper_0 na_5 
