K05D0010_H0012:1b-0	@1b [dd] #//	[dd]_4 
K05D0010_H0012:276a-19	'gyur zhing rnam pa thams cad mkhyen pa nyid la	'gyur_0 zhing_6 rnam_12 ba_17 thams_20 cad_26 mkhyen_30 ba_37 nyid_40 la_45 
K05D0010_H0012:276a-20	gnas par mi 'gyur ba'i phyir ro //	gnas_0 ba_5 mi_9 'gyur_12 ba_18 phyir_23 ro_29 
K05D0010_H0012:276a-21	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K05D0010_H0012:276a-22	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:276a-23	'di ltar dgra bcom pa'i rang bzhin ni dgra bcom pa'i rang bzhin gyis stong /	'di_0 ltar_4 dgra_9 'joms_14 ba_19 rang_24 bzhin_29 ni_35 dgra_38 'joms_43 ba_48 rang_53 bzhin_58 gyis_64 stong_69 
K05D0010_H0012:276a-24	rang sangs rgyas kyi rang bzhin ni rang sangs rgyas kyi rang bzhin gyis stong /	rang_0 sangs_5 rgya_11 kyi_17 rang_21 bzhin_26 ni_32 rang_35 sangs_40 rgya_46 kyi_52 rang_56 bzhin_61 gyis_67 stong_72 
K05D0010_H0012:276a-25	byang chub sems dpa'i rang bzhin ni byang chub sems dpa'i rang bzhin gyis stong /	byang_0 chub_6 sems_11 dpa_16 rang_22 bzhin_27 ni_33 byang_36 chub_42 sems_47 dpa_52 rang_58 bzhin_63 gyis_69 stong_74 
K05D0010_H0012:276a-26	de bzhin gshegs pa'i rang bzhin ni de bzhin gshegs pa'i rang bzhin gyis stong pa'i phyir ro //	de_0 bzhin_3 gshegs_9 ba_16 rang_21 bzhin_26 ni_32 de_35 bzhin_38 gshegs_44 ba_51 rang_56 bzhin_61 gyis_67 stong_72 ba_78 phyir_83 ro_89 
K05D0010_H0012:276b-0	@276b rab 'byor /	rab_6 'byor_10 
K05D0010_H0012:276b-1	mtshan nyid med pa'i chos rnams la nges par 'byung	mtshan_0 nyid_7 med_12 ba_16 chos_21 rnams_26 la_32 nges_35 ba_40 'byung_44 
K05D0010_H0012:276b-2	bar 'dod pa gang yin pa de ni rgyun du	ba_0 'dod_4 ba_9 gang_12 yin_17 ba_21 de_24 ni_27 rgyun_30 du_36 
K05D0010_H0012:276b-3	zhugs pa'i 'bras bu la nges par 'byung bar 'dod	'jug_0 ba_6 'bras_11 bu_17 la_20 nges_23 ba_28 'byung_32 ba_39 'dod_43 
K05D0010_H0012:276b-4	du zad do // rab 'byor /	du_0 zad_3 do_7 rab_13 'byor_17 
K05D0010_H0012:276b-5	de bzhin du mtshan nyid med pa'i chos rnams la	de_0 bzhin_3 du_9 mtshan_12 nyid_19 med_24 ba_28 chos_33 rnams_38 la_44 
K05D0010_H0012:276b-6	nges par 'byung bar 'dod pa gang yin pa de	nges_0 ba_5 'byung_9 ba_16 'dod_20 ba_25 gang_28 yin_33 ba_37 de_40 
K05D0010_H0012:276b-7	ni lan gcig phyir 'ong ba'i 'bras bu dang /	ni_0 lan_3 gcig_7 phyir_12 'ong_18 ba_23 'bras_28 bu_34 dang_37 
K05D0010_H0012:276b-8	phyir mi 'ong ba'i 'bras bu dang /	phyir_0 mi_6 'ong_9 ba_14 'bras_19 bu_25 dang_28 
K05D0010_H0012:276b-9	dgra bcom pa nyid dang /	dgra_0 'joms_5 ba_10 nyid_13 dang_18 
K05D0010_H0012:276b-10	rang byang chub dang /	rang_0 byang_5 chub_11 dang_16 
K05D0010_H0012:276b-11	lam gyi rnam pa shes pa nyid dang /	lam_0 gyi_4 rnam_8 ba_13 shes_16 ba_21 nyid_24 dang_29 
K05D0010_H0012:276b-12	rnam pa thams cad mkhyen pa nyid du nges par 'byung bar 'dod du zad do //	rnam_0 ba_5 thams_8 cad_14 mkhyen_18 ba_25 nyid_28 du_33 nges_36 ba_41 'byung_45 ba_52 'dod_56 du_61 zad_64 do_68 
K05D0010_H0012:276b-13	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K05D0010_H0012:276b-14	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:276b-15	'di ltar rgyun du zhugs pa'i 'bras bu'i rang bzhin	'di_0 ltar_4 rgyun_9 du_15 'jug_18 ba_24 'bras_29 bu_35 rang_40 bzhin_45 
K05D0010_H0012:276b-16	gang yin pa de ni khams gsum nas nges par	gang_0 yin_5 ba_9 de_12 ni_15 khams_18 gsum_24 nas_29 nges_33 ba_38 
K05D0010_H0012:276b-17	'byung bar mi 'gyur zhing /	'byung_0 ba_7 mi_11 'gyur_14 zhing_20 
K05D0010_H0012:276b-18	rnam pa thams cad mkhyen pa nyid la gnas par mi 'gyur ba dang /	rnam_0 ba_5 thams_8 cad_14 mkhyen_18 ba_25 nyid_28 la_33 gnas_36 ba_41 mi_45 'gyur_48 ba_54 dang_57 
K05D0010_H0012:276b-19	de bzhin du lan gcig phyir 'ong ba'i 'bras bu dang /	de_0 bzhin_3 du_9 lan_12 gcig_16 phyir_21 'ong_27 ba_32 'bras_37 bu_43 dang_46 
K05D0010_H0012:276b-20	phyir mi 'ong ba'i 'bras bu dang /	phyir_0 mi_6 'ong_9 ba_14 'bras_19 bu_25 dang_28 
K05D0010_H0012:276b-21	dgra bcom pa nyid dang /	dgra_0 'joms_5 ba_10 nyid_13 dang_18 
K05D0010_H0012:276b-22	rang byang chub dang /	rang_0 byang_5 chub_11 dang_16 
K05D0010_H0012:276b-23	lam gyi rnam pa shes pa nyid dang /	lam_0 gyi_4 rnam_8 ba_13 shes_16 ba_21 nyid_24 dang_29 
K05D0010_H0012:276b-24	rnam pa thams cad mkhyen pa nyid kyi rang bzhin	rnam_0 ba_5 thams_8 cad_14 mkhyen_18 ba_25 nyid_28 kyi_33 rang_37 bzhin_42 
K05D0010_H0012:276b-25	gang yin pa de ni khams gsum nas nges par	gang_0 yin_5 ba_9 de_12 ni_15 khams_18 gsum_24 nas_29 nges_33 ba_38 
K05D0010_H0012:276b-26	'byung bar mi 'gyur zhing /	'byung_0 ba_7 mi_11 'gyur_14 zhing_20 
K05D0010_H0012:276b-27	rnam pa thams cad mkhyen pa nyid la gnas par mi 'gyur ba'i phyir ro //	rnam_0 ba_5 thams_8 cad_14 mkhyen_18 ba_25 nyid_28 la_33 gnas_36 ba_41 mi_45 'gyur_48 ba_54 phyir_59 ro_65 
K05D0010_H0012:276b-28	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K05D0010_H0012:276b-29	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:276b-30	'di ltar rgyun du zhugs pa'i 'bras bu ni /	'di_0 ltar_4 rgyun_9 du_15 'jug_18 ba_24 'bras_29 bu_35 ni_38 
K05D0010_H0012:276b-31	rgyun du zhugs pa'i 'bras bus stong pa dang /	rgyun_0 du_6 'jug_9 ba_15 'bras_20 'bud_26 stong_30 ba_36 dang_39 
K05D0010_H0012:276b-32	de bzhin du lan gcig phyir 'ong ba'i 'bras bu dang /	de_0 bzhin_3 du_9 lan_12 gcig_16 phyir_21 'ong_27 ba_32 'bras_37 bu_43 dang_46 
K05D0010_H0012:277a-0	phyir mi @277a *//	phyir_0 mi_6 
K05D0010_H0012:277a-1	'ong ba'i 'bras bu dang /	'ong_0 ba_5 'bras_10 bu_16 dang_19 
K05D0010_H0012:277a-2	dgra bcom pa nyid dang /	dgra_0 'joms_5 ba_10 nyid_13 dang_18 
K05D0010_H0012:277a-3	rang byang chub dang /	rang_0 byang_5 chub_11 dang_16 
K05D0010_H0012:277a-4	lam gyi rnam pa shes pa nyid dang /	lam_0 gyi_4 rnam_8 ba_13 shes_16 ba_21 nyid_24 dang_29 
K05D0010_H0012:277a-5	rnam pa thams cad mkhyen pa nyid ni rnam pa	rnam_0 ba_5 thams_8 cad_14 mkhyen_18 ba_25 nyid_28 ni_33 rnam_36 ba_41 
K05D0010_H0012:277a-6	thams cad mkhyen pa nyid kyis stong pa'i phyir ro	thams_0 cad_6 mkhyen_10 ba_17 nyid_20 kyis_25 stong_30 ba_36 phyir_41 ro_47 
K05D0010_H0012:277a-7	// rab 'byor /	rab_3 'byor_7 
K05D0010_H0012:277a-8	mtshan nyid med pa'i chos rnams la nges par 'byung	mtshan_0 nyid_7 med_12 ba_16 chos_21 rnams_26 la_32 nges_35 ba_40 'byung_44 
K05D0010_H0012:277a-9	par 'dod pa gang yin pa de ni ming la	ba_0 'dod_4 ba_9 gang_12 yin_17 ba_21 de_24 ni_27 ming_30 la_35 
K05D0010_H0012:277a-10	nges par 'byung bar 'dod du zad do; ;rab 'byor	nges_0 ba_5 'byung_9 ba_16 'dod_20 du_25 zad_28 do;_32 ;rab_36 'byor_41 
K05D0010_H0012:277a-11	/ de bzhin du mtshan nyid med pa'i chos rnams	de_2 bzhin_5 du_11 mtshan_14 nyid_21 med_26 ba_30 chos_35 rnams_40 
K05D0010_H0012:277a-12	la nges par 'byung bar 'dod pa gang yin pa	la_0 nges_3 ba_8 'byung_12 ba_19 'dod_23 ba_28 gang_31 yin_36 ba_40 
K05D0010_H0012:277a-13	de ni mtshan ma dang /	de_0 ni_3 mtshan_6 ma_13 dang_16 
K05D0010_H0012:277a-14	brda dang /	brda_0 dang_5 
K05D0010_H0012:277a-15	tha snyad dang /	tha_0 snyad_4 dang_10 
K05D0010_H0012:277a-16	gdags pa la nges par 'byung bar 'dod du zad do //	'dogs_0 ba_6 la_9 nges_12 ba_17 'byung_21 ba_28 'dod_32 du_37 zad_40 do_44 
K05D0010_H0012:277a-17	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K05D0010_H0012:277a-18	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:277a-19	'di ltar gdags pa'i rang bzhin ni khams gsum nas nges par 'byung bar mi 'gyur zhing /	'di_0 ltar_4 'dogs_9 ba_15 rang_20 bzhin_25 ni_31 khams_34 gsum_40 nas_45 nges_49 ba_54 'byung_58 ba_65 mi_69 'gyur_72 zhing_78 
K05D0010_H0012:277a-20	rnam pa thams cad mkhyen pa nyid la gnas par mi 'gyur ba'i phyir ro //	rnam_0 ba_5 thams_8 cad_14 mkhyen_18 ba_25 nyid_28 la_33 gnas_36 ba_41 mi_45 'gyur_48 ba_54 phyir_59 ro_65 
K05D0010_H0012:277a-21	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K05D0010_H0012:277a-22	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:277a-23	'di ltar gdags pa ni gdags pa'i rang bzhin gyis stong pa'i phyir ro //	'di_0 ltar_4 'dogs_9 ba_15 ni_18 'dogs_21 ba_27 rang_32 bzhin_37 gyis_43 stong_48 ba_54 phyir_59 ro_65 
K05D0010_H0012:277a-24	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:277a-25	mtshan nyid med pa'i chos rnams la nges par 'byung	mtshan_0 nyid_7 med_12 ba_16 chos_21 rnams_26 la_32 nges_35 ba_40 'byung_44 
K05D0010_H0012:277a-26	bar 'dod pa gang yin pa de ni skye ba	ba_0 'dod_4 ba_9 gang_12 yin_17 ba_21 de_24 ni_27 skye_30 ba_35 
K05D0010_H0012:277a-27	med pa la nges par 'byung bar 'dod du zad	med_0 ba_4 la_7 nges_10 ba_15 'byung_19 ba_26 'dod_30 du_35 zad_38 
K05D0010_H0012:277a-28	do // rab 'byor /	do_0 rab_6 'byor_10 
K05D0010_H0012:277a-29	mtshan nyid med pa'i chos rnams la nges par 'byung	mtshan_0 nyid_7 med_12 ba_16 chos_21 rnams_26 la_32 nges_35 ba_40 'byung_44 
K05D0010_H0012:277a-30	bar 'dod pa gang yin pa de ni 'gag pa	ba_0 'dod_4 ba_9 gang_12 yin_17 ba_21 de_24 ni_27 'gag_30 ba_35 
K05D0010_H0012:277a-31	med pa dang / kun nas nyon mongs pa med pa dang /	med_0 ba_4 dang_7 kun_14 nas_18 nyon_22 mongs_27 ba_33 med_36 ba_40 dang_43 
K05D0010_H0012:277a-32	rnam par byang ba med pa dang /	rnam_0 ba_5 byang_9 ba_15 med_18 ba_22 dang_25 
K05D0010_H0012:277b-0	mngon par 'du byed pa med pa @277b la nges par 'byung bar 'dod du zad do //	mngon_0 ba_6 'du_10 byed_14 ba_19 med_22 ba_26 la_35 nges_38 ba_43 'byung_47 ba_54 'dod_58 du_63 zad_66 do_70 
K05D0010_H0012:277b-1	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K05D0010_H0012:277b-2	rab 'byor 'di ltar mngon par 'du byed pa med	rab_0 'byor_4 'di_10 ltar_14 mngon_19 ba_25 'du_29 byed_33 ba_38 med_41 
K05D0010_H0012:277b-3	pa'i rang bzhin gang yin pa de ni khams gsum	ba_0 rang_5 bzhin_10 gang_16 yin_21 ba_25 de_28 ni_31 khams_34 gsum_40 
K05D0010_H0012:277b-4	nas nges par 'byung bar mi 'gyur zhing /	nas_0 nges_4 ba_9 'byung_13 ba_20 mi_24 'gyur_27 zhing_33 
K05D0010_H0012:277b-5	rnam pa thams cad mkhyen pa nyid la gnas par mi 'gyur ba'i phyir ro //	rnam_0 ba_5 thams_8 cad_14 mkhyen_18 ba_25 nyid_28 la_33 gnas_36 ba_41 mi_45 'gyur_48 ba_54 phyir_59 ro_65 
K05D0010_H0012:277b-6	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K05D0010_H0012:277b-7	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:277b-8	'di ltar mngon par 'du byed pa med pa ni /	'di_0 ltar_4 mngon_9 ba_15 'du_19 byed_23 ba_28 med_31 ba_35 ni_38 
K05D0010_H0012:277b-9	mngon par 'du byed pa med pas stong pa'i phyir ro //	mngon_0 ba_6 'du_10 byed_14 ba_19 med_22 ba_26 stong_30 ba_36 phyir_41 ro_47 
K05D0010_H0012:277b-10	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:277b-11	de ltar na theg pa chen po de ni khams gsum nas nges par 'byung bar mi 'gyur zhing /	de_0 ltar_3 na_8 theg_11 ba_16 chen_19 po_24 de_27 ni_30 khams_33 gsum_39 nas_44 nges_48 ba_53 'byung_57 ba_64 mi_68 'gyur_71 zhing_77 
K05D0010_H0012:277b-12	rnam pa thams cad mkhyen pa nyid la gnas par mi 'gyur te /	rnam_0 ba_5 thams_8 cad_14 mkhyen_18 ba_25 nyid_28 la_33 gnas_36 ba_41 mi_45 'gyur_48 te_54 
K05D0010_H0012:277b-13	theg pa de ni bskyod du med pa yin no ////	theg_0 ba_5 de_8 ni_11 skyod_14 du_21 med_24 ba_28 yin_31 no_35 
K05D0010_H0012:277b-14	shes rab kyi pha rol tu phyin pa khri brgyad stong pa /	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 khri_33 brgyad_38 stong_45 ba_51 
K05D0010_H0012:277b-15	bam po bcu bzhi pa /	bam_0 po_4 'chu_7 bzhi_11 ba_16 
K05D0010_H0012:277b-16	rab 'byor gang khyod 'di skad du theg pa de gang du gnas par 'gyur /	rab_0 'byor_4 gang_10 khyod_15 'di_21 skad_25 du_30 theg_33 ba_38 de_41 gang_44 du_49 gnas_52 ba_57 'gyur_61 
K05D0010_H0012:277b-17	zhes zer ba ni /	zhes_0 zer_5 ba_9 ni_12 
K05D0010_H0012:277b-18	theg pa de gang du'ang gnas par 'gyur ba med do //	theg_0 ba_5 de_8 gang_11 du_16 gnas_23 ba_28 'gyur_32 ba_38 med_41 do_45 
K05D0010_H0012:277b-19	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K05D0010_H0012:277b-20	'di ltar chos thams cad gnas pa med pa'i phyir ro //	'di_0 ltar_4 chos_9 thams_14 cad_20 gnas_24 ba_29 med_32 ba_36 phyir_41 ro_47 
K05D0010_H0012:277b-21	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:277b-22	'on kyang theg pa de ni mi gnas pa'i tshul gyis gnas par 'gyur ro //	'on_0 kyang_4 theg_10 ba_15 de_18 ni_21 mi_24 gnas_27 ba_32 tshul_37 gyis_43 gnas_48 ba_53 'gyur_57 ro_63 
K05D0010_H0012:277b-23	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:277b-24	'di lta ste /	'di_0 lta_4 ste_8 
K05D0010_H0012:277b-25	dper na /	dper_0 na_5 
K05D0010_H0012:277b-26	de bzhin nyid ni gnas pa'ang ma yin /	de_0 bzhin_3 nyid_9 ni_14 gnas_17 ba_22 ma_29 yin_32 
K05D0010_H0012:277b-27	mi gnas pa'ang ma yin no //	mi_0 gnas_3 ba_8 ma_15 yin_18 no_22 
K05D0010_H0012:277b-28	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:277b-29	de bzhin du theg pa chen po de'ang gnas pa'ang ma yin /	de_0 bzhin_3 du_9 theg_12 ba_17 chen_20 po_25 de_28 gnas_35 ba_40 ma_47 yin_50 
K05D0010_H0012:277b-30	mi gnas pa'ang ma yin no //	mi_0 gnas_3 ba_8 ma_15 yin_18 no_22 
K05D0010_H0012:277b-31	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:277b-32	'di lta ste /	'di_0 lta_4 ste_8 
K05D0010_H0012:277b-33	dper na yang dag pa'i mtha' dang /	dper_0 na_5 yang_8 'dag_13 ba_17 mtha'_22 dang_28 
K05D0010_H0012:278a-0	bsam gyis mi @278a *//	bsam_0 gyis_5 mi_10 
K05D0010_H0012:278a-1	khyab pa'i dbyings ni gnas pa'ang ma yin /	khyab_0 ba_6 dbyings_11 ni_19 gnas_22 ba_27 ma_34 yin_37 
K05D0010_H0012:278a-2	mi gnas pa'ang ma yin no //	mi_0 gnas_3 ba_8 ma_15 yin_18 no_22 
K05D0010_H0012:278a-3	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:278a-4	de bzhin du theg pa chen po de'ang gnas pa'ang ma yin /	de_0 bzhin_3 du_9 theg_12 ba_17 chen_20 po_25 de_28 gnas_35 ba_40 ma_47 yin_50 
K05D0010_H0012:278a-5	mi gnas pa'ang ma yin no //	mi_0 gnas_3 ba_8 ma_15 yin_18 no_22 
K05D0010_H0012:278a-6	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K05D0010_H0012:278a-7	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:278a-8	de bzhin nyid kyi rang bzhin ni gnas pa'am mi gnas pa ma yin zhing /	de_0 bzhin_3 nyid_9 kyi_14 rang_18 bzhin_23 ni_29 gnas_32 ba_37 mi_43 gnas_46 ba_51 ma_54 yin_57 zhing_61 
K05D0010_H0012:278a-9	yang dag pa'i mtha'i rang bzhin dang /	yang_0 'dag_5 ba_9 mtha_14 rang_21 bzhin_26 dang_32 
K05D0010_H0012:278a-10	bsam gyis mi khyab pa'i dbyings kyi rang bzhin ni	bsam_0 gyis_5 mi_10 khyab_13 ba_19 dbyings_24 kyi_32 rang_36 bzhin_41 ni_47 
K05D0010_H0012:278a-11	gnas pa'am mi gnas pa ma yin pa'i phyir ro	gnas_0 ba_5 mi_11 gnas_14 ba_19 ma_22 yin_25 ba_29 phyir_34 ro_40 
K05D0010_H0012:278a-12	// de ci'i phyir zhe na /	de_3 ci_6 phyir_11 zhe_17 na_21 
K05D0010_H0012:278a-13	'di ltar de bzhin nyid kyi rang bzhin ni de bzhin nyid kyi rang bzhin gyis stong pa dang /	'di_0 ltar_4 de_9 bzhin_12 nyid_18 kyi_23 rang_27 bzhin_32 ni_38 de_41 bzhin_44 nyid_50 kyi_55 rang_59 bzhin_64 gyis_70 stong_75 ba_81 dang_84 
K05D0010_H0012:278a-14	de bzhin du yang dag pa'i mtha'i rang bzhin ni	de_0 bzhin_3 du_9 yang_12 'dag_17 ba_21 mtha_26 rang_33 bzhin_38 ni_44 
K05D0010_H0012:278a-15	yang dag pa'i mtha'i rang bzhin gyis stong pa dang	yang_0 'dag_5 ba_9 mtha_14 rang_21 bzhin_26 gyis_32 stong_37 ba_43 dang_46 
K05D0010_H0012:278a-16	/ bsam gyis mi khyab pa'i dbyings kyi rang bzhin	bsam_2 gyis_7 mi_12 khyab_15 ba_21 dbyings_26 kyi_34 rang_38 bzhin_43 
K05D0010_H0012:278a-17	ni bsam gyis mi khyab pa'i dbyings kyi rang bzhin	ni_0 bsam_3 gyis_8 mi_13 khyab_16 ba_22 dbyings_27 kyi_35 rang_39 bzhin_44 
K05D0010_H0012:278a-18	gyis stong pa'i phyir ro //	gyis_0 stong_5 ba_11 phyir_16 ro_22 
K05D0010_H0012:278a-19	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:278a-20	'di lta ste /	'di_0 lta_4 ste_8 
K05D0010_H0012:278a-21	dper na /	dper_0 na_5 
K05D0010_H0012:278a-22	nam mkha'i khams ni gnas pa'ang ma yin /	nam_0 mkha_4 khams_11 ni_17 gnas_20 ba_25 ma_32 yin_35 
K05D0010_H0012:278a-23	mi gnas pa'ang ma yin no //	mi_0 gnas_3 ba_8 ma_15 yin_18 no_22 
K05D0010_H0012:278a-24	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:278a-25	de bzhin du theg pa chen po de'ang gnas pa'ang ma yin /	de_0 bzhin_3 du_9 theg_12 ba_17 chen_20 po_25 de_28 gnas_35 ba_40 ma_47 yin_50 
K05D0010_H0012:278a-26	mi gnas pa'ang ma yin no //	mi_0 gnas_3 ba_8 ma_15 yin_18 no_22 
K05D0010_H0012:278a-27	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:278a-28	'di lta ste /	'di_0 lta_4 ste_8 
K05D0010_H0012:278a-29	dper na /	dper_0 na_5 
K05D0010_H0012:278a-30	spong ba'i dbyings dang /	spong_0 ba_6 dbyings_11 dang_19 
K05D0010_H0012:278a-31	'dod chags dang bral ba'i dbyings dang /	'dod_0 chags_5 dang_11 'bral_16 ba_21 dbyings_26 dang_34 
K05D0010_H0012:278a-32	'gog pa'i dbyings ni gnas pa'ang ma yin /	'gog_0 ba_5 dbyings_10 ni_18 gnas_21 ba_26 ma_33 yin_36 
K05D0010_H0012:278a-33	mi gnas pa'ang ma yin no //	mi_0 gnas_3 ba_8 ma_15 yin_18 no_22 
K05D0010_H0012:278a-34	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:278a-35	de bzhin du theg pa chen po de'ang gnas pa'ang ma yin /	de_0 bzhin_3 du_9 theg_12 ba_17 chen_20 po_25 de_28 gnas_35 ba_40 ma_47 yin_50 
K05D0010_H0012:278b-0	mi gnas @278b pa'ang ma yin no //	mi_0 gnas_3 ba_14 ma_21 yin_24 no_28 
K05D0010_H0012:278b-1	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K05D0010_H0012:278b-2	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:278b-3	nam mkha'i khams kyi rang bzhin ni gnas pa'am mi gnas pa ma yin pa dang /	nam_0 mkha_4 khams_11 kyi_17 rang_21 bzhin_26 ni_32 gnas_35 ba_40 mi_46 gnas_49 ba_54 ma_57 yin_60 ba_64 dang_67 
K05D0010_H0012:278b-4	spong ba'i dbyings kyi rang bzhin dang /	spong_0 ba_6 dbyings_11 kyi_19 rang_23 bzhin_28 dang_34 
K05D0010_H0012:278b-5	'dod chags dang bral ba'i dbyings kyi rang bzhin dang /	'dod_0 chags_5 dang_11 'bral_16 ba_21 dbyings_26 kyi_34 rang_38 bzhin_43 dang_49 
K05D0010_H0012:278b-6	'gog pa'i dbyings kyi rang bzhin ni gnas pa'am mi gnas pa ma yin pa'i phyir ro //	'gog_0 ba_5 dbyings_10 kyi_18 rang_22 bzhin_27 ni_33 gnas_36 ba_41 mi_47 gnas_50 ba_55 ma_58 yin_61 ba_65 phyir_70 ro_76 
K05D0010_H0012:278b-7	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K05D0010_H0012:278b-8	'di ltar nam mkha'i khams kyi rang bzhin ni nam mkha'i khams kyi rang bzhin gyis stong pa dang /	'di_0 ltar_4 nam_9 mkha_13 khams_20 kyi_26 rang_30 bzhin_35 ni_41 nam_44 mkha_48 khams_55 kyi_61 rang_65 bzhin_70 gyis_76 stong_81 ba_87 dang_90 
K05D0010_H0012:278b-9	spong ba'i dbyings kyi rang bzhin ni spong ba'i dbyings kyi rang bzhin gyis stong pa dang /	spong_0 ba_6 dbyings_11 kyi_19 rang_23 bzhin_28 ni_34 spong_37 ba_43 dbyings_48 kyi_56 rang_60 bzhin_65 gyis_71 stong_76 ba_82 dang_85 
K05D0010_H0012:278b-10	'dod chags dang bral ba'i dbyings kyi rang bzhin ni	'dod_0 chags_5 dang_11 'bral_16 ba_21 dbyings_26 kyi_34 rang_38 bzhin_43 ni_49 
K05D0010_H0012:278b-11	'dod chags dang bral ba'i dbyings kyi rang bzhin gyis	'dod_0 chags_5 dang_11 'bral_16 ba_21 dbyings_26 kyi_34 rang_38 bzhin_43 gyis_49 
K05D0010_H0012:278b-12	stong pa dang / 'gog pa'i dbyings kyi rang bzhin	stong_0 ba_6 dang_9 'gog_16 ba_21 dbyings_26 kyi_34 rang_38 bzhin_43 
K05D0010_H0012:278b-13	ni 'gog pa'i dbyings kyi rang bzhin gyis stong pa'i	ni_0 'gog_3 ba_8 dbyings_13 kyi_21 rang_25 bzhin_30 gyis_36 stong_41 ba_47 
K05D0010_H0012:278b-14	stong pa dang / phyir ro // rab 'byor /	stong_0 ba_6 dang_9 phyir_16 ro_22 rab_28 'byor_32 
K05D0010_H0012:278b-15	'di lta ste /	'di_0 lta_4 ste_8 
K05D0010_H0012:278b-16	dper na /	dper_0 na_5 
K05D0010_H0012:278b-17	gzugs kyi stong pa nyid ni gnas pa'ang ma yin /	gzugs_0 kyi_6 stong_10 ba_16 nyid_19 ni_24 gnas_27 ba_32 ma_39 yin_42 
K05D0010_H0012:278b-18	mi gnas pa'ang ma yin no //	mi_0 gnas_3 ba_8 ma_15 yin_18 no_22 
K05D0010_H0012:278b-19	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:278b-20	de bzhin du theg pa chen po de'ang gnas pa'ang ma yin /	de_0 bzhin_3 du_9 theg_12 ba_17 chen_20 po_25 de_28 gnas_35 ba_40 ma_47 yin_50 
K05D0010_H0012:278b-21	mi gnas pa'ang ma yin no //	mi_0 gnas_3 ba_8 ma_15 yin_18 no_22 
K05D0010_H0012:278b-22	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:278b-23	'di lta ste /	'di_0 lta_4 ste_8 
K05D0010_H0012:278b-24	dper na /	dper_0 na_5 
K05D0010_H0012:278b-25	tshor ba'i stong pa nyid dang /	tshor_0 ba_6 stong_11 ba_17 nyid_20 dang_25 
K05D0010_H0012:278b-26	'du shes kyi stong pa nyid dang /	'du_0 shes_4 kyi_9 stong_13 ba_19 nyid_22 dang_27 
K05D0010_H0012:278b-27	'du byed rnams kyi stong pa nyid dang /	'du_0 byed_4 rnams_9 kyi_15 stong_19 ba_25 nyid_28 dang_33 
K05D0010_H0012:278b-28	rnam par shes pa'i stong pa nyid ni gnas pa'ang ma yin /	rnam_0 ba_5 shes_9 ba_14 stong_19 ba_25 nyid_28 ni_33 gnas_36 ba_41 ma_48 yin_51 
K05D0010_H0012:278b-29	mi gnas pa'ang ma yin no //	mi_0 gnas_3 ba_8 ma_15 yin_18 no_22 
K05D0010_H0012:278b-30	rab 'byor /	rab_0 'byor_4 
K05D0010_H0012:278b-31	de bzhin du theg pa chen po de'ang gnas pa'ang ma yin /	de_0 bzhin_3 du_9 theg_12 ba_17 chen_20 po_25 de_28 gnas_35 ba_40 ma_47 yin_50 
K05D0010_H0012:278b-32	mi gnas pa'ang ma yin no //	mi_0 gnas_3 ba_8 ma_15 yin_18 no_22 
