K10D0181_H0182:1b-0	@1b [dd] #//	[dd]_4 
K10D0181_H0182:62b-7	de dag gi tshul khrims gang yin pa de ni	de_0 'dag_3 gi_7 tshul_10 khrims_16 gang_23 yin_28 ba_32 de_35 ni_38 
K10D0181_H0182:62b-8	theg pa la dang po zhugs pa'i byang chub sems	theg_0 ba_5 la_8 dang_11 po_16 'jug_19 ba_25 byang_30 chub_36 sems_41 
K10D0181_H0182:62b-9	dpa'i sems dang po bskyed pa'i tshul khrims kyi brgya'i	dpa_0 sems_6 dang_11 po_16 skyed_19 ba_26 tshul_31 khrims_37 kyi_44 brgya_48 
K10D0181_H0182:62b-10	char yang nye bar mi 'gro ba nas /	char_0 yang_5 nye_10 ba_14 mi_18 'gro_21 ba_26 nas_29 
K10D0181_H0182:62b-11	rgyu'i bar du'ang nye bar mi 'gro'o //	rgyu_0 ba_7 du_11 nye_18 ba_22 mi_26 'gro_29 
K10D0181_H0182:62b-12	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:62b-13	gzhan yang /	gzhan_0 yang_6 
K10D0181_H0182:62b-14	gal te sems can thams cad mngon par shes pa lnga dang ldan par gyur na /	gal_0 te_4 sems_7 can_12 thams_16 cad_22 mngon_26 ba_32 shes_36 ba_41 lnga_44 dang_49 ldan_54 ba_59 gyur_63 na_68 
K10D0181_H0182:62b-15	de dag gi tshul khrims gang yin pa de ni /	de_0 'dag_3 gi_7 tshul_10 khrims_16 gang_23 yin_28 ba_32 de_35 ni_38 
K10D0181_H0182:62b-16	theg pa la dang po zhugs pa'i byang chub sems	theg_0 ba_5 la_8 dang_11 po_16 'jug_19 ba_25 byang_30 chub_36 sems_41 
K10D0181_H0182:62b-17	dpa'i sems dang po bskyed pa'i tshul khrims kyi brgya'i	dpa_0 sems_6 dang_11 po_16 skyed_19 ba_26 tshul_31 khrims_37 kyi_44 brgya_48 
K10D0181_H0182:62b-18	char yang nye bar mi 'gro ba nas /	char_0 yang_5 nye_10 ba_14 mi_18 'gro_21 ba_26 nas_29 
K10D0181_H0182:62b-19	rgyu'i bar du'ang nye bar mi 'gro'o //	rgyu_0 ba_7 du_11 nye_18 ba_22 mi_26 'gro_29 
K10D0181_H0182:62b-20	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:62b-21	gzhan yang /	gzhan_0 yang_6 
K10D0181_H0182:62b-22	gal te sems can thams cad byams pa la gnas par gyur /	gal_0 te_4 sems_7 can_12 thams_16 cad_22 byams_26 ba_32 la_35 gnas_38 ba_43 gyur_47 
K10D0181_H0182:62b-23	snying rje dang /	snying_0 rje_7 dang_11 
K10D0181_H0182:62b-24	dga' ba dang /	dga'_0 ba_5 dang_8 
K10D0181_H0182:62b-25	btang snyoms la gnas par gyur na /	gtong_0 snyom_6 la_13 gnas_16 ba_21 gyur_25 na_30 
K10D0181_H0182:62b-26	de dag gi tshul khrims gang yin pa la dang	de_0 'dag_3 gi_7 tshul_10 khrims_16 gang_23 yin_28 ba_32 la_35 dang_38 
K10D0181_H0182:62b-27	po zhugs pa'i byang chub sems dpa'i sems dang po	po_0 'jug_3 ba_9 byang_14 chub_20 sems_25 dpa_30 sems_36 dang_41 po_46 
K10D0181_H0182:62b-28	bskyed pa'i tshul khrims kyi brgya'i char yang nye bar	skyed_0 ba_7 tshul_12 khrims_18 kyi_25 brgya_29 char_37 yang_42 nye_47 ba_51 
K10D0181_H0182:62b-29	mi 'gro ba nas /	mi_0 'gro_3 ba_8 nas_11 
K10D0181_H0182:62b-30	rgyu'i bar du'ang nye bar mi 'gro'o //	rgyu_0 ba_7 du_11 nye_18 ba_22 mi_26 'gro_29 
K10D0181_H0182:62b-31	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:63a-0	gzhan yang gal @63a *//	gzhan_0 yang_6 gal_11 
K10D0181_H0182:63a-1	te sems can thams cad stong pa nyid kyi rjes	te_0 sems_3 can_8 thams_12 cad_18 stong_22 ba_28 nyid_31 kyi_36 rjes_40 
K10D0181_H0182:63a-2	su mthun pa'i bzod pa dang ldan par gyur na	su_0 mthun_3 ba_9 bzod_14 ba_19 dang_22 ldan_27 ba_32 gyur_36 na_41 
K10D0181_H0182:63a-3	/ de dag gi tshul khrims gang yin pa de	de_2 'dag_5 gi_9 tshul_12 khrims_18 gang_25 yin_30 ba_34 de_37 
K10D0181_H0182:63a-4	ni theg pa la dang po zhugs pa'i byang chub	ni_0 theg_3 ba_8 la_11 dang_14 po_19 'jug_22 ba_28 byang_33 chub_39 
K10D0181_H0182:63a-5	sems dpa' sems dang po bskyed pa'i tshul khrims kyi	sems_0 dpa'_5 sems_10 dang_15 po_20 skyed_23 ba_30 tshul_35 khrims_41 kyi_48 
K10D0181_H0182:63a-6	brgya'i char yang nye bar mi 'gro ba nas /	brgya_0 char_8 yang_13 nye_18 ba_22 mi_26 'gro_29 ba_34 nas_37 
K10D0181_H0182:63a-7	rgyu'i bar du'ang nye ba mi 'gro'o //	rgyu_0 ba_7 du_11 nye_18 ba_22 mi_25 'gro_28 
K10D0181_H0182:63a-8	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:63a-9	gzhan yang /	gzhan_0 yang_6 
K10D0181_H0182:63a-10	gal te sems can thams cad mtshan ma med pa'i	gal_0 te_4 sems_7 can_12 thams_16 cad_22 mtshan_26 ma_33 med_36 ba_40 
K10D0181_H0182:63a-11	rjes su mthun pa'i bzod pa dang ldan par gyur	rjes_0 su_5 mthun_8 ba_14 bzod_19 ba_24 dang_27 ldan_32 ba_37 gyur_41 
K10D0181_H0182:63a-12	na de dag gi tshul khrims gang yin pa de	na_0 de_3 'dag_6 gi_10 tshul_13 khrims_19 gang_26 yin_31 ba_35 de_38 
K10D0181_H0182:63a-13	ni theg pa la dang po zhugs pa'i byang chub	ni_0 theg_3 ba_8 la_11 dang_14 po_19 'jug_22 ba_28 byang_33 chub_39 
K10D0181_H0182:63a-14	sems dpa'i sems dang po bskyed pa'i tshul khrims kyi	sems_0 dpa_5 sems_11 dang_16 po_21 skyed_24 ba_31 tshul_36 khrims_42 kyi_49 
K10D0181_H0182:63a-15	brgya'i char yang nye bar mi 'gro ba nas /	brgya_0 char_8 yang_13 nye_18 ba_22 mi_26 'gro_29 ba_34 nas_37 
K10D0181_H0182:63a-16	rgyu'i bar du'ang nye bar mi 'gro'o //	rgyu_0 ba_7 du_11 nye_18 ba_22 mi_26 'gro_29 
K10D0181_H0182:63a-17	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:63a-18	gzhan yang /	gzhan_0 yang_6 
K10D0181_H0182:63a-19	gal te sems can thams cad smon pa med pa'i	gal_0 te_4 sems_7 can_12 thams_16 cad_22 smon_26 ba_31 med_34 ba_38 
K10D0181_H0182:63a-20	rjes su mthun pa'i bzod pa dang ldan par gyur	rjes_0 su_5 mthun_8 ba_14 bzod_19 ba_24 dang_27 ldan_32 ba_37 gyur_41 
K10D0181_H0182:63a-21	na / de dag gi tshul khrims gang yin pa	na_0 de_5 'dag_8 gi_12 tshul_15 khrims_21 gang_28 yin_33 ba_37 
K10D0181_H0182:63a-22	de ni theg pa la dang po zhugs pa'i byang	de_0 ni_3 theg_6 ba_11 la_14 dang_17 po_22 'jug_25 ba_31 byang_36 
K10D0181_H0182:63a-23	chub sems dpa'i sems dang po bskyed pa'i tshul khrims	chub_0 sems_5 dpa_10 sems_16 dang_21 po_26 skyed_29 ba_36 tshul_41 khrims_47 
K10D0181_H0182:63a-24	kyi brgya'i char yang nye bar mi 'gro ba nas	kyi_0 brgya_4 char_12 yang_17 nye_22 ba_26 mi_30 'gro_33 ba_38 nas_41 
K10D0181_H0182:63a-25	na / / rgyu'i bar du'ang nye bar mi 'gro'o //	na_0 rgyu_7 ba_14 du_18 nye_25 ba_29 mi_33 'gro_36 
K10D0181_H0182:63a-26	tshe dang ldan pa gang po; gzhan yang /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po;_23 gzhan_27 yang_33 
K10D0181_H0182:63a-27	gal te sems can thams cad brgyad par gyur na /	gal_0 te_4 sems_7 can_12 thams_16 cad_22 brgyad_26 ba_33 gyur_37 na_42 
K10D0181_H0182:63a-28	de dag gi tshul khrims gang yin pa de ni	de_0 'dag_3 gi_7 tshul_10 khrims_16 gang_23 yin_28 ba_32 de_35 ni_38 
K10D0181_H0182:63a-29	theg pa la dang po zhugs pa'i byang chub sems	theg_0 ba_5 la_8 dang_11 po_16 'jug_19 ba_25 byang_30 chub_36 sems_41 
K10D0181_H0182:63b-0	dpa' sems @63b dang po bskyed pa'i tshul khrims kyi	dpa'_0 sems_5 dang_15 po_20 skyed_23 ba_30 tshul_35 khrims_41 kyi_48 
K10D0181_H0182:63b-1	brgya'i char yang nye bar mi 'gro ba nas /	brgya_0 char_8 yang_13 nye_18 ba_22 mi_26 'gro_29 ba_34 nas_37 
K10D0181_H0182:63b-2	rgyu'i bar du'ang nye bar mi 'gro'o //	rgyu_0 ba_7 du_11 nye_18 ba_22 mi_26 'gro_29 
K10D0181_H0182:63b-3	de nas tshe dang ldan pa byams ma'i bu gang	de_0 nas_3 tshe_7 dang_12 ldan_17 ba_22 byams_25 ma_31 bu_36 gang_39 
K10D0181_H0182:63b-4	pos tshe dang ldan pa sh'a radva ti'i bu la	pos_0 tshe_4 dang_9 ldan_14 ba_19 sh_22 radva_27 ti_33 bu_38 la_41 
K10D0181_H0182:63b-5	'di skad ces smras so //	'di_0 skad_4 ces_9 smras_13 so_19 
K10D0181_H0182:63b-6	gal te tshe dang ldan pa sh'a radva ti'i bus	gal_0 te_4 tshe_7 dang_12 ldan_17 ba_22 sh_25 radva_30 ti_36 'bud_41 
K10D0181_H0182:63b-7	bdag gi dri ba dris pa lan gdab pa'i skabs	bdag_0 gi_5 'dri_8 ba_12 'dri_15 ba_20 lan_23 gdab_27 ba_32 skabs_37 
K10D0181_H0182:63b-8	phye na / tshe dang ldan pa la bdag phyogs 'ga' zhig 'dri'o //	'byed_0 na_5 tshe_10 dang_15 ldan_20 ba_25 la_28 bdag_31 phyogs_36 'ga'_43 'jig_48 'bri_53 
K10D0181_H0182:63b-9	smras pa; tshe dang ldan pa gang po dris shig dang /	smras_0 pa;_6 tshe_10 dang_15 ldan_20 ba_25 gang_28 po_33 'dri_36 shig_41 dang_46 
K10D0181_H0182:63b-10	thos pa'i don brnga sprad par bya'o //	thos_0 ba_5 don_10 rnga_14 sprod_20 ba_26 byed_30 
K10D0181_H0182:63b-11	smras pa /	smras_0 ba_6 
K10D0181_H0182:63b-12	tshe dang ldan pa sh'a radva ti'i bu /	tshe_0 dang_5 ldan_10 ba_15 sh_18 radva_23 ti_29 bu_34 
K10D0181_H0182:63b-13	ji gzugs brgyad pa yin par 'dod dam /	ji_0 gzugs_3 brgyad_9 ba_16 yin_19 ba_23 'dod_27 dam_32 
K10D0181_H0182:63b-14	smras pa /	smras_0 ba_6 
K10D0181_H0182:63b-15	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:63b-16	de ni ma yin no //	de_0 ni_3 ma_6 yin_9 no_13 
K10D0181_H0182:63b-17	smras pa /	smras_0 ba_6 
K10D0181_H0182:63b-18	tshor ba dang /	tshor_0 ba_6 dang_9 
K10D0181_H0182:63b-19	'du shes dang /	'du_0 shes_4 dang_9 
K10D0181_H0182:63b-20	'du byed rnams dang /	'du_0 byed_4 rnams_9 dang_15 
K10D0181_H0182:63b-21	rnam par shes pa brgyad pa yin par 'dod dam /	rnam_0 ba_5 shes_9 ba_14 brgyad_17 ba_24 yin_27 ba_31 'dod_35 dam_40 
K10D0181_H0182:63b-22	smras pa /	smras_0 ba_6 
K10D0181_H0182:63b-23	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:63b-24	de ni ma yin no //	de_0 ni_3 ma_6 yin_9 no_13 
K10D0181_H0182:63b-25	smras pa /	smras_0 ba_6 
K10D0181_H0182:63b-26	de las gzhan pa'i chos rnams la brgyad par 'dod dam /	de_0 las_3 gzhan_7 ba_13 chos_18 rnams_23 la_29 brgyad_32 ba_39 'dod_43 dam_48 
K10D0181_H0182:63b-27	smras pa /	smras_0 ba_6 
K10D0181_H0182:63b-28	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:63b-29	de ni ma yin no //	de_0 ni_3 ma_6 yin_9 no_13 
K10D0181_H0182:63b-30	smras pa /	smras_0 ba_6 
K10D0181_H0182:63b-31	tshe dang ldan pa sh'a radva ti'i bu /	tshe_0 dang_5 ldan_10 ba_15 sh_18 radva_23 ti_29 bu_34 
K10D0181_H0182:63b-32	'o na brgyad pa de gang yin par 'dod /	'o_0 na_3 brgyad_6 ba_13 de_16 gang_19 yin_24 ba_28 'dod_32 
K10D0181_H0182:63b-33	bdag gis tshe dang ldan pa sh'a radva ti'i bus	bdag_0 gis_5 tshe_9 dang_14 ldan_19 ba_24 sh_27 radva_32 ti_38 'bud_43 
K10D0181_H0182:63b-34	bshad pa'i don de ji lta bur shes par bya	'chad_0 ba_6 don_11 de_15 ji_18 lta_21 bur_25 shes_29 ba_34 byed_38 
K10D0181_H0182:63b-35	/ smras pa tshe dang ldan gang po /	smras_2 ba_8 tshe_11 dang_16 ldan_21 gang_26 po_31 
K10D0181_H0182:63b-36	chos 'di rnams kyi mnyam pa nyid sems can thams	chos_0 'di_5 rnams_9 kyi_15 mnyam_19 ba_25 nyid_28 sems_33 can_38 thams_42 
K10D0181_H0182:63b-37	cad kyis mi shes pa de la shes pa gang	cad_0 kyis_4 mi_9 shes_12 ba_17 de_20 la_23 shes_26 ba_31 gang_34 
K10D0181_H0182:63b-38	gis mnyam pa nyid de mngon sum du byed pa'i	gis_0 mnyam_4 ba_10 nyid_13 de_18 mngon_21 sum_27 du_31 byed_34 ba_39 
K10D0181_H0182:63b-39	shes pa de ni bya ba byas pa'i phyir thob	shes_0 ba_5 de_8 ni_11 byed_14 ba_18 byed_21 ba_26 phyir_31 'thob_37 
K10D0181_H0182:64a-0	pa yin te / de la @64a *//	ba_0 yin_3 te_7 de_12 la_15 
K10D0181_H0182:64a-1	brgyad pa ni yang dag par rjes su mi mthong ngo //	brgyad_0 ba_7 ni_10 yang_13 'dag_18 ba_22 rjes_26 su_31 mi_34 mthong_37 ngo_44 
K10D0181_H0182:64a-2	gal te gnas 'di rnyed na ni mnyam pa nyid	gal_0 te_4 gnas_7 'di_12 rnyed_16 na_22 ni_25 mnyam_28 ba_34 nyid_37 
K10D0181_H0182:64a-3	shes pa 'di la brtag cing brgal ba med do	shes_0 ba_5 'di_8 la_12 rtog_15 cing_21 rgol_26 ba_32 med_35 do_39 
K10D0181_H0182:64a-4	// smras pa /	smras_3 ba_9 
K10D0181_H0182:64a-5	'di skad du /	'di_0 skad_4 du_9 
K10D0181_H0182:64a-6	brgyad pa'i tshul khrims gang yin pa de ni byang	brgyad_0 ba_7 tshul_12 khrims_18 gang_25 yin_30 ba_34 de_37 ni_40 byang_43 
K10D0181_H0182:64a-7	chub sems dpa'i tshul khrims kyi brgya'i char yang nye	chub_0 sems_5 dpa_10 tshul_16 khrims_22 kyi_29 brgya_33 char_41 yang_46 nye_51 
K10D0181_H0182:64a-8	bar mi 'gro ba nas /	ba_0 mi_4 'gro_7 ba_12 nas_15 
K10D0181_H0182:64a-9	rgyu'i bar du'ang nye bar mi 'gro'o zhes kyang zer na; tshe dang ldan pa sh'a radva ti'i bu /	rgyu_0 ba_7 du_11 nye_18 ba_22 mi_26 'gro_29 zhes_36 kyang_41 zer_47 na;_51 tshe_55 dang_60 ldan_65 ba_70 sh_73 radva_78 ti_84 bu_89 
K10D0181_H0182:64a-10	'di la snga ma dang phyi ma dang /	'di_0 la_4 snga_7 ma_12 dang_15 phyi_20 ma_25 dang_28 
K10D0181_H0182:64a-11	phyi ma dang snga ma ji ltar mthun par 'gyur /	phyi_0 ma_5 dang_8 snga_13 ma_18 ji_21 ltar_24 mthun_29 ba_35 'gyur_39 
K10D0181_H0182:64a-12	smras pa /	smras_0 ba_6 
K10D0181_H0182:64a-13	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:64a-14	brgyad pa'i tshul khrims gang yin pa de byang chub	brgyad_0 ba_7 tshul_12 khrims_18 gang_25 yin_30 ba_34 de_37 byang_40 chub_46 
K10D0181_H0182:64a-15	sems dpa'i tshul khrims kyi brgya'i char yang nye bar	sems_0 dpa_5 tshul_11 khrims_17 kyi_24 brgya_28 char_36 yang_41 nye_46 ba_50 
K10D0181_H0182:64a-16	mi 'gro ba nas /	mi_0 'gro_3 ba_8 nas_11 
K10D0181_H0182:64a-17	rgyu'i bar du'ang nye bar mi 'gro'o zhes bya ba de ni /	rgyu_0 ba_7 du_11 nye_18 ba_22 mi_26 'gro_29 zhes_36 byed_41 ba_45 de_48 ni_51 
K10D0181_H0182:64a-18	ji ltar las dang po pa la bshad pa de ltar bstan to //	ji_0 ltar_3 las_8 dang_12 po_17 ba_20 la_23 'chad_26 ba_32 de_35 ltar_38 ston_43 to_49 
K10D0181_H0182:64a-19	ci nas sems can rnams 'jug par 'gyur ba de ltar bstan to //	ci_0 nas_3 sems_7 can_12 rnams_16 'jug_22 ba_27 'gyur_31 ba_37 de_40 ltar_43 ston_48 to_54 
K10D0181_H0182:64a-20	ci nas skye bo mang pos go bar 'gyur ba de ltar bstan to //	ci_0 nas_3 skye_7 'bo_12 mang_15 pos_20 go_24 ba_27 'gyur_31 ba_37 de_40 ltar_43 ston_48 to_54 
K10D0181_H0182:64a-21	ci nas theg pa chen po dang /	ci_0 nas_3 theg_7 ba_12 chen_15 po_20 dang_23 
K10D0181_H0182:64a-22	sangs rgyas kyi theg pa 'bar bar 'gyur ba de ltar bstan to //	sangs_0 rgya_6 kyi_12 theg_16 ba_21 'bar_24 ba_29 'gyur_33 ba_39 de_42 ltar_45 ston_50 to_56 
K10D0181_H0182:64a-23	brgyad pa'i tshul khrims gang yin pa de ni theg	brgyad_0 ba_7 tshul_12 khrims_18 gang_25 yin_30 ba_34 de_37 ni_40 theg_43 
K10D0181_H0182:64a-24	pa la dang po zhugs pa'i byang chub sems dpa'i	ba_0 la_3 dang_6 po_11 'jug_14 ba_20 byang_25 chub_31 sems_36 dpa_41 
K10D0181_H0182:64a-25	sems dang po bskyed pa'i tshul khrims kyi brgya'i char	sems_0 dang_5 po_10 skyed_13 ba_20 tshul_25 khrims_31 kyi_38 brgya_42 char_50 
K10D0181_H0182:64a-26	yang nye bar mi 'gro ba nas /	yang_0 nye_5 ba_9 mi_13 'gro_16 ba_21 nas_24 
K10D0181_H0182:64a-27	rgyu'i bar du'ang nye bar mi 'gro'o //	rgyu_0 ba_7 du_11 nye_18 ba_22 mi_26 'gro_29 
K10D0181_H0182:64a-28	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:64a-29	gzhan yang /	gzhan_0 yang_6 
K10D0181_H0182:64a-30	rgyun du zhugs pa thams cad dang /	rgyun_0 du_6 'jug_9 ba_15 thams_18 cad_24 dang_28 
K10D0181_H0182:64b-0	@64b lan gcig phyir 'ong ba thams cad dang /	lan_5 gcig_9 phyir_14 'ong_20 ba_25 thams_28 cad_34 dang_38 
K10D0181_H0182:64b-1	phyir mi 'ong ba thams cad dang /	phyir_0 mi_6 'ong_9 ba_14 thams_17 cad_23 dang_27 
K10D0181_H0182:64b-2	dgra bcom pa thams cad dang /	dgra_0 'joms_5 ba_10 thams_13 cad_19 dang_23 
K10D0181_H0182:64b-3	rang sangs rgyas thams cad kyi tshul khrims gang yin	rang_0 sangs_5 rgya_11 thams_17 cad_23 kyi_27 tshul_31 khrims_37 gang_44 yin_49 
K10D0181_H0182:64b-4	pa de ni theg pa la dang po zhugs pa'i	ba_0 de_3 ni_6 theg_9 ba_14 la_17 dang_20 po_25 'jug_28 ba_34 
K10D0181_H0182:64b-5	byang chub sems dpa'i sems dang po bskyed pa'i tshul	byang_0 chub_6 sems_11 dpa_16 sems_22 dang_27 po_32 skyed_35 ba_42 tshul_47 
K10D0181_H0182:64b-6	khrims kyi brgya'i char yang nye bar mi 'gro nas	khrims_0 kyi_7 brgya_11 char_19 yang_24 nye_29 ba_33 mi_37 'gro_40 nas_45 
K10D0181_H0182:64b-7	/ rgyu'i bar du'ang nye bar mi 'gro'o //	rgyu_2 ba_9 du_13 nye_20 ba_24 mi_28 'gro_31 
K10D0181_H0182:64b-8	tshe dang ldan pa gang po; gzhan yang /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po;_23 gzhan_27 yang_33 
K10D0181_H0182:64b-9	nyan thos gang byang chub sems dpa'i tshul khrims zil gyis mnan par sems pa de ni /	nyan_0 thos_5 gang_10 byang_15 chub_21 sems_26 dpa_31 tshul_37 khrims_43 zil_50 gyis_54 gnon_59 ba_64 sems_68 ba_73 de_76 ni_79 
K10D0181_H0182:64b-10	de bzhin gshegs pa'i tshul khrims zil gyis mnan par 'dod par zad do /	de_0 bzhin_3 gshegs_9 ba_16 tshul_21 khrims_27 zil_34 gyis_38 gnon_43 ba_48 'dod_52 ba_57 zad_61 do_65 
K10D0181_H0182:64b-11	de ni de bzhin gshegs pa dang rtsod par sems su zad do //	de_0 ni_3 de_6 bzhin_9 gshegs_15 ba_22 dang_25 rtsod_30 ba_36 sems_40 su_45 zad_48 do_52 
K10D0181_H0182:64b-12	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:64b-13	dper na /	dper_0 na_5 
K10D0181_H0182:64b-14	gang rgyal po'i bu dang rtsod par sems pa de ni /	gang_0 rgyal_5 po_11 bu_16 dang_19 rtsod_24 ba_30 sems_34 ba_39 de_42 ni_45 
K10D0181_H0182:64b-15	rgyal po dang rtsod par sems par zad do //	rgyal_0 po_6 dang_9 rtsod_14 ba_20 sems_24 ba_29 zad_33 do_37 
K10D0181_H0182:64b-16	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:64b-17	de bzhin du byang chub sems dpa'i tshul khrims zil	de_0 bzhin_3 du_9 byang_12 chub_18 sems_23 dpa_28 tshul_34 khrims_40 zil_47 
K10D0181_H0182:64b-18	gyis mnan par sems pa gang yin pa de ni	gyis_0 gnon_5 ba_10 sems_14 ba_19 gang_22 yin_27 ba_31 de_34 ni_37 
K10D0181_H0182:64b-19	/ de bzhin gshegs pa'i tshul khrims zil gyis mnan par sems par zad do //	de_2 bzhin_5 gshegs_11 ba_18 tshul_23 khrims_29 zil_36 gyis_40 gnon_45 ba_50 sems_54 ba_59 zad_63 do_67 
K10D0181_H0182:64b-20	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K10D0181_H0182:64b-21	'di ltar byang chub sems dpa' sems dpa' chen po	'di_0 ltar_4 byang_9 chub_15 sems_20 dpa'_25 sems_30 dpa'_35 chen_40 po_45 
K10D0181_H0182:64b-22	rnams ni thub par dka' ba yin pa'i phyir ro	rnams_0 ni_6 thub_9 ba_14 dka'_18 ba_23 yin_26 ba_30 phyir_35 ro_41 
K10D0181_H0182:64b-23	// tshe dang ldan pa gang po /	tshe_3 dang_8 ldan_13 ba_18 gang_21 po_26 
K10D0181_H0182:64b-24	dper na /	dper_0 na_5 
K10D0181_H0182:64b-25	mi la la zhig rkang lag med par gyur la /	mi_0 la_3 la_6 'jig_9 rkang_14 lag_20 med_24 ba_28 gyur_32 la_37 
K10D0181_H0182:64b-26	'di skad du /	'di_0 skad_4 du_9 
K10D0181_H0182:64b-27	bdag 'di nas rgya mtsho chen po'i pha rol gyi 'gram du mchongs par bya'o zhes zer na /	bdag_0 'di_5 nas_9 rgya_13 mtsho_18 chen_24 po_29 pha_34 rol_38 gyi_42 'grams_46 du_52 mchong_55 ba_63 byed_67 zhes_73 zer_78 na_82 
K10D0181_H0182:65a-0	de skad zer @65a *//	de_0 skad_3 zer_8 
K10D0181_H0182:65a-1	ba de la mi de ni mngon pa'i nga rgyal	ba_0 de_3 la_6 mi_9 de_12 ni_15 mngon_18 ba_24 nga_29 rgyal_33 
K10D0181_H0182:65a-2	gyis nga rgyal byed de sla bar rig par bya'o	gyis_0 nga_5 rgyal_9 byed_15 de_20 sla_23 ba_27 rig_31 ba_35 byed_39 
K10D0181_H0182:65a-3	// tshe dang ldan pa gang po /	tshe_3 dang_8 ldan_13 ba_18 gang_21 po_26 
K10D0181_H0182:65a-4	de bzhin du nyan thos sam /	de_0 bzhin_3 du_9 nyan_12 thos_17 sam_22 
K10D0181_H0182:65a-5	rang sangs rgyas gang /	rang_0 sangs_5 rgya_11 gang_17 
K10D0181_H0182:65a-6	'di skad du /	'di_0 skad_4 du_9 
K10D0181_H0182:65a-7	bdag gis byang chub sems dpa'i tshul khrims zil gyis mnan par bya'o zhes zer na /	bdag_0 gis_5 byang_9 chub_15 sems_20 dpa_25 tshul_31 khrims_37 zil_44 gyis_48 gnon_53 ba_58 byed_62 zhes_68 zer_73 na_77 
K10D0181_H0182:65a-8	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:65a-9	'di ltar de ni sla bar rig par bya'o //	'di_0 ltar_4 de_9 ni_12 sla_15 ba_19 rig_23 ba_27 byed_31 
K10D0181_H0182:65a-10	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K10D0181_H0182:65a-11	byang chub sems dpa' sems dpa' chen po rnams ni	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 rnams_39 ni_45 
K10D0181_H0182:65a-12	rgya mtsho dug can pa dang 'dra ba yin pa'i	rgya_0 mtsho_5 dug_11 can_15 ba_19 dang_22 'dra_27 ba_32 yin_35 ba_39 
K10D0181_H0182:65a-13	phyir ro // ji ltar mi de rkang lag rnams	phyir_0 ro_6 ji_12 ltar_15 mi_20 de_23 rkang_26 lag_32 rnams_36 
K10D0181_H0182:65a-14	med bzhin du rgya mtsho la mchongs par 'dod pa	med_0 bzhin_4 du_10 rgya_13 mtsho_18 la_24 mchong_27 ba_35 'dod_39 ba_44 
K10D0181_H0182:65a-15	de bzhin du nyan thos kyi theg pa pa'am /	de_0 bzhin_3 du_9 nyan_12 thos_17 kyi_22 theg_26 ba_31 ba_34 
K10D0181_H0182:65a-16	rang sangs rgyas kyi theg pa pa'i gang zag byang	rang_0 sangs_5 rgya_11 kyi_17 theg_21 ba_26 ba_29 gang_34 zag_39 byang_43 
K10D0181_H0182:65a-17	chub sems dpa'i chos rnams med bzhin du byang chub	chub_0 sems_5 dpa_10 chos_16 rnams_21 med_27 bzhin_31 du_37 byang_40 chub_46 
K10D0181_H0182:65a-18	sems dpa'i tshul khrims zil gyis non par 'gyur ba	sems_0 dpa_5 tshul_11 khrims_17 zil_24 gyis_28 non_33 ba_37 'gyur_41 ba_47 
K10D0181_H0182:65a-19	de ni gnas med do //	de_0 ni_3 gnas_6 med_11 do_15 
K10D0181_H0182:65a-20	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K10D0181_H0182:65a-21	byang chub sems dpa' sems dpa' chen po rnams ni	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 rnams_39 ni_45 
