K01D0001_H0001:1b-0	@1b [dd] #//	[dd]_4 
K01D0001_H0001:134a-12	mthong nas kyang dad pa skyes te /	mthong_0 nas_7 kyang_11 dad_17 ba_21 skye_24 te_30 
K01D0001_H0001:134a-13	des bsams pa /	des_0 bsams_4 ba_10 
K01D0001_H0001:134a-14	ji je dang por skyabs su 'gro ba dang /	ji_0 je_3 dang_6 por_11 skyob_15 su_22 'gro_25 ba_30 dang_33 
K01D0001_H0001:134a-15	bslab pa'i gzhi dag blang ngam /	bslab_0 ba_6 gzhi_11 'dag_16 blang_20 ngam_26 
K01D0001_H0001:134a-16	'on te rab tu 'byung bar bya snyam mo //	'on_0 te_4 rab_7 tu_11 'byung_14 ba_21 byed_25 snyam_29 mo_35 
K01D0001_H0001:134a-17	de yang bsams pa /	de_0 yang_3 bsams_8 ba_14 
K01D0001_H0001:134a-18	rab tu 'byung bar bya'o snyam nas /	rab_0 tu_4 'byung_7 ba_14 byed_18 snyam_24 nas_30 
K01D0001_H0001:134a-19	de dge slong gi gan du song ste smras pa /	de_0 dge_3 slong_7 gi_13 gan_16 du_20 'gro_23 ste_28 smras_32 ba_38 
K01D0001_H0001:134a-20	'phags pa bdag rab tu 'byung bar 'tshal lo //	'phag_0 ba_7 bdag_10 rab_15 tu_19 'byung_22 ba_29 'tshal_33 lo_40 
K01D0001_H0001:134a-21	des smras pa /	des_0 smras_4 ba_10 
K01D0001_H0001:134a-22	kho bo ni gsar bu yin /	kho_0 'bo_4 ni_7 gsar_10 bu_15 yin_18 
K01D0001_H0001:134a-23	gnas brtan gzhan 'ga' zhig gi drung du song zhig /	gnas_0 brtan_5 gzhan_11 'ga'_17 'jig_22 gi_27 drung_30 du_36 'gro_39 'jig_44 
K01D0001_H0001:134a-24	des smras pa /	des_0 smras_4 ba_10 
K01D0001_H0001:134a-25	'phags pa bdag gis gzhan ngo 'tshal ba ma mchis te /	'phag_0 ba_7 bdag_10 gis_15 gzhan_19 ngo_25 'tshal_29 ba_36 ma_39 mchis_42 te_48 
K01D0001_H0001:134a-26	'di ltar bdag thog ma kho nar 'phags pa'i gan du mchis pas /	'di_0 ltar_4 bdag_9 thogs_14 ma_19 kho_22 nar_26 'phag_30 ba_37 gan_42 du_46 mchis_49 ba_55 
K01D0001_H0001:134a-27	khyod nyid kyis bdag dge slong 'ga' zhig la gtad par gsol /	khyod_0 nyid_6 kyis_11 bdag_16 dge_21 slong_25 'ga'_31 'jig_36 la_41 gtod_44 ba_49 gsol_53 
K01D0001_H0001:134b-0	dge slong de'i mkhan po dgon pa pa zhig dgon pa na 'dug @134b pas /	dge_0 slong_4 de_10 mkhan_15 po_21 dgon_24 ba_29 ba_32 'jig_35 dgon_40 ba_45 na_48 'dug_51 ba_62 
K01D0001_H0001:134b-1	des de khrid de de'i gan du song nas smras pa /	des_0 de_4 'khrid_7 de_13 de_16 gan_21 du_25 'gro_28 nas_33 smras_37 ba_43 
K01D0001_H0001:134b-2	mkhan po rigs kyi bu 'di rab tu 'byung bar 'tshal gyis rab tu dbyung du gsol /	mkhan_0 po_6 rigs_9 kyi_14 bu_18 'di_21 rab_25 tu_29 'byung_32 ba_39 'tshal_43 gyis_50 rab_55 tu_59 'byin_62 du_69 gsol_72 
K01D0001_H0001:134b-3	des smras pa /	des_0 smras_4 ba_10 
K01D0001_H0001:134b-4	bzhin bzang bcom ldan 'das kyis dge slong dag gshan pa byed du bcug pa ni bla'i /	bzhin_0 bzang_6 'joms_12 ldan_17 'da'_22 kyis_27 dge_32 slong_36 'dag_42 gshan_46 ba_52 byed_55 du_60 'jug_63 ba_68 ni_71 bla_74 
K01D0001_H0001:134b-5	rab tu byung zhing bsnyen par rdzogs par byas nas /	rab_0 tu_4 'byung_7 zhing_13 snyen_19 ba_26 rdzogs_30 ba_37 byed_41 nas_46 
K01D0001_H0001:134b-6	yal bar bor ba ni mi rung ngo zhes bka' stsal pas /	yal_0 ba_4 'bor_8 ba_12 ni_15 mi_18 rung_21 ngo_26 zhes_30 bka'_35 stsal_40 ba_46 
K01D0001_H0001:134b-7	'di yang sems can dmyal bar 'gro bar 'gyur la;	'di_0 yang_4 sems_9 can_14 dmyal_18 ba_24 'gro_28 ba_33 'gyur_37 la;_43 
K01D0001_H0001:134b-8	kho bo yang ltung ba dang bcas par 'gyur bas	kho_0 'bo_4 yang_7 ltung_12 ba_18 dang_21 'cha'_26 ba_31 'gyur_35 ba_41 
K01D0001_H0001:134b-9	/ kho bo 'di rab tu mi 'byin to //	kho_2 'bo_6 'di_9 rab_13 tu_17 mi_20 'byin_23 to_29 
K01D0001_H0001:134b-10	des smras pa /	des_0 smras_4 ba_10 
K01D0001_H0001:134b-11	mkhan pos rab tu dbyung ba 'ba' zhig mdzod cig dang /	mkhan_0 pos_6 rab_10 tu_14 'byin_17 ba_24 'ba'_27 'jig_32 mdzod_37 cig_43 dang_47 
K01D0001_H0001:134b-12	bdag gis 'di bslab par bgyi zhing klog tu stsal bar bgyi'o //	bdag_0 gis_5 'di_9 bslab_13 ba_19 bgyid_23 zhing_28 klog_34 tu_39 stsal_42 ba_48 bgyid_52 
K01D0001_H0001:134b-13	des de rab tu byung zhing bsnyen par rdzogs par byas nas /	des_0 de_4 rab_7 tu_11 'byung_14 zhing_20 snyen_26 ba_33 rdzogs_37 ba_44 byed_48 nas_53 
K01D0001_H0001:134b-14	smras pa /	smras_0 ba_6 
K01D0001_H0001:134b-15	bzhin bzang 'di nyid khyod kyi mkhan po gcig pa yin /	bzhin_0 bzang_6 'di_12 nyid_16 khyod_21 kyi_27 mkhan_31 po_37 gcig_40 ba_45 yin_48 
K01D0001_H0001:134b-16	'di nyid slob dpon yin gyis /	'di_0 nyid_4 slob_9 dpon_14 yin_19 gyis_23 
K01D0001_H0001:134b-17	khyod kyis 'di nyid la 'dri bar bya /	khyod_0 kyis_6 'di_11 nyid_15 la_20 'bri_23 ba_28 byed_32 
K01D0001_H0001:134b-18	khyod kyis 'di nyid la bklag par bya /	khyod_0 kyis_6 'di_11 nyid_15 la_20 klog_23 ba_29 byed_33 
K01D0001_H0001:134b-19	khyod kyis 'di nyid la bslab par bya'o //	khyod_0 kyis_6 'di_11 nyid_15 la_20 bslab_23 ba_29 byed_33 
K01D0001_H0001:134b-20	des gcig las 'phros pa'i lung bklags pas /	des_0 gcig_4 las_9 'phro_13 ba_20 lung_25 bklags_30 ba_37 
K01D0001_H0001:134b-21	des de gcig las 'phros pa'i lung klog tu gzhug par brtsams pa dang /	des_0 de_4 gcig_7 las_12 'phro_16 ba_23 lung_28 klog_33 tu_38 'jug_41 ba_47 brtsams_51 ba_59 dang_62 
K01D0001_H0001:134b-22	de shin tu brtson 'grus brtsams pas kha ton du lhogs nas /	de_0 shin_3 tu_8 brtson_11 'grus_18 brtsams_24 ba_32 kha_36 ton_40 du_44 lhogs_47 nas_53 
K01D0001_H0001:134b-23	dge slong slob dpon de shin tu mig gang ste /	dge_0 slong_4 slob_10 dpon_15 de_20 shin_23 tu_28 mig_31 gang_35 ste_40 
K01D0001_H0001:134b-24	des de la smras pa /	des_0 de_4 la_7 smras_10 ba_16 
K01D0001_H0001:134b-25	bzhin bzang ci lhan cig tu bsod snyoms la 'jug par bya'am /	bzhin_0 bzang_6 ci_12 lhan_15 cig_20 tu_24 bsod_27 snyom_32 la_39 'jug_42 ba_47 byed_51 
K01D0001_H0001:134b-26	'on te so sor deng /	'on_0 te_4 so_7 sor_10 deng_14 
K01D0001_H0001:134b-27	des bsams pa /	des_0 bsams_4 ba_10 
K01D0001_H0001:134b-28	bdag gis mi'i zas kyis 'tsho bar mi nus kyis	bdag_0 gis_5 mi_9 zas_14 kyis_18 'tsho_23 ba_29 mi_33 nus_36 kyis_40 
K01D0001_H0001:135a-0	bdag klu'i gnas su song la bdud rtsi zos @135a	bdag_0 klu_5 gnas_11 su_16 'gro_19 la_24 bdud_27 rtsi_32 zos_37 
K01D0001_H0001:135a-1	*// shing zos shing phyir 'ong bar bya'o snyam nas /	shing_4 zos_10 shing_14 phyir_20 'ong_26 ba_31 byed_35 snyam_41 nas_47 
K01D0001_H0001:135a-2	des smras pa /	des_0 smras_4 ba_10 
K01D0001_H0001:135a-3	slob dpon so sor 'jug par bgyi'o //	slob_0 dpon_5 so_10 sor_13 'jug_17 ba_22 bgyid_26 
K01D0001_H0001:135a-4	des smras pa /	des_0 smras_4 ba_10 
K01D0001_H0001:135a-5	bzhin bzang de ltar gyis shig /	bzhin_0 bzang_6 de_12 ltar_15 gyis_20 shig_25 
K01D0001_H0001:135a-6	de klu'i gnas su lha'i bdud rtsi zos nas phyir 'ong ngo //	de_0 klu_3 gnas_9 su_14 lha_17 bdud_23 rtsi_28 zos_33 nas_37 phyir_41 'ong_47 ngo_52 
K01D0001_H0001:135a-7	klu rnams ni gnyid che ba yin pas /	klu_0 rnams_4 ni_10 rnyid_13 che_19 ba_23 yin_26 ba_30 
K01D0001_H0001:135a-8	de gang gi tshe gnyid log nas langs pa de'i tshe na /	de_0 gang_3 gi_8 tshe_11 rnyid_16 log_22 nas_26 ldang_30 ba_36 de_39 tshe_44 na_49 
K01D0001_H0001:135a-9	dge slong de bsod snyoms blangs nas phyir 'ong ngo //	dge_0 slong_4 de_10 bsod_13 snyom_18 blangs_25 nas_32 phyir_36 'ong_42 ngo_47 
K01D0001_H0001:135a-10	ji tsam dus gzhan zhig na dge slong des bsod	ji_0 tsam_3 dus_8 gzhan_12 'jig_18 na_23 dge_26 slong_30 des_36 bsod_40 
K01D0001_H0001:135a-11	snyoms glo bur ba rnyed nas des de blangs te	snyom_0 glo_7 bur_11 ba_15 rnyed_18 nas_24 des_28 de_32 blangs_35 te_42 
K01D0001_H0001:135a-12	/ phyir 'ong ba dang ji tsam na /	phyir_2 'ong_8 ba_13 dang_16 ji_21 tsam_24 na_29 
K01D0001_H0001:135a-13	gnas khang nam gar ba'i sbud pa 'bud pa lta bu'i sgra thos nas /	gnas_0 khang_5 nam_11 gar_15 ba_19 sbud_24 ba_29 'bud_32 ba_37 lta_40 bu_44 sgra_49 thos_54 nas_59 
K01D0001_H0001:135a-14	des gtan pa'i bu gnas bltas na /	des_0 gtan_4 ba_9 bu_14 gnas_17 lta_22 na_28 
K01D0001_H0001:135a-15	gnas khang de thams cad klu'i lus bskyil bas gang ba mthong nas /	gnas_0 khang_5 de_11 thams_14 cad_20 klu_24 lus_30 skyil_34 ba_41 gang_45 ba_50 mthong_53 nas_60 
K01D0001_H0001:135a-16	des sprul pa sprul pa zhes sgra phyung ba dang /	des_0 sprul_4 ba_10 sprul_13 ba_19 zhes_22 sgra_27 'byin_32 ba_39 dang_42 
K01D0001_H0001:135a-17	de sgra la mkhas pas myur ba myur ba kho nar sad nas /	de_0 sgra_3 la_8 mkhas_11 ba_17 myur_21 ba_26 myur_29 ba_34 kho_37 nar_41 sad_45 nas_49 
K01D0001_H0001:135a-18	rang bzhin gyi cha lugs mi snang bar byas te /	rang_0 bzhin_5 gyi_11 cha_15 lugs_19 mi_24 snang_27 ba_33 byed_37 te_42 
K01D0001_H0001:135a-19	de sprul pa'i cha lugs su 'dug go /	de_0 sprul_3 ba_9 cha_14 lugs_18 su_23 'dug_26 go_31 
K01D0001_H0001:135a-20	dge slong dag kyang lhags nas /	dge_0 slong_4 'dag_10 kyang_14 lhags_20 nas_26 
K01D0001_H0001:135a-21	de dag gis de la smras pa /	de_0 'dag_3 gis_7 de_11 la_14 smras_17 ba_23 
K01D0001_H0001:135a-22	'di ci yin /	'di_0 ci_4 yin_7 
K01D0001_H0001:135a-23	des smras pa; sprul pa yin no //	des_0 smras_4 pa;_10 sprul_14 ba_20 yin_23 no_27 
K01D0001_H0001:135a-24	de dag gis smras pa /	de_0 'dag_3 gis_7 smras_11 ba_17 
K01D0001_H0001:135a-25	tshe dang ldan pa brtson 'grus brtsams pas rtag tu kha ton la brtson pa yin na /	tshe_0 dang_5 ldan_10 ba_15 brtson_18 'grus_25 brtsams_31 ba_39 rtag_43 tu_48 kha_51 ton_55 la_59 brtson_62 ba_69 yin_72 na_76 
K01D0001_H0001:135a-26	ci khyod 'di la ser sna byed dam /	ci_0 khyod_3 'di_9 la_13 ser_16 sna_20 byed_24 dam_29 
K01D0001_H0001:135a-27	des smras pa /	des_0 smras_4 ba_10 
K01D0001_H0001:135a-28	kho bo ni 'di la cung zad kyang ser sna mi byed /	kho_0 'bo_4 ni_7 'di_10 la_14 cung_17 zad_22 kyang_26 ser_32 sna_36 mi_40 byed_43 
K01D0001_H0001:135a-29	'di ltar 'di ni sprul pa yin no //	'di_0 ltar_4 'di_9 ni_13 sprul_16 ba_22 yin_25 no_29 
K01D0001_H0001:135a-30	de dag phan tshun smra ba na /	de_0 'dag_3 phan_7 tshun_12 smra_18 ba_23 na_26 
K01D0001_H0001:135a-31	bcom ldan 'das kyang phyogs der gshegs nas /	'joms_0 ldan_5 'da'_10 kyang_15 phyogs_21 der_28 gshegs_32 nas_39 
K01D0001_H0001:135b-0	bcom ldan 'das kyis bka' @135b stsal pa /	'joms_0 ldan_5 'da'_10 kyis_15 bka'_20 stsal_31 ba_37 
K01D0001_H0001:135b-1	'di ci yin /	'di_0 ci_4 yin_7 
K01D0001_H0001:135b-2	dge slong dag gis gsol pa /	dge_0 slong_4 'dag_10 gis_14 gsol_18 ba_23 
K01D0001_H0001:135b-3	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K01D0001_H0001:135b-4	sprul pa lags so //	sprul_0 ba_6 lags_9 so_14 
K01D0001_H0001:135b-5	bcom ldan 'das kyis stsal pa /	'joms_0 ldan_5 'da'_10 kyis_15 stsal_20 ba_26 
K01D0001_H0001:135b-6	dge slong dag gang zag sprul pa ni chos 'dul	dge_0 slong_4 'dag_10 gang_14 zag_19 sprul_23 ba_29 ni_32 chos_35 'dul_40 
K01D0001_H0001:135b-7	ba 'di la mi skye ba'i chos can yin pas	ba_0 'di_3 la_7 mi_10 skye_13 ba_18 chos_23 can_28 yin_32 ba_36 
K01D0001_H0001:135b-8	/ dge slong dag khyed kyis gang zag sprul pa chos 'dul ba 'di las bsnyil bar bya'o //	dge_2 slong_6 'dag_12 'khyed_16 kyis_22 gang_27 zag_32 sprul_36 ba_42 chos_45 'dul_50 ba_55 'di_58 las_62 snyil_66 ba_73 byed_77 
K01D0001_H0001:135b-9	'ga' zhig gi gan du rab tu 'byung bar 'dod pa 'ongs na /	'ga'_0 'jig_5 gi_10 gan_13 du_17 rab_20 tu_24 'byung_27 ba_34 'dod_38 ba_43 'ongs_46 na_52 
K01D0001_H0001:135b-10	des de la sprul pa ma yin nam /	des_0 de_4 la_7 sprul_10 ba_16 ma_19 yin_22 nam_26 
K01D0001_H0001:135b-11	zhes dri bar bya'o //	zhes_0 'dri_5 ba_9 byed_13 
K01D0001_H0001:135b-12	ma dris par rab tu 'byin par byed na 'gal tshabs can du 'gyur ro //	ma_0 'dri_3 ba_8 rab_12 tu_16 'byin_19 ba_25 byed_29 na_34 'gal_37 tshabs_42 can_49 du_53 'gyur_56 ro_62 
K01D0001_H0001:135b-13	dge slong dag klu'i rang bzhin lnga po 'di dag yin la /	dge_0 slong_4 'dag_10 klu_14 rang_20 bzhin_25 lnga_31 po_36 'di_39 'dag_43 yin_47 la_51 
K01D0001_H0001:135b-14	lhag ma ni sprul pa yin no //	lhag_0 ma_5 ni_8 sprul_11 ba_17 yin_20 no_24 
K01D0001_H0001:135b-15	lnga gang zhe na /	lnga_0 gang_5 zhe_10 na_14 
K01D0001_H0001:135b-16	rang bzhin gyis skyes pa dang /	rang_0 bzhin_5 gyis_11 skye_16 ba_22 dang_25 
K01D0001_H0001:135b-17	rang bzhin gyis 'chi ba dang /	rang_0 bzhin_5 gyis_11 'chi_16 ba_21 dang_24 
K01D0001_H0001:135b-18	rang bzhin gyis nyal ba dang /	rang_0 bzhin_5 gyis_11 nyal_16 ba_21 dang_24 
K01D0001_H0001:135b-19	rang bzhin gyis za ba dang /	rang_0 bzhin_5 gyis_11 za_16 ba_19 dang_22 
K01D0001_H0001:135b-20	rang bzhin gyis mi tshangs par spyod pa 'khrig pa'i chos bsten par byed pa'o //	rang_0 bzhin_5 gyis_11 mi_16 tshangs_19 ba_27 spyod_31 ba_37 'khrig_40 ba_47 chos_52 sten_57 ba_63 byed_67 ba_72 
K01D0001_H0001:135b-21	bcom ldan 'das kyis bka' stsal pa /	'joms_0 ldan_5 'da'_10 kyis_15 bka'_20 stsal_25 ba_31 
K01D0001_H0001:135b-22	bzhin bzang khyod kyis phung po 'di dag gis yon	bzhin_0 bzang_6 khyod_12 kyis_18 'phung_23 po_29 'di_32 'dag_36 gis_40 yon_44 
K01D0001_H0001:135b-23	tan gyi tshogs 'ga' yang thob par mi nus kyis	tan_0 gyi_4 tshogs_8 'ga'_15 yang_20 'thob_25 ba_30 mi_34 nus_37 kyis_41 
K01D0001_H0001:135b-24	dge slong rnams la ma 'tshe bar song zhig /	dge_0 slong_4 rnams_10 la_16 ma_19 'tshe_22 ba_28 'gro_32 'jig_37 
K01D0001_H0001:135b-25	des bsams pa /	des_0 bsams_4 ba_10 
K01D0001_H0001:135b-26	'bab par ga la bya snyam nas /	'bab_0 ba_5 ga_9 la_12 byed_15 snyam_19 nas_25 
K01D0001_H0001:135b-27	des s'a la'i dgon pa zhig tu song nas /	des_0 s_4 la_8 dgon_13 ba_18 'jig_21 tu_26 'gro_29 nas_34 
K01D0001_H0001:135b-28	gtsug lag khang rta babs mthon po dang ldan pa /	gtsug_0 lag_6 khang_10 rta_16 'bab_20 mthon_25 po_31 dang_34 ldan_39 ba_44 
K01D0001_H0001:135b-29	mthongs khung dang skar khung dra ba can dang /	mthongs_0 khung_8 dang_14 skar_19 khung_24 'dra_30 ba_34 can_37 dang_41 
K01D0001_H0001:135b-30	lan kan gyis brgyan pa /	lan_0 kan_4 gyis_8 rgyan_13 ba_20 
K01D0001_H0001:135b-31	snying dang mig 'phrog par byed pa /	snying_0 dang_7 mig_12 'phrog_16 ba_23 byed_27 ba_32 
K01D0001_H0001:135b-32	mtho ris kyi them skas su gyur pa /	mtho_0 ris_5 kyi_9 'thems_13 skas_18 su_23 gyur_26 ba_31 
K01D0001_H0001:135b-33	khri dang khri'u dang /	khri_0 dang_5 khri_10 dang_17 
K01D0001_H0001:135b-34	yo byad phun sum tshogs pa zhig sprul te /	yo_0 byad_3 phun_8 sum_13 tshogs_17 ba_24 'jig_27 sprul_32 te_38 
K01D0001_H0001:136a-0	dge slong @136a *//	dge_0 slong_4 
K01D0001_H0001:136a-1	glo bur du 'ongs pa dang /	glo_0 bur_4 du_8 'ongs_11 ba_17 dang_20 
K01D0001_H0001:136a-2	'gro bar chas pa rnams la yo byad thams cad kyis stobs par byed do //	'gro_0 ba_5 cha_9 ba_14 rnams_17 la_23 yo_26 byad_29 thams_34 cad_40 kyis_44 stobs_49 ba_55 byed_59 do_64 
K01D0001_H0001:136a-3	rgan zhugs shig gtsug lag khang der dbyar gnas nas mnyan yod du song ngo //	rgan_0 'jug_5 shig_11 gtsug_16 lag_22 khang_26 der_32 dbyar_36 gnas_42 nas_47 nyan_51 yod_57 du_61 'gro_64 ngo_69 
K01D0001_H0001:136a-4	drug sde dag gis kun tu spyod pa ni 'dir ba dag cag gis bram ze dang /	drug_0 sde_5 'dag_9 gis_13 kun_17 tu_21 spyod_24 ba_30 ni_33 'dir_36 ba_41 'dag_44 cag_48 gis_52 bram_56 ze_61 dang_64 
K01D0001_H0001:136a-5	khyim bdag 'ongs shing lhags pa rnams la yang chos bstan par bya /	khyim_0 bdag_6 'ongs_11 shing_17 lhags_23 ba_29 rnams_32 la_38 yang_41 chos_46 ston_51 ba_57 byed_61 
K01D0001_H0001:136a-6	rgol ba dag kyang tshar gcad par bya /	rgol_0 ba_5 'dag_8 kyang_12 tshar_18 gcod_24 ba_29 byed_33 
K01D0001_H0001:136a-7	rang gi grags pa yang bsgrag par bya'o snyam pas /	rang_0 gi_5 grags_8 ba_14 yang_17 sgrog_22 ba_29 byed_33 snyam_39 ba_45 
K01D0001_H0001:136a-8	drug sde dag las gang yang rung bas rgyal byed kyi tshal gyi sgo stong par mi 'jog pas /	drug_0 sde_5 'dag_9 las_13 gang_17 yang_22 rung_27 ba_32 rgyal_36 byed_42 kyi_47 tshal_51 gyi_57 sgo_61 stong_65 ba_71 mi_75 'jog_78 ba_83 
K01D0001_H0001:136a-9	nye dga' nang par sngar langs te so shing bor nas snam sbyar dmar ser gyon te /	nye_0 dga'_4 nang_9 ba_14 sngar_18 ldang_24 te_30 so_33 shing_36 'bor_42 nas_46 snam_50 sbyor_55 dmar_61 ser_66 gyon_70 te_75 
K01D0001_H0001:136a-10	rgyal byed kyi tshal gyi sgo na 'chag cing 'dug go /	rgyal_0 byed_6 kyi_11 tshal_15 gyi_21 sgo_25 na_29 'chag_32 cing_38 'dug_43 go_48 
K01D0001_H0001:136a-11	des thag ring po kho na nas rgan zhugs mgo spra ba'i me tog ltar skya ba /	des_0 thag_4 ring_9 po_14 kho_17 na_21 nas_24 rgan_28 'jug_33 mgo_39 spra_43 ba_48 me_53 tog_56 ltar_60 skya_65 ba_70 
K01D0001_H0001:136a-12	smin ma 'phyang ba zhig 'ong ba de mthong nas /	smin_0 ma_5 'phyang_8 ba_16 'jig_19 'ong_24 ba_29 de_32 mthong_35 nas_42 
K01D0001_H0001:136a-13	des bsams pa /	des_0 bsams_4 ba_10 
K01D0001_H0001:136a-14	'di ni dge slong gnas brtan 'ga' zhig yin gor ma chag snyam nas /	'di_0 ni_4 dge_7 slong_11 gnas_17 brtan_22 'ga'_28 'jig_33 yin_38 gor_42 ma_46 'chag_49 snyam_54 nas_60 
K01D0001_H0001:136a-15	des bsu ste gnas brtan byon pa legs so; ;byon pa legs so //	des_0 bsu_4 ste_8 gnas_12 brtan_17 'byon_23 ba_28 legs_31 so;_36 ;byon_40 ba_46 legs_49 so_54 
K01D0001_H0001:136a-16	zhes byas pa dang /	zhes_0 byed_5 ba_10 dang_13 
K01D0001_H0001:136a-17	des smras pa /	des_0 smras_4 ba_10 
K01D0001_H0001:136a-18	slob dpon phyag 'tshal lo //	slob_0 dpon_5 phyag_10 'tshal_16 lo_23 
K01D0001_H0001:136a-19	nye dgas bsams pa /	nye_0 'gas_4 bsams_9 ba_15 
K01D0001_H0001:136a-20	kye ma 'di ni rgan zhugs shig ste /	kye_0 ma_4 'di_7 ni_11 rgan_14 'jug_19 shig_25 ste_30 
K01D0001_H0001:136a-21	slob dpon yang mi shes /	slob_0 dpon_5 yang_10 mi_15 shes_18 
K01D0001_H0001:136a-22	mkhan po yang mi shes snyam nas /	mkhan_0 po_6 yang_9 mi_14 shes_17 snyam_22 nas_28 
K01D0001_H0001:136a-23	des de la smras pa /	des_0 de_4 la_7 smras_10 ba_16 
K01D0001_H0001:136a-24	rgan zhugs khyod ga las 'ongs /	rgan_0 'jug_5 khyod_11 ga_17 las_20 'ongs_24 
K01D0001_H0001:136a-25	s'a la'i dgon pa nas so //	s_0 la_4 dgon_9 ba_14 nas_17 so_21 
K01D0001_H0001:136a-26	ci de na gtsug lag khang yod dam /	ci_0 de_3 na_6 gtsug_9 lag_15 khang_19 yod_25 dam_29 
K01D0001_H0001:136b-0	des @136b smras pa /	des_0 smras_10 ba_16 
K01D0001_H0001:136b-1	gtsug lag khang yod do //	gtsug_0 lag_6 khang_10 yod_16 do_20 
K01D0001_H0001:136b-2	ci de gtsug lag khang yin nam /	ci_0 de_3 gtsug_6 lag_12 khang_16 yin_22 nam_26 
K01D0001_H0001:136b-3	'on te phongs pa yin /	'on_0 te_4 'phong_7 ba_14 yin_17 
K01D0001_H0001:136b-4	gtsug lag khang ni ci 'dra /	gtsug_0 lag_6 khang_10 ni_16 ci_19 'dra_22 
K01D0001_H0001:136b-5	phongs pa ni ci 'dra /	'phong_0 ba_7 ni_10 ci_13 'dra_16 
K01D0001_H0001:136b-6	gang na yo byad thams cad dang ldan pa ni gtsug lag khang yin la /	gang_0 na_5 yo_8 byad_11 thams_16 cad_22 dang_26 ldan_31 ba_36 ni_39 gtsug_42 lag_48 khang_52 yin_58 la_62 
K01D0001_H0001:136b-7	gang na yo byad thams cad dang bral ba ni phongs pa yin no //	gang_0 na_5 yo_8 byad_11 thams_16 cad_22 dang_26 'bral_31 ba_36 ni_39 'phong_42 ba_49 yin_52 no_56 
K01D0001_H0001:136b-8	de gtsug lag khang yin no //	de_0 gtsug_3 lag_9 khang_13 yin_19 no_23 
K01D0001_H0001:136b-9	de na ci yod /	de_0 na_3 ci_6 yod_9 
K01D0001_H0001:136b-10	de na dge slong zhal ta byed pa gnas te /	de_0 na_3 dge_6 slong_10 zhal_16 ta_21 byed_24 ba_29 gnas_32 te_37 
K01D0001_H0001:136b-11	des dge slong glo bur du 'ongs pa dang /	des_0 dge_4 slong_8 glo_14 bur_18 du_22 'ongs_25 ba_31 dang_34 
K01D0001_H0001:136b-12	'gro bar chas pa rnams la yo byad thams cad kyis stobs par byed do //	'gro_0 ba_5 cha_9 ba_14 rnams_17 la_23 yo_26 byad_29 thams_34 cad_40 kyis_44 stobs_49 ba_55 byed_59 do_64 
K01D0001_H0001:136b-13	drug sde dag gis kun tu spyod pa ni /	drug_0 sde_5 'dag_9 gis_13 kun_17 tu_21 spyod_24 ba_30 ni_33 
K01D0001_H0001:136b-14	gang cung zad ci thos pa de phyem bred kyi dus kyi tshe gcig tu 'dug nas /	gang_0 cung_5 zad_10 ci_14 thos_17 ba_22 de_25 phyem_28 'bred_34 kyi_39 dus_43 kyi_47 tshe_51 gcig_56 tu_61 'dug_64 nas_69 
K01D0001_H0001:136b-15	phan tshun rjod par byed pa yin pas nye dga' gtsug lag khang du song ste /	phan_0 tshun_5 rjod_11 ba_16 byed_20 ba_25 yin_28 ba_32 nye_36 dga'_40 gtsug_45 lag_51 khang_55 du_61 'gro_64 ste_69 
K01D0001_H0001:136b-16	drug sde dag la smras pa /	drug_0 sde_5 'dag_9 la_13 smras_16 ba_22 
K01D0001_H0001:136b-17	tshe dang ldan pa bdag cag gis yun ji srid	tshe_0 dang_5 ldan_10 ba_15 bdag_18 cag_23 gis_27 yun_31 ji_35 srid_38 
K01D0001_H0001:136b-18	kyis brel ba spang bar bya; khyod kyis thos pa	kyis_0 brel_5 ba_10 spong_13 ba_19 bya;_23 khyod_28 kyis_34 thos_39 ba_44 
K01D0001_H0001:136b-19	cung zhig yod dam /	cung_0 'jig_5 yod_10 dam_14 
K01D0001_H0001:136b-20	nye dgas smras pa yod de /	nye_0 'gas_4 smras_9 ba_15 yod_18 de_22 
K01D0001_H0001:136b-21	s'a la'i dgon pa na gtsug lag khang yod do //	s_0 la_4 dgon_9 ba_14 na_17 gtsug_20 lag_26 khang_30 yod_36 do_40 
K01D0001_H0001:136b-22	de na ci yod /	de_0 na_3 ci_6 yod_9 
K01D0001_H0001:136b-23	de na zhal ta byed pa gnas te /	de_0 na_3 zhal_6 ta_11 byed_14 ba_19 gnas_22 te_27 
K01D0001_H0001:136b-24	des dge slong glo bur du 'ongs pa dang /	des_0 dge_4 slong_8 glo_14 bur_18 du_22 'ongs_25 ba_31 dang_34 
K01D0001_H0001:136b-25	'gro bar chas pa rnams la yo byad thams cad kyis stobs par byed kyis tshur sheg /	'gro_0 ba_5 cha_9 ba_14 rnams_17 la_23 yo_26 byad_29 thams_34 cad_40 kyis_44 stobs_49 ba_55 byed_59 kyis_64 tshur_69 sheg_75 
K01D0001_H0001:136b-26	bdag cag der 'dong ngo //	bdag_0 cag_5 der_9 'dong_13 ngo_19 
K01D0001_H0001:136b-27	de dag der dong ba dang /	de_0 'dag_3 der_7 'dong_11 ba_16 dang_19 
